src	sys_out	BLEU	sentBLEU	NIST	METEOR	ROUGE_L	CIDEr
name[The Mill], eatType[pub], food[English], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Mill is an english restaurant and moderately priced, it is in riverside near Raja Indian Cuisine, it is a pub and it is n 't kid friendly.	0.2873	0.3197	3.7792	0.3592	0.5719	0.7267
name[The Mill], eatType[pub], food[English], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is moderately priced, an english restaurant and kid friendly, it is in riverside near Raja Indian Cuisine and it is a pub.	0.4547	0.4903	6.5600	0.4159	0.5922	1.6427
name[The Mill], eatType[pub], food[English], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill costs more than £30, it 's near Raja Indian Cuisine in riverside, it is an english restaurant and family friendly and it is a pub.	0.2517	0.2896	3.8464	0.3665	0.4271	1.1643
name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is in riverside near Raja Indian Cuisine with a price range of £20-25, it is a pub and it is kid friendly and a fast food restaurant.	0.5089	0.5274	4.9500	0.4692	0.6151	1.9147
name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Café Rouge]	The Mill is a fast food restaurant with a price range of £20-25 with a high rating, it is in city centre near Café Rouge, it is a pub and it is n 't kid friendly.	0.4845	0.5004	5.6217	0.4201	0.6142	0.9716
name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[Café Rouge]	The Mill is a fast food restaurant and kid friendly with a price range of £20-25 with a high rating, it is in city centre near Café Rouge and it is a pub.	0.5068	0.5234	5.8531	0.4859	0.5373	1.8376
name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Café Rouge]	The Mill is a fast food place with a high rating with a price range of £20-25, it is in riverside near Café Rouge, it is a pub and it is n 't kid friendly.	0.2112	0.2419	2.9836	0.3505	0.4363	0.0694
name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Café Rouge]	The Mill is a fast food restaurant and kid friendly with a price range of £20-25 with a high rating, it is in riverside near Café Rouge and it is a pub.	0.4249	0.4466	5.8613	0.3957	0.4485	0.9979
name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is a fast food restaurant and kid friendly with a price range of £20-25 with a high rating, it is in riverside near Café Sicilia and it is a pub.	0.0000	0.0815	1.8032	0.1875	0.2285	0.5566
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is cheap, kid friendly and a fast food restaurant, it is near Raja Indian Cuisine in riverside and it is a pub.	0.1461	0.1952	2.7903	0.3391	0.3599	1.2421
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]	The Mill is a fast food restaurant and cheap with a 5 out of 5 rating, it is in city centre near Café Sicilia, it is a pub and it is n 't kid friendly.	0.4260	0.4438	4.7380	0.3592	0.5465	0.6347
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Mill is in city centre near Café Sicilia with a 5 out of 5 rating, it is a pub, it is family friendly and a fast food place and cheap.	0.3680	0.3917	4.5627	0.4112	0.5587	2.2638
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Café Sicilia]	The Mill is cheap and a fast food restaurant with a 5 out of 5 rating, it is near Café Sicilia in riverside, it is a pub and it is n 't kid friendly.	0.1944	0.2400	4.2282	0.3249	0.4380	0.9294
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is cheap, a fast food restaurant and kid friendly with a 5 out of 5 rating, it is near Café Sicilia in riverside and it is a pub.	0.3211	0.3530	5.6178	0.3670	0.5233	0.6946
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no], near[Café Sicilia]	The Mill is a fast food restaurant and cheap with an average rating, it is in city centre near Café Sicilia, it is a pub and it is n 't kid friendly.	0.2299	0.2573	3.9712	0.4000	0.5747	0.4088
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Mill is near Café Sicilia in city centre with an average rating, it is a fast food restaurant, cheap and family friendly and it is a pub.	0.3991	0.4281	5.4677	0.4338	0.5314	1.9370
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no], near[Café Sicilia]	The Mill is a fast food restaurant and cheap with an average rating, it is in riverside near Café Sicilia, it is a pub and it is n 't kid friendly.	0.3808	0.4034	4.6145	0.3791	0.6634	0.9440
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is in riverside near Café Sicilia with an average rating, it is a fast food restaurant, cheap and kid friendly and it is a pub.	0.3314	0.3652	5.3456	0.3547	0.5301	1.1409
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]	The Mill is in city centre near Café Sicilia with a 1 out of 5 rating, it is a fast food restaurant and expensive, it is n 't kid friendly and it 's a pub.	0.2689	0.2896	4.0572	0.3714	0.5339	1.1829
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Mill is in city centre near Café Sicilia with a 1 out of 5 rating, it is a fast food restaurant, kid friendly and expensive and it is a pub.	0.2639	0.3017	4.9129	0.3785	0.4516	1.8750
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Café Sicilia]	The Mill is in riverside near Café Sicilia with a 1 out of 5 rating, it is a fast food restaurant and expensive, it is n 't kid friendly and it 's a pub.	0.1725	0.2169	4.0573	0.3694	0.4410	0.5170
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is in riverside near Café Sicilia with a 1 out of 5 rating, it is a fast food restaurant, expensive and kid friendly and it is a pub.	0.3910	0.4165	5.8094	0.3995	0.4040	1.1219
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[Café Sicilia]	The Mill is in city centre near Café Sicilia with an average rating, it is a fast food restaurant and expensive, it is n 't kid friendly and it 's a pub.	0.2586	0.2881	4.3724	0.3469	0.4459	0.6714
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Mill is in city centre near Café Sicilia with an average rating, it is a fast food restaurant, kid friendly and expensive and it is a pub.	0.2838	0.3227	4.7119	0.3902	0.4791	1.1246
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[average], area[riverside], familyFriendly[no], near[Café Sicilia]	The Mill is in riverside near Café Sicilia with an average rating, it is a fast food restaurant and expensive, it is n 't kid friendly and it 's a pub.	0.1586	0.2015	3.3362	0.3634	0.5103	0.3951
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is in riverside near Café Sicilia with an average rating, it is a fast food restaurant, expensive and kid friendly and it is a pub.	0.3793	0.4133	5.8622	0.4084	0.4404	1.0731
name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Café Sicilia]	The Mill is a fast food restaurant with a low rating, it is in city centre near Café Sicilia, it is a pub, it is n 't family friendly and it costs less than £20.	0.3603	0.3811	4.4127	0.3845	0.5681	0.8185
name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Mill is in city centre near Café Sicilia with a low rating, it is a fast food restaurant and family friendly, it costs less than £20 and it 's a pub.	0.3407	0.3660	4.9431	0.4368	0.5325	1.9866
name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Café Sicilia]	The Mill costs less than £20 with a low rating, it is near Café Sicilia in riverside, it is a fast food restaurant, it is n 't kid friendly and it 's a pub.	0.0000	0.1693	4.8491	0.2882	0.3930	0.3661
name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is in riverside near Café Sicilia with a low rating, it is a fast food restaurant and family friendly, it costs less than £20 and it 's a pub.	0.2639	0.3187	5.7698	0.3777	0.4399	1.0352
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]	The Mill is moderately priced and a fast food restaurant with a 1 out of 5 rating, it is in city centre near Café Sicilia, it is a pub and it is n 't kid friendly.	0.3332	0.3587	5.0733	0.4116	0.5366	1.3888
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Mill is in city centre near Café Sicilia with a 1 out of 5 rating, it is a fast food restaurant, kid friendly and moderately priced and it is a pub.	0.3984	0.4252	5.0136	0.4538	0.5391	1.1597
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Café Sicilia]	The Mill is moderately priced and a fast food restaurant with a 1 out of 5 rating, it is in riverside near Café Sicilia, it is a pub and it is n 't kid friendly.	0.2231	0.2725	5.1376	0.3696	0.6063	0.5505
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is in riverside near Café Sicilia with a 1 out of 5 rating, it is a fast food restaurant, kid friendly and moderately priced and it is a pub.	0.3444	0.3763	5.1439	0.3958	0.4715	0.8087
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]	The Mill is n 't kid friendly with a 3 out of 5 rating, it is moderately priced and a fast food restaurant, it is near Café Sicilia in city centre and it is a pub.	0.2746	0.3012	4.9718	0.4167	0.3910	0.8739
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Mill is in city centre near Café Sicilia with a 3 out of 5 rating, it is a fast food place, kid friendly and moderately priced and it is a pub.	0.3447	0.3717	4.8945	0.3815	0.5640	1.5227
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Café Sicilia]	The Mill is moderately priced and a fast food restaurant with a 3 out of 5 rating, it is in riverside near Café Sicilia, it is a pub and it is n 't kid friendly.	0.3898	0.4130	4.9599	0.3888	0.4815	1.1270
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is in riverside near Café Sicilia with a 3 out of 5 rating, it is a fast food place, kid friendly and moderately priced and it is a pub.	0.2115	0.2434	3.4242	0.2941	0.3662	1.0279
name[The Mill], eatType[restaurant], food[English], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is in riverside near Raja Indian Cuisine, it is an english restaurant and kid friendly and it is expensive.	0.5927	0.6190	6.9635	0.3904	0.5709	1.4953
name[The Mill], eatType[restaurant], food[English], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[Café Rouge]	The Mill is in riverside near Café Rouge with an average rating, it is an english restaurant and kid friendly and it is expensive.	0.2962	0.3398	4.7618	0.3607	0.4593	1.3751
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Mill costs less than £20, it 's near Raja Indian Cuisine in city centre, it is an english restaurant and it is n 't family friendly.	0.1580	0.1914	3.2841	0.3388	0.3954	0.3536
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill costs less than £20, it 's near Raja Indian Cuisine in city centre and it is an english restaurant and family friendly.	0.3500	0.3866	4.4609	0.4291	0.4763	0.9901
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Mill costs less than £20, it 's near Raja Indian Cuisine in riverside, it is an english restaurant and it is n 't kid friendly.	0.2030	0.2374	4.0073	0.3367	0.3591	0.4341
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is in riverside near Raja Indian Cuisine, it is an english restaurant and family friendly and it costs less than £20.	0.4497	0.4810	5.6415	0.4293	0.5176	0.9710
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Café Rouge]	The Mill costs less than £20 with a low rating, it is near Café Rouge in city centre, it is an english restaurant and it is n 't family friendly.	0.0000	0.1793	3.5422	0.3093	0.3565	0.5556
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Café Rouge]	The Mill costs less than £20 with a low rating, it is near Café Rouge in city centre and it is an english restaurant and family friendly.	0.1910	0.2433	4.2923	0.3357	0.4390	1.6225
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Café Rouge]	The Mill costs less than £20 with a low rating, it is near Café Rouge in riverside, it is an english restaurant and it is n 't kid friendly.	0.2172	0.2546	4.2080	0.3495	0.5552	0.5743
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Café Rouge]	The Mill is in riverside near Café Rouge with a low rating, it is an english restaurant and family friendly and it costs less than £20.	0.3010	0.3428	5.3085	0.3747	0.5909	1.2034
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Mill is moderately priced and an english restaurant, it is near Raja Indian Cuisine in city centre and it is n 't kid friendly.	0.3507	0.3806	4.5514	0.3419	0.5862	0.5382
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is in city centre near Raja Indian Cuisine, it is moderately priced and an english restaurant and it is kid friendly.	0.3685	0.4147	3.8264	0.4110	0.5520	1.3746
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Mill is in riverside near Raja Indian Cuisine, it is an english restaurant and moderately priced and it is n 't kid friendly.	0.3017	0.3370	4.2560	0.3528	0.5690	0.8661
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is in riverside near Raja Indian Cuisine, it is moderately priced and an english restaurant and it is kid friendly.	0.6232	0.6408	6.6331	0.4348	0.7243	1.7079
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Café Rouge]	The Mill is in city centre near Café Rouge with a 1 out of 5 rating, it is an english restaurant and moderately priced and it is n 't family friendly.	0.3052	0.3373	4.5353	0.3434	0.5188	0.9781
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Café Rouge]	The Mill is moderately priced, an english restaurant and kid friendly with a 1 out of 5 rating, it is in city centre near Café Rouge and it is a restaurant.	0.4060	0.4334	5.6436	0.4084	0.6634	1.0120
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Café Rouge]	The Mill is in riverside near Café Rouge with a 1 out of 5 rating, it is an english restaurant and moderately priced and it is n 't kid friendly.	0.3691	0.3919	4.2600	0.3469	0.5230	1.4959
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Café Rouge]	The Mill is in riverside near Café Rouge with a 1 out of 5 rating, it is moderately priced and an english restaurant and it is kid friendly.	0.5081	0.5311	6.3962	0.3324	0.4890	1.1381
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Café Rouge]	The Mill is in city centre near Café Rouge with a 3 out of 5 rating, it is an english restaurant and moderately priced and it is n 't kid friendly.	0.2911	0.3234	4.6884	0.3009	0.3718	0.7876
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Café Rouge]	The Mill is moderately priced, an english restaurant and kid friendly with a 3 out of 5 rating, it is in city centre near Café Rouge and it is a restaurant.	0.3107	0.3417	4.6370	0.3431	0.4933	2.2113
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Café Rouge]	The Mill is in riverside near Café Rouge with a 3 out of 5 rating, it is an english restaurant and moderately priced and it is n 't kid friendly.	0.3902	0.4152	5.3058	0.3521	0.5000	1.3889
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Café Rouge]	The Mill is in riverside near Café Rouge with a 3 out of 5 rating, it is moderately priced and an english restaurant and it is kid friendly.	0.2955	0.3267	5.2067	0.3647	0.4071	1.4155
name[The Mill], eatType[restaurant], food[English], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is in riverside near Raja Indian Cuisine, it is an english restaurant and family friendly and it costs more than £30.	0.4052	0.4326	4.4674	0.3830	0.5560	1.1914
name[The Mill], eatType[restaurant], food[English], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[no], near[Café Rouge]	The Mill costs more than £30 with a high rating, it is near Café Rouge in city centre, it is an english restaurant and it is n 't family friendly.	0.2920	0.3312	4.7520	0.3888	0.4577	1.0096
name[The Mill], eatType[restaurant], food[English], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[Café Rouge]	The Mill costs more than £30 with a high rating, it is near Café Rouge in city centre and it is an english restaurant and family friendly.	0.4328	0.4589	5.4915	0.3489	0.4798	1.6632
name[The Mill], eatType[restaurant], food[English], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[Café Rouge]	The Mill costs more than £30 with a high rating, it is near Café Rouge in riverside, it is an english restaurant and it is n 't kid friendly.	0.0000	0.1757	4.4915	0.3450	0.2942	0.9180
name[The Mill], eatType[restaurant], food[English], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Café Rouge]	The Mill costs more than £30 with a high rating, it is near Café Rouge in riverside and it is an english restaurant and family friendly.	0.4073	0.4340	5.9075	0.3652	0.4626	1.5589
name[The Mill], eatType[restaurant], food[Fast food], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is in riverside near Raja Indian Cuisine with a price range of £20-25, it is a fast food restaurant and kid friendly.	0.6340	0.6498	5.6531	0.4844	0.6252	2.3495
name[The Mill], eatType[restaurant], food[Fast food], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is in riverside near Raja Indian Cuisine, it is cheap and a fast food restaurant and family friendly.	0.1984	0.2601	3.7178	0.3779	0.4467	1.6930
name[The Phoenix], eatType[pub], food[Fast food], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is cheap, kid friendly and a fast food restaurant, it is near Raja Indian Cuisine in riverside and it is a pub.	0.2299	0.2863	4.5019	0.3887	0.5545	1.8234
name[The Phoenix], eatType[pub], food[Fast food], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix is a fast food restaurant and expensive, it is in city centre near Raja Indian Cuisine, it is a pub and it is n 't kid friendly.	0.3393	0.3648	3.9052	0.3259	0.4224	0.5393
name[The Phoenix], eatType[pub], food[Fast food], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a fast food restaurant, kid friendly and expensive, it is near Raja Indian Cuisine in city centre and it is a pub.	0.3331	0.3684	4.8525	0.3855	0.5848	1.7059
name[The Phoenix], eatType[pub], food[Fast food], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix is a fast food restaurant and expensive, it is in riverside near Raja Indian Cuisine, it is a pub and it is n 't kid friendly.	0.3889	0.4173	4.9399	0.3903	0.6076	0.7015
name[The Phoenix], eatType[pub], food[Fast food], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a fast food restaurant, kid friendly and expensive, it is in riverside near Raja Indian Cuisine and it is a pub.	0.3744	0.4067	5.3383	0.4396	0.6703	1.1732
name[The Phoenix], eatType[pub], food[Fast food], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix costs less than £20, it 's in city centre near Raja Indian Cuisine, it is a pub, it is a fast food restaurant and it is n 't family friendly.	0.2435	0.2725	3.4557	0.3930	0.4695	0.4484
name[The Phoenix], eatType[pub], food[Fast food], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a fast food restaurant and family friendly, it costs less than £20, it 's near Raja Indian Cuisine in city centre and it is a pub.	0.2779	0.3095	3.9215	0.3789	0.5065	0.9550
name[The Phoenix], eatType[pub], food[Fast food], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix is near Raja Indian Cuisine in riverside, it is a fast food restaurant, it is a pub, it costs less than £20 and it is n 't kid friendly.	0.2694	0.2998	3.8975	0.3882	0.5423	0.3195
name[The Phoenix], eatType[pub], food[Fast food], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is in riverside near Raja Indian Cuisine, it is a fast food restaurant and family friendly, it costs less than £20 and it 's a pub.	0.2248	0.2618	4.6000	0.3963	0.5626	0.3551
name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix is a fast food restaurant and moderately priced, it is in city centre near Raja Indian Cuisine, it is a pub and it is n 't kid friendly.	0.3463	0.3694	4.5321	0.3701	0.5530	0.4357
name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a fast food restaurant, kid friendly and moderately priced, it is near Raja Indian Cuisine in city centre and it is a pub.	0.5119	0.5306	5.1666	0.4348	0.5835	2.2305
name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix is a fast food restaurant and moderately priced, it is in riverside near Raja Indian Cuisine, it is a pub and it is n 't kid friendly.	0.4134	0.4387	5.3575	0.4162	0.5255	0.9919
name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a fast food restaurant, kid friendly and moderately priced, it is in riverside near Raja Indian Cuisine and it is a pub.	0.4766	0.5003	5.6255	0.5192	0.6584	1.1712
name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Phoenix is in riverside near Café Sicilia with a 3 out of 5 rating, it is a fast food place, kid friendly and moderately priced and it is a pub.	0.3338	0.3661	5.4941	0.3893	0.4903	1.4048
name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix costs more than £30, it 's in riverside near Raja Indian Cuisine, it is a fast food restaurant and kid friendly and it is a pub.	0.3280	0.3569	4.5109	0.3796	0.4483	1.7871
name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[no], near[Café Sicilia]	The Phoenix is a fast food restaurant with a high rating, it is in city centre near Café Sicilia, it is a pub, it is n 't kid friendly and it costs more than £30.	0.2727	0.2979	4.0468	0.3170	0.4756	1.0255
name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Phoenix is in city centre near Café Sicilia with a high rating, it is a fast food restaurant and kid friendly, it costs more than £30 and it 's a pub.	0.2428	0.2776	3.9016	0.4344	0.5177	1.1022
name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[Café Sicilia]	The Phoenix is a fast food restaurant with a high rating, it is in riverside near Café Sicilia, it is a pub, it is n 't kid friendly and it costs more than £30.	0.2650	0.2937	4.2098	0.3544	0.4902	0.8637
name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Phoenix is in riverside near Café Sicilia with a high rating, it is a fast food restaurant and kid friendly, it costs more than £30 and it 's a pub.	0.4115	0.4356	5.6485	0.4068	0.5239	0.7932
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is in riverside near Raja Indian Cuisine with a price range of £20-25, it is a pub and it is kid friendly and a french restaurant.	0.5299	0.5474	5.4523	0.4461	0.5675	1.6163
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]	The Phoenix is a french restaurant with a 3 out of 5 rating with a price range of £20-25, it is in city centre near Café Sicilia, it is a pub and it is n 't kid friendly.	0.4035	0.4217	5.3307	0.4369	0.5459	0.7734
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Phoenix is in city centre near Café Sicilia with a 3 out of 5 rating with a price range of £20-25, it is kid friendly and a french restaurant and it is a pub.	0.1896	0.2353	4.8888	0.3779	0.4287	1.9687
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Café Sicilia]	The Phoenix is a french restaurant with a 3 out of 5 rating with a price range of £20-25, it is in riverside near Café Sicilia, it is a pub and it is n 't kid friendly.	0.4900	0.5039	4.9441	0.4412	0.5190	0.9547
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Phoenix is a french place and kid friendly with a 3 out of 5 rating with a price range of £20-25, it is in riverside near Café Sicilia and it is a pub.	0.2008	0.2352	4.3479	0.3965	0.3814	0.7701
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a french place and kid friendly with a 3 out of 5 rating with a price range of £20-25, it is in riverside near Crowne Plaza Hotel and it is a pub.	0.3274	0.3534	5.5895	0.4023	0.5545	1.1544
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a french restaurant with a high rating with a price range of £20-25, it is in city centre near Crowne Plaza Hotel, it is a pub and it is n 't kid friendly.	0.2432	0.2703	3.8538	0.3788	0.3695	0.7720
