'name[Blue Spice], eatType[coffee shop], area[city centre]'	'Blue Spice is a coffee shop in the city centre.'
'name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[All Bar One]'	'The Cricketers provides chinese food in the moderate price range. It is near All Bar One in the riverside. Its customer rating is 3 out of 5.'
'name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[no], near[All Bar One]'	'The Cricketers provides chinese food in the more than £30 price range. It is located in the city centre. Its customer rating is high. It is near All Bar One. It is not children friendly.'
'name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[All Bar One]'	'The Cricketers provides chinese food in the more than £30 price range. It is located in city centre. It is near All Bar One. Its customer rating is high.'
'name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[All Bar One]'	'The Cricketers provides chinese food in the £30 price range. It is located in the riverside. It is near All Bar One. Its customer rating is high.'
'name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[All Bar One]'	'The Cricketers provides chinese food in the more than £30 price range. It is near All Bar One in the riverside. Its customer rating is high.'
'name[The Cricketers], eatType[restaurant], food[English], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[All Bar One]'	'The Cricketers is a restaurant providing english food in the £20-25 price range. It is located in the city centre. It is near the All Bar One. Its customer rating is high. It is not kids friendly.'
'name[The Cricketers], eatType[restaurant], food[English], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[All Bar One]'	'The Cricketers is a restaurant providing english food in the £20-25 price range. It is located in the city centre. It is near the All Bar One. Its customer rating is high. It is kids friendly.'
'name[The Cricketers], eatType[restaurant], food[English], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[All Bar One]'	'The Cricketers is a restaurant providing english food in the £20-25 price range. It is located in the riverside. It is near the All Bar One. Its customer rating is high. It is not kids friendly.'
'name[The Cricketers], eatType[restaurant], food[English], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[All Bar One]'	'The Cricketers is a restaurant providing english food in the £20-25 price range. It is located in the riverside. It is near the All Bar One. Its customer rating is high.'
'name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Café Rouge]'	'The Cricketers is a cheap english restaurant located in the city centre near Café Rouge. It is not family-friendly and has a customer rating of 5 out of 5.'
'name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Café Rouge]'	'The Cricketers is a cheap english restaurant located in the city centre near the Café Rouge. It is family-friendly and has a customer rating of 5 out of 5.'
'name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Café Rouge]'	'The Cricketers is a cheap english restaurant near Café Rouge in riverside. It is not family-friendly and has a customer rating of 5 out of 5.'
'name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Café Rouge]'	'The Cricketers is a cheap english restaurant near Café Rouge in riverside. It is family friendly and has a customer rating of 5 out of 5.'
'name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no], near[Café Rouge]'	'The Cricketers is a cheap english restaurant near Café Rouge in the city centre. It has an average customer rating and is not family-friendly.'
'name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[yes], near[Café Rouge]'	'The Cricketers is a cheap english restaurant near Café Rouge in the city centre. It is family-friendly and has an average customer rating.'
'name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no], near[Café Rouge]'	'The Cricketers is a cheap english restaurant near Café Rouge in riverside. It has an average customer rating and is not family-friendly.'
'name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[Café Rouge]'	'The Cricketers is a cheap restaurant located in the city centre near the Café Rouge.'
'name[The Cricketers], eatType[restaurant], food[English], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Café Rouge]'	'The Cricketers is a restaurant providing english food in the high price range. It is located in the city centre. It is near Café Rouge. Its customer rating is 1 out of 5.'
'name[The Cricketers], eatType[restaurant], food[English], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Café Rouge]'	'The Cricketers is an english restaurant located in the city centre near the Café Rouge. It is children friendly and has a customer rating of 1 out of 5.'
'name[The Cricketers], eatType[restaurant], food[English], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Café Rouge]'	'The Cricketers is a restaurant providing english food in the high price range. It is located in the riverside. It is near Café Rouge. Its customer rating is 1 out of 5.'
'name[The Cricketers], eatType[restaurant], food[English], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Café Rouge]'	'The Cricketers is a restaurant providing english food in the high price range. It is located in the riverside. It is near Café Rouge. Its customer rating is 1 out of 5. It is children friendly.'
'name[The Cricketers], eatType[restaurant], food[English], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[Café Rouge]'	'The Cricketers is a high priced english restaurant located in the city centre near Café Rouge. It has an average customer rating and is not child friendly.'
'name[The Cricketers], eatType[restaurant], food[English], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes], near[Café Rouge]'	'The Cricketers is an english restaurant near Café Rouge in the city centre. It is children friendly and has a high price range and an average customer rating.'
'name[The Cricketers], eatType[restaurant], food[English], priceRange[high], customer rating[average], area[riverside], familyFriendly[no], near[Café Rouge]'	'The Cricketers is a restaurant providing english food in the high price range. It is located in the riverside. It is near Café Rouge. Its customer rating is average.'
'name[The Mill], eatType[pub], food[English], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Mill is a high priced english pub near Raja Indian Cuisine in riverside. It is child friendly.'
'name[The Mill], eatType[pub], food[English], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Mill is an english pub near Raja Indian Cuisine in the city centre. It is not family-friendly and has a price range of less than £20.'
'name[The Mill], eatType[pub], food[English], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Mill is a family-friendly pub that serves english food for less than £20. It is located in the city centre near Raja Indian Cuisine.'
'name[The Mill], eatType[pub], food[English], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Mill is an english pub near Raja Indian Cuisine in riverside. It is not family-friendly and has a price range of less than £20.'
'name[The Mill], eatType[pub], food[English], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Mill is a family friendly pub in the riverside area near Raja Indian Cuisine that serves english food for less than £20.'
'name[The Mill], eatType[pub], food[English], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Mill is a moderately priced english pub near Raja Indian Cuisine in the city centre. It is not kid friendly.'
'name[The Mill], eatType[pub], food[English], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Mill is a moderately priced english pub near Raja Indian Cuisine in the city centre. It is kid friendly.'
'name[The Mill], eatType[pub], food[English], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Mill is a moderately priced english pub near Raja Indian Cuisine in riverside. It is not kid friendly.'
'name[The Mill], eatType[pub], food[English], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Mill is a moderately priced english pub near Raja Indian Cuisine in the riverside area. It is kid friendly.'
'name[The Mill], eatType[pub], food[English], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Mill is a children friendly pub near Raja Indian Cuisine in riverside that serves english food for more than £30.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Mill is a kid friendly fast food pub in riverside near Raja Indian Cuisine with a price range of £20-25.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Café Rouge]'	'The Mill is a pub providing fast food in the £20-25 price range. It is located in the city centre. It is near Café Rouge. Its customer rating is high.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[Café Rouge]'	'The Mill is a pub providing fast food in the £20-25 price range. It is located in the city centre. It is near Café Rouge. Its customer rating is high.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Café Rouge]'	'The Mill is a fast food pub in the riverside area near Café Rouge. It has a price range of £20-25 and a high customer rating. It is not kid friendly.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Café Rouge]'	'The Mill is a pub providing fast food in the £20-25 price range. It is located in the riverside area near Café Rouge. It has a high customer rating and is kid friendly.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Café Sicilia]'	'The Mill is a pub providing fast food in the £20-25 price range. It is located in the riverside area near Café Sicilia. It has a high customer rating and is kid friendly.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Mill is a cheap family friendly fast food pub in riverside near Raja Indian Cuisine.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]'	'The Mill is a cheap fast food pub located in the city centre near Café Sicilia. It is not family-friendly and has a customer rating of 5 out of 5.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Café Sicilia]'	'The Mill is a cheap, family-friendly pub that serves fast food. It is located in the city centre near the Café Sicilia and has a customer rating of 5 out of 5.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Café Sicilia]'	'The Mill is a cheap fast food pub in the riverside area near Café Sicilia. It is not family-friendly and has a customer rating of 5 out of 5.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]'	'The Mill is a cheap fast food pub in the riverside area near Café Sicilia. It is family friendly and has a customer rating of 5 out of 5.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no], near[Café Sicilia]'	'The Mill is a cheap fast food pub near Café Sicilia in the city centre. It has an average customer rating and is not family-friendly.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[yes], near[Café Sicilia]'	'The Mill is a cheap fast food pub located in the city centre near Café Sicilia. It has an average rating and is family-friendly.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no], near[Café Sicilia]'	'The Mill is a cheap fast food pub in riverside near Café Sicilia. It has an average customer rating and is not family-friendly.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[Café Sicilia]'	'The Mill is a cheap family friendly fast food pub near Café Sicilia in riverside.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]'	'The Mill is a fast food pub near Café Sicilia in the city centre. It has a high price range and a customer rating of 1 out of 5. It is not child friendly.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Café Sicilia]'	'The Mill is a fast food pub in the city centre near Café Sicilia. It has a high price range and a customer rating of 1 out of 5. It is children friendly.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Café Sicilia]'	'The Mill is a high priced fast food pub near Café Sicilia in riverside. It is not child friendly and has a customer rating of 1 out of 5.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]'	'The Mill is a fast food pub in riverside near Café Sicilia. It has a high price range and a customer rating of 1 out of 5. It is children friendly.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[Café Sicilia]'	'The Mill is a fast food pub in the city centre near Café Sicilia. It has a high price range and an average customer rating.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes], near[Café Sicilia]'	'The Mill is a fast food pub near Café Sicilia in the city centre. It is children friendly and has a high price range.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[average], area[riverside], familyFriendly[no], near[Café Sicilia]'	'The Mill is a fast food pub near Café Sicilia in riverside. It is not child friendly and has a high price range.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[Café Sicilia]'	'The Mill is a fast food pub near Café Sicilia in the riverside area. It is children friendly and has a high price range.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Café Sicilia]'	'The Mill is a cheap fast food pub located in the city centre near Café Sicilia. It has a low customer rating and is not family-friendly.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Café Sicilia]'	'The Mill is a family-friendly fast food pub located in the city centre near Café Sicilia. It has a low customer rating and a price range of less than £20.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Café Sicilia]'	'The Mill is a cheap fast food pub near Café Sicilia in riverside. It is not family-friendly and has a low customer rating.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Café Sicilia]'	'The Mill is a family friendly pub that serves fast food for less than £20. It is located in the riverside area near Café Sicilia and has a low customer rating.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]'	'The Mill is a fast food pub near Café Sicilia in the city centre. It has a moderate price range and a customer rating of 1 out of 5.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Café Sicilia]'	'The Mill is a pub providing fast food in the moderate price range. It is near Café Sicilia in the city centre. Its customer rating is 1 out of 5.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Café Sicilia]'	'The Mill is a moderately priced fast food pub near Café Sicilia in riverside. It is not kid friendly and has a customer rating of 1 out of 5.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]'	'The Mill is a pub providing fast food in the moderate price range. It is located in the riverside area near Café Sicilia. It is kids friendly and has a customer rating of 1 out of 5.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]'	'The Mill is a fast food pub near Café Sicilia in the city centre. It has a moderate price range and a customer rating of 3 out of 5.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Café Sicilia]'	'The Mill is a fast food pub located in the city centre near Café Sicilia. It has a moderate price range and a customer rating of 3 out of 5.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Café Sicilia]'	'The Mill is a fast food pub near Café Sicilia in riverside. It has a moderate price range and a customer rating of 3 out of 5.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]'	'The Mill is a pub providing fast food in the moderate price range. It is located in the riverside area near Café Sicilia. It is kids friendly and has a customer rating of 3 out of 5.'
'name[The Mill], eatType[restaurant], food[English], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Mill is a high priced english restaurant in riverside near Raja Indian Cuisine. It is children friendly.'
'name[The Mill], eatType[restaurant], food[English], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[Café Rouge]'	'The Mill is an english restaurant near Café Rouge in the riverside area. It is children friendly and has a high price range and an average customer rating.'
'name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Mill is a cheap restaurant located in city centre near Raja Indian Cuisine. It is not family-friendly.'
'name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Mill is a family-friendly english restaurant near Raja Indian Cuisine in the city centre with a price range of less than £20.'
'name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Mill is a low-priced restaurant that is not family friendly. It is located near Raja Indian Cuisine.'
'name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The The Mill is a family friendly restaurant located near Raja Indian Cuisine.'
'name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Café Rouge]'	'The Mill is a cheap english restaurant located in the city centre near Café Rouge. It is not family-friendly and has a low customer rating.'
'name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Café Rouge]'	'The Mill is a family-friendly restaurant providing english food in the less than £20 price range. It is located in the city centre. It is near the Café Rouge. Its customer rating is low.'
'name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Café Rouge]'	'The Mill is a restaurant providing english food in the less than £20 price range. It is located in the riverside. It is near the Café Rouge. Its customer rating is low. It is not family-friendly.'
'name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Café Rouge]'	'The Mill is a family friendly english restaurant in the riverside area near the Café Rouge. It has a low customer rating and a price range of less than £20.'
'name[The Mill], eatType[restaurant], food[English], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Mill is a moderately priced english restaurant located in the city centre near the Raja Indian Cuisine. It is not kids friendly.'
'name[The Mill], eatType[restaurant], food[English], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Mill is a kid friendly english restaurant near Raja Indian Cuisine in the city centre.'
'name[The Mill], eatType[restaurant], food[English], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Mill is a moderately priced english restaurant near Raja Indian Cuisine in riverside. It is not kid friendly.'
'name[The Mill], eatType[restaurant], food[English], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Mill is a kid friendly english restaurant in riverside near Raja Indian Cuisine. It has a moderate price range.'
'name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Café Rouge]'	'The Mill is a moderately priced english restaurant near Café Rouge in the city centre. It is not kid friendly and has a customer rating of 1 out of 5.'
'name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Café Rouge]'	'The Mill is a moderately priced english restaurant near Café Rouge in the city centre. It is kid friendly and has a customer rating of 1 out of 5.'
'name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Café Rouge]'	'The Mill is a moderately priced english restaurant near Café Rouge in riverside. It is not kid friendly and has a customer rating of 1 out of 5.'
'name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Café Rouge]'	'The Mill is a mid-priced family restaurant located near Café Rouge.'
'name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Café Rouge]'	'The Mill is a moderately priced english restaurant near Café Rouge in the city centre. It is not kid friendly and has a customer rating of 3 out of 5.'
'name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Café Rouge]'	'The Mill is a kid friendly english restaurant near Café Rouge in the city centre. It has a moderate price range and a customer rating of 3 out of 5.'
'name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Café Rouge]'	'The Mill is a moderately priced english restaurant near Café Rouge in riverside. It is not kid friendly and has a customer rating of 3 out of 5.'
'name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Café Rouge]'	'The Mill is a kid friendly english restaurant with a moderate price range and a customer rating of 3 out of 5. It is located in the riverside area near the Café Rouge.'
'name[The Mill], eatType[restaurant], food[English], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Mill is a children friendly english restaurant in riverside near Raja Indian Cuisine with a price range of more than £30.'
'name[The Mill], eatType[restaurant], food[English], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[no], near[Café Rouge]'	'The Mill is a restaurant providing english food in the more than £30 price range. It is located in the city centre. It is near Café Rouge. Its customer rating is high.'
'name[The Mill], eatType[restaurant], food[English], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[Café Rouge]'	'The Mill is a restaurant providing english food in the more than £30 price range. It is located in the city centre. It is near the Café Rouge. It has a high customer rating and is children friendly.'
'name[The Mill], eatType[restaurant], food[English], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[Café Rouge]'	'The Mill is a restaurant providing english food in the more than £30 price range. It is located in the riverside. It is near Café Rouge. Its customer rating is high.'
'name[The Mill], eatType[restaurant], food[English], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Café Rouge]'	'The Mill is a restaurant providing english food in the more than £30 price range. It is located in the riverside. It is near the Café Rouge. Its customer rating is high. It is children friendly.'
'name[The Mill], eatType[restaurant], food[Fast food], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Mill is a kid friendly fast food restaurant in riverside near Raja Indian Cuisine with a price range of £20-25.'
'name[The Mill], eatType[restaurant], food[Fast food], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Mill is a cheap family friendly fast food restaurant in riverside near Raja Indian Cuisine.'
'name[The Phoenix], eatType[pub], food[Fast food], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Phoenix is a cheap family friendly fast food pub in riverside near Raja Indian Cuisine.'
'name[The Phoenix], eatType[pub], food[Fast food], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Phoenix is a high priced fast food pub located in the city centre near Raja Indian Cuisine. It is not child friendly.'
'name[The Phoenix], eatType[pub], food[Fast food], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Phoenix is a fast food pub located in the city centre near Raja Indian Cuisine. It is children friendly and has a high price range.'
'name[The Phoenix], eatType[pub], food[Fast food], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Phoenix is a high priced fast food pub near Raja Indian Cuisine in riverside. It is not child friendly.'
'name[The Phoenix], eatType[pub], food[Fast food], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Phoenix is a high priced fast food pub in riverside near Raja Indian Cuisine. It is children friendly.'
'name[The Phoenix], eatType[pub], food[Fast food], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Phoenix is a cheap fast food pub located in the city centre near Raja Indian Cuisine. It is not family-friendly.'
'name[The Phoenix], eatType[pub], food[Fast food], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Phoenix is a family-friendly pub that serves fast food for less than £20. It is located in the city centre near Raja Indian Cuisine.'
'name[The Phoenix], eatType[pub], food[Fast food], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Phoenix is a cheap fast food pub near Raja Indian Cuisine in riverside. It is not family-friendly.'
'name[The Phoenix], eatType[pub], food[Fast food], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Phoenix is a family friendly pub that serves fast food for less than £20. It is located in the riverside area near Raja Indian Cuisine.'
'name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Phoenix is a moderately priced fast food pub located in the city centre near Raja Indian Cuisine. It is not kids friendly.'
'name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Phoenix is a moderately priced fast food pub located in the city centre near Raja Indian Cuisine. It is kid friendly.'
'name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Phoenix is a moderately priced fast food pub near Raja Indian Cuisine in riverside. It is not kid friendly.'
'name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Phoenix is a moderately priced fast food pub in the riverside area near Raja Indian Cuisine. It is kid friendly.'
'name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]'	'The Phoenix is a pub providing fast food in the moderate price range. It is located in the riverside area near Café Sicilia. It is kids friendly and has a customer rating of 3 out of 5.'
'name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Phoenix is a children friendly fast food pub in riverside near Raja Indian Cuisine with a price range of more than £30.'
'name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[no], near[Café Sicilia]'	'The Phoenix is a pub providing fast food in the more than £30 price range. It is located in the city centre. It is near Café Sicilia. Its customer rating is high.'
'name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[Café Sicilia]'	'The Phoenix is a pub providing fast food in the more than £30 price range. It is located in the city centre. It is near the Café Sicilia. Its customer rating is high.'
'name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[Café Sicilia]'	'The Phoenix is a pub providing fast food in the more than £30 price range. It is located in the riverside area. It is near Café Sicilia. Its customer rating is high.'
'name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Café Sicilia]'	'The Phoenix is a fast food pub near Café Sicilia in riverside. It is children friendly and has a price range of more than £30.'
'name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Phoenix is a kid friendly french pub near Raja Indian Cuisine in the riverside area with a price range of £20-25.'
'name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]'	'The Phoenix is a french pub near Café Sicilia in the city centre. It is not kid friendly and has a customer rating of 3 out of 5.'
