'name[Blue Spice], eatType[coffee shop], area[city centre]'	'Blue Spice is a coffee shop in the city centre.'
'name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[All Bar One]'	'The Cricketers provides chinese food in the moderate price range. It is located in the riverside. It has a customer rating of 3 out of 5 and is near All Bar One.'
'name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[no], near[All Bar One]'	'The Cricketers provides chinese food in the more than £30 price range in the city centre. It is near All Bar One. Its customer rating is high.'
'name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[All Bar One]'	'The Cricketers provides chinese food in the more than £30 price range. It is near All Bar One in the city centre. Its customer rating is high.'
'name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[All Bar One]'	'The Cricketers provides chinese food in the more than £30 price range. It is located in the riverside and is near All Bar One. Its customer rating is high.'
'name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[All Bar One]'	'The Cricketers provides chinese food in the more than £30 price range. It is located in the riverside. It is near All Bar One. It has a high customer rating.'
'name[The Cricketers], eatType[restaurant], food[English], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[All Bar One]'	'The Cricketers is a highly rated english restaurant located in the city centre near All Bar One. It is not kid friendly and has a price range of £20-25.'
'name[The Cricketers], eatType[restaurant], food[English], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[All Bar One]'	'The Cricketers is an english restaurant located in the city centre near All Bar One. It has a high customer rating and is kid friendly.'
'name[The Cricketers], eatType[restaurant], food[English], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[All Bar One]'	'The Cricketers is an english restaurant near All Bar One in the riverside area. It has a high customer rating and a price range of £20-25 and is not children friendly.'
'name[The Cricketers], eatType[restaurant], food[English], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[All Bar One]'	'The Cricketers is a family friendly english restaurant near All Bar One in the riverside area. It has a high customer rating and a price range of £20-25.'
'name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Café Rouge]'	'The Cricketers is a cheap english restaurant located in the city centre near Café Rouge. It is not family-friendly and has a customer rating of 5 out of 5.'
'name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Café Rouge]'	'The Cricketers is a cheap, family-friendly english restaurant near Café Rouge in the city centre with a customer rating of 5 out of 5.'
'name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Café Rouge]'	'The Cricketers is a cheap english restaurant in the riverside area near Café Rouge. It is not family-friendly and has a customer rating of 5 out of 5.'
'name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Café Rouge]'	'The Cricketers is a cheap family friendly english restaurant near Café Rouge in the riverside area. It has a customer rating of 5 out of 5.'
'name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no], near[Café Rouge]'	'The Cricketers is a cheap english restaurant located in the city centre near Café Rouge. It has an average customer rating and is not family-friendly.'
'name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[yes], near[Café Rouge]'	'The Cricketers is a cheap english restaurant located in the city centre near Café Rouge. It has an average customer rating and is family-friendly.'
'name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no], near[Café Rouge]'	'The Cricketers is a cheap english restaurant near Café Rouge in the riverside area. It is not family-friendly and has an average customer rating.'
'name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[Café Rouge]'	'The Cricketers is a cheap family friendly english restaurant with an average customer rating. It is located in the riverside area near Café Rouge.'
'name[The Cricketers], eatType[restaurant], food[English], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Café Rouge]'	'The Cricketers is a high priced english restaurant located in the city centre near Café Rouge. It has a customer rating of 1 out of 5 and is not children friendly.'
'name[The Cricketers], eatType[restaurant], food[English], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Café Rouge]'	'The Cricketers is a child friendly english restaurant located in the city centre near Café Rouge. It has a high price range and a customer rating of 1 out of 5.'
'name[The Cricketers], eatType[restaurant], food[English], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Café Rouge]'	'The Cricketers is an english restaurant located in the riverside area near Café Rouge. It is not children friendly and has a high price range and a customer rating of 1 out of 5.'
'name[The Cricketers], eatType[restaurant], food[English], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Café Rouge]'	'The Cricketers is a child friendly english restaurant near Café Rouge in the riverside area with a high price range and a customer rating of 1 out of 5.'
'name[The Cricketers], eatType[restaurant], food[English], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[Café Rouge]'	'The Cricketers is a high priced english restaurant located in the city centre near Café Rouge. It has an average customer rating and is not children friendly.'
'name[The Cricketers], eatType[restaurant], food[English], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes], near[Café Rouge]'	'Near Café Rouge in the city centre is a high priced english restaurant called The Cricketers. It has an average customer rating and is children friendly.'
'name[The Cricketers], eatType[restaurant], food[English], priceRange[high], customer rating[average], area[riverside], familyFriendly[no], near[Café Rouge]'	'The Cricketers is an english restaurant near Café Rouge in the riverside area. It is not children friendly and has a high price range and an average customer rating.'
'name[The Mill], eatType[pub], food[English], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Mill is a child friendly pub that serves english food in the high price range. It is located in the riverside area near Raja Indian Cuisine.'
'name[The Mill], eatType[pub], food[English], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Mill is a cheap english pub located in the city centre near Raja Indian Cuisine. It is not family-friendly.'
'name[The Mill], eatType[pub], food[English], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Mill is a family-friendly english pub near Raja Indian Cuisine in the city centre with a price range of less than £20.'
'name[The Mill], eatType[pub], food[English], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Mill is a cheap english pub near Raja Indian Cuisine in the riverside area. It is not family-friendly.'
'name[The Mill], eatType[pub], food[English], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Mill is a family friendly english pub near Raja Indian Cuisine in the riverside area with a price range of less than £20.'
'name[The Mill], eatType[pub], food[English], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Mill is a moderately priced english pub near Raja Indian Cuisine in the city centre. It is not kids friendly.'
'name[The Mill], eatType[pub], food[English], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Mill is a kid friendly pub that serves english food in the moderate price range. It is located in the city centre near Raja Indian Cuisine.'
'name[The Mill], eatType[pub], food[English], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Mill is a moderately priced english pub near Raja Indian Cuisine in the riverside area. It is not kid friendly.'
'name[The Mill], eatType[pub], food[English], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Mill is a kid friendly pub in the riverside area near Raja Indian Cuisine. It serves english food and has a moderate price range.'
'name[The Mill], eatType[pub], food[English], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Mill is an english pub near Raja Indian Cuisine in the riverside area. It is child friendly and has a price range of more than £30.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Mill is a kid friendly fast food pub near Raja Indian Cuisine in the riverside area with a price range of £20-25.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Café Rouge]'	'The Mill is a fast food restaurant located in the city centre near Café Rouge. It has a high customer rating and is not kid friendly.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[Café Rouge]'	'The Mill is a family-friendly fast food pub near Café Rouge in the city centre. It has a high customer rating and a price range of £20-25.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Café Rouge]'	'The Mill is a fast food pub near Café Rouge in the riverside area with a high customer rating with a price range of £20-25 and is not kid friendly.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Café Rouge]'	'The Mill is a fast food pub near Café Rouge in the riverside area. It has a high customer rating and is kid friendly and has a price range of £20-25.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Café Sicilia]'	'The Mill is a fast food pub near Café Sicilia in the riverside area. It has a high customer rating and is kid friendly and has a price range of £20-25.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Mill is a cheap family friendly fast food pub near Raja Indian Cuisine in the riverside area.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]'	'The Mill is a cheap fast food restaurant located in the city centre near Café Sicilia. It is not family-friendly and has a customer rating of 5 out of 5.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Café Sicilia]'	'The Mill is a cheap family friendly fast food pub located in the city centre near Café Sicilia. It has a customer rating of 5 out of 5.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Café Sicilia]'	'The Mill is a cheap fast food pub with a customer rating of 5 out of 5. It is not family-friendly and is located in the riverside area near Café Sicilia.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]'	'The Mill is a cheap family friendly fast food pub in the riverside area near Café Sicilia. It has a customer rating of 5 out of 5.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no], near[Café Sicilia]'	'The Mill is a cheap fast food pub located in the city centre near Café Sicilia. It has an average customer rating and is not family-friendly.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[yes], near[Café Sicilia]'	'The Mill is a cheap fast food pub near Café Sicilia in the city centre. It has an average customer rating and is family-friendly.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no], near[Café Sicilia]'	'The Mill is a cheap fast food pub near Café Sicilia in the riverside area. It is not family-friendly and has an average customer rating.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[Café Sicilia]'	'The Mill is a cheap family friendly fast food pub near Café Sicilia in the riverside area.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]'	'The Mill is a high priced fast food pub with a customer rating of 1 out of 5. It is located in the city centre near Café Sicilia and is not children friendly.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Café Sicilia]'	'The Mill is a child friendly fast food pub with a high price range with a customer rating of 1 out of 5. It is located in the city centre near Café Sicilia.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Café Sicilia]'	'The Mill is a high priced fast food pub with a customer rating of 1 out of 5. It is not children friendly and is located in the riverside area near Café Sicilia.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]'	'The Mill is a children friendly fast food pub with a high price range with a customer rating of 1 out of 5. It is located in the riverside area near Café Sicilia.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[Café Sicilia]'	'The Mill is a fast food pub near Café Sicilia in the city centre. It has an average customer rating and a high price range and is not children friendly.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes], near[Café Sicilia]'	'The Mill is a family-friendly fast food pub near Café Sicilia in the city centre. It has an average customer rating and a high price range.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[average], area[riverside], familyFriendly[no], near[Café Sicilia]'	'The Mill is a fast food pub near Café Sicilia in the riverside area. It is not children friendly and has an average customer rating and a high price range.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[Café Sicilia]'	'The Mill is a fast food pub near Café Sicilia in the riverside area. It is children friendly and has an average customer rating and a high price range.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Café Sicilia]'	'The Mill is a cheap fast food pub located in the city centre near Café Sicilia. It is not family-friendly and has a low customer rating.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Café Sicilia]'	'The Mill is a family-friendly fast food pub with a price range of less than £20. It is located in the city centre near Café Sicilia. Its customer rating is low.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Café Sicilia]'	'The Mill is a non family-friendly fast food pub with a price range of less than £20. It is located in the riverside area near Café Sicilia and has a low customer rating.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Café Sicilia]'	'The Mill is a family friendly fast food pub with a price range of less than £20. It is located in the riverside area near Café Sicilia and has a low customer rating.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]'	'The Mill is a moderately priced fast food pub with a customer rating of 1 out of 5. It is located in the city centre near Café Sicilia.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Café Sicilia]'	'The Mill is a kid friendly fast food pub with a moderate price range with a customer rating of 1 out of 5. It is located in the city centre near Café Sicilia.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Café Sicilia]'	'The Mill is a moderately priced fast food pub with a customer rating of 1 out of 5. It is located in the riverside area near Café Sicilia and is not kid friendly.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]'	'The Mill is a kid friendly fast food pub near Café Sicilia in the riverside area with a moderate price range and a 1 out of 5 customer rating.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]'	'The Mill is a moderately priced fast food restaurant located in the city centre near Café Sicilia. It is not kid friendly and has a customer rating of 3 out of 5.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Café Sicilia]'	'The Mill is a kid friendly fast food pub located in the city centre near Café Sicilia. It has a moderate price range and a 3 out of 5 customer rating.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Café Sicilia]'	'The Mill is a moderately priced fast food pub near Café Sicilia in the riverside area. It is not kid friendly and has a customer rating of 3 out of 5.'
'name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]'	'The Mill is a kid friendly fast food pub near Café Sicilia in the riverside area with a moderate price range and a 3 out of 5 customer rating.'
'name[The Mill], eatType[restaurant], food[English], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Mill is a child friendly english restaurant near Raja Indian Cuisine in the riverside area with a high price range.'
'name[The Mill], eatType[restaurant], food[English], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[Café Rouge]'	'The Mill is an english restaurant with a high price range. It is located in the riverside area near Café Rouge. It has an average customer rating and is children friendly.'
'name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Mill is a cheap english restaurant located in the city centre near Raja Indian Cuisine. It is not family-friendly.'
'name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Mill is a family-friendly restaurant located near Raja Indian Cuisine in the city centre.'
'name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Mill is a cheap english restaurant near Raja Indian Cuisine in the riverside area. It is not family-friendly.'
'name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Mill is a family friendly english restaurant near Raja Indian Cuisine in the riverside area with a price range of less than £20.'
'name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Café Rouge]'	'The Mill is a cheap english restaurant located in the city centre near Café Rouge. It is not family-friendly and has a low customer rating.'
'name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Café Rouge]'	'The Mill is a family-friendly restaurant providing english food in the less than £20 price range. It is located in the city centre near Café Rouge. Its customer rating is low.'
'name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Café Rouge]'	'The Mill is a cheap english restaurant with a low customer rating. It is not family-friendly and is located near Café Rouge in the riverside area.'
'name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Café Rouge]'	'The Mill is a family friendly english restaurant with a price range of less than £20. It is located in the riverside area near Café Rouge and has a low customer rating.'
'name[The Mill], eatType[restaurant], food[English], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Mill is a moderately priced english restaurant located in the city centre near Raja Indian Cuisine. It is not kid friendly.'
'name[The Mill], eatType[restaurant], food[English], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Mill is a family-friendly restaurant located near Raja Indian Cuisine in the city centre.'
'name[The Mill], eatType[restaurant], food[English], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Mill is a moderately priced english restaurant near Raja Indian Cuisine in the riverside area. It is not kid friendly.'
'name[The Mill], eatType[restaurant], food[English], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Mill is a moderately priced family friendly restaurant located near Raja Indian Cuisine.'
'name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Café Rouge]'	'The Mill is a moderately priced english restaurant located in the city centre near Café Rouge. It is not kid friendly and has a customer rating of 1 out of 5.'
'name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Café Rouge]'	'The Mill is a family-friendly english restaurant located in the city centre near Café Rouge. It has a moderate price range and a customer rating of 1 out of 5.'
'name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Café Rouge]'	'The Mill is a moderately priced english restaurant in the riverside area near Café Rouge. It is not kid friendly and has a customer rating of 1 out of 5.'
'name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Café Rouge]'	'The Mill is a kid friendly english restaurant with a moderate price range with a customer rating of 1 out of 5. It is located in the riverside area near Café Rouge.'
'name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Café Rouge]'	'The Mill is a moderately priced english restaurant located in the city centre near Café Rouge. It is not kid friendly and has a customer rating of 3 out of 5.'
'name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Café Rouge]'	'The Mill is a kid friendly english restaurant with a moderate price range with a 3 out of 5 customer rating. It is located in the city centre near Café Rouge.'
'name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Café Rouge]'	'The Mill is a moderately priced english restaurant near Café Rouge in the riverside area. It is not kid friendly and has a customer rating of 3 out of 5.'
'name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Café Rouge]'	'The Mill is a kid friendly english restaurant with a moderate price range with a 3 out of 5 customer rating. It is located in the riverside area near Café Rouge.'
'name[The Mill], eatType[restaurant], food[English], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Mill is a child friendly english restaurant near Raja Indian Cuisine in the riverside area with a price range of more than £30.'
'name[The Mill], eatType[restaurant], food[English], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[no], near[Café Rouge]'	'The Mill is a highly rated english restaurant located in the city centre near Café Rouge. It is not children friendly and has a price range of more than £30.'
'name[The Mill], eatType[restaurant], food[English], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[Café Rouge]'	'The Mill is a child friendly english restaurant with a high customer rating. It is located in the city centre near Café Rouge.'
'name[The Mill], eatType[restaurant], food[English], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[Café Rouge]'	'The Mill is a highly rated english restaurant near Café Rouge in the riverside area. It is not children friendly and has a price range of more than £30.'
'name[The Mill], eatType[restaurant], food[English], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Café Rouge]'	'The Mill is a child friendly english restaurant near Café Rouge in the riverside area with a high customer rating with a price range of more than £30.'
'name[The Mill], eatType[restaurant], food[Fast food], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Mill is a kid friendly fast food restaurant near Raja Indian Cuisine in the riverside area with a price range of £20-25.'
'name[The Mill], eatType[restaurant], food[Fast food], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Mill is a cheap family friendly fast food restaurant near Raja Indian Cuisine in the riverside area.'
'name[The Phoenix], eatType[pub], food[Fast food], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Phoenix is a cheap family friendly fast food pub near Raja Indian Cuisine in the riverside area.'
'name[The Phoenix], eatType[pub], food[Fast food], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Phoenix is a high priced fast food pub located in the city centre near Raja Indian Cuisine. It is not children friendly.'
'name[The Phoenix], eatType[pub], food[Fast food], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Phoenix is a child friendly fast food pub near Raja Indian Cuisine in the city centre with a high price range.'
'name[The Phoenix], eatType[pub], food[Fast food], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Phoenix is a high priced fast food pub near Raja Indian Cuisine in the riverside area. It is not children friendly.'
'name[The Phoenix], eatType[pub], food[Fast food], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Phoenix is a child friendly fast food pub near Raja Indian Cuisine in the riverside area with a high price range.'
'name[The Phoenix], eatType[pub], food[Fast food], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Phoenix is a cheap fast food pub near Raja Indian Cuisine in the city centre. It is not family-friendly.'
'name[The Phoenix], eatType[pub], food[Fast food], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Phoenix is a family-friendly fast food pub near Raja Indian Cuisine in the city centre with a price range of less than £20.'
'name[The Phoenix], eatType[pub], food[Fast food], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Phoenix is a cheap fast food pub near Raja Indian Cuisine in the riverside area. It is not family-friendly.'
'name[The Phoenix], eatType[pub], food[Fast food], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Phoenix is a family friendly fast food pub near Raja Indian Cuisine in the riverside area with a price range of less than £20.'
'name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]'	'The Phoenix is a moderately priced fast food pub near Raja Indian Cuisine in the city centre. It is not kid friendly.'
'name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Phoenix is a kid friendly fast food pub near Raja Indian Cuisine in the city centre with a moderate price range.'
'name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]'	'The Phoenix is a moderately priced fast food pub near Raja Indian Cuisine in the riverside area. It is not kid friendly.'
'name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Phoenix is a kid friendly fast food pub near Raja Indian Cuisine in the riverside area with a moderate price range.'
'name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]'	'The Phoenix is a kid friendly fast food pub near Café Sicilia in the riverside area with a moderate price range and a 3 out of 5 customer rating.'
'name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Phoenix is a child friendly fast food pub near Raja Indian Cuisine in the riverside area with a price range of more than £30.'
'name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[no], near[Café Sicilia]'	'The Phoenix is a fast food restaurant located in the city centre near Café Sicilia. It has a high customer rating and is not children friendly.'
'name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[Café Sicilia]'	'The Phoenix is a child friendly fast food pub with a high customer rating. It is located in the city centre near Café Sicilia and has a price range of more than £30.'
'name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[Café Sicilia]'	'The Phoenix is a fast food pub with a price range of more than £30. It is not children friendly and has a high customer rating. It is located in the riverside area near Café Sicilia.'
'name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Café Sicilia]'	'The Phoenix is a child friendly fast food pub with a high customer rating with a price range of more than £30 near the riverside near Café Sicilia.'
'name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]'	'The Phoenix is a kid friendly french pub in the riverside area near Raja Indian Cuisine with a price range of £20-25.'
'name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]'	'The Phoenix is a french pub located in the city centre near Café Sicilia. It has a customer rating of 3 out of 5 and is not kid friendly.'
'name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Café Sicilia]'	'The Phoenix is a family-friendly french pub located in the city centre near Café Sicilia. It has a 3 out of 5 customer rating and a price range of £20-25.'
