src	sys_out	BLEU	sentBLEU	NIST	METEOR	ROUGE_L	CIDEr
name[The Mill], eatType[pub], food[English], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a child friendly pub that serves english food in the high price range. It is located in the riverside area near Raja Indian Cuisine.	0.7230	0.7326	6.7061	0.4695	0.7992	1.9056
name[The Mill], eatType[pub], food[English], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Mill is a cheap english pub located in the city centre near Raja Indian Cuisine. It is not family-friendly.	0.6635	0.6812	5.5654	0.3945	0.5971	1.3131
name[The Mill], eatType[pub], food[English], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a family-friendly english pub near Raja Indian Cuisine in the city centre with a price range of less than £20.	0.7727	0.7832	4.6295	0.4586	0.7217	1.5757
name[The Mill], eatType[pub], food[English], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Mill is a cheap english pub near Raja Indian Cuisine in the riverside area. It is not family-friendly.	0.6121	0.6364	5.9834	0.4994	0.7368	2.2047
name[The Mill], eatType[pub], food[English], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a family friendly english pub near Raja Indian Cuisine in the riverside area with a price range of less than £20.	0.8363	0.8437	6.7969	0.4709	0.6508	1.3048
name[The Mill], eatType[pub], food[English], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Mill is a moderately priced english pub near Raja Indian Cuisine in the city centre. It is not kids friendly.	0.6507	0.6583	4.6675	0.4531	0.7933	0.9499
name[The Mill], eatType[pub], food[English], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a kid friendly pub that serves english food in the moderate price range. It is located in the city centre near Raja Indian Cuisine.	0.6090	0.6252	5.2421	0.4409	0.6394	1.5297
name[The Mill], eatType[pub], food[English], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Mill is a moderately priced english pub near Raja Indian Cuisine in the riverside area. It is not kid friendly.	0.4774	0.5102	5.2656	0.4259	0.5571	1.7072
name[The Mill], eatType[pub], food[English], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a kid friendly pub in the riverside area near Raja Indian Cuisine. It serves english food and has a moderate price range.	0.8165	0.8242	7.5488	0.4755	0.6376	2.0010
name[The Mill], eatType[pub], food[English], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is an english pub near Raja Indian Cuisine in the riverside area. It is child friendly and has a price range of more than £30.	0.5643	0.5823	5.3909	0.4153	0.5966	1.7153
name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a kid friendly fast food pub near Raja Indian Cuisine in the riverside area with a price range of £20-25.	0.6010	0.6200	5.7025	0.4610	0.5560	2.1343
name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Café Rouge]	The Mill is a fast food restaurant located in the city centre near Café Rouge. It has a high customer rating and is not kid friendly.	0.8242	0.8313	5.3838	0.3680	0.6387	1.1825
name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[Café Rouge]	The Mill is a family-friendly fast food pub near Café Rouge in the city centre. It has a high customer rating and a price range of £20-25.	0.7381	0.7463	5.8990	0.4923	0.7143	2.6377
name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Café Rouge]	The Mill is a fast food pub near Café Rouge in the riverside area with a high customer rating with a price range of £20-25 and is not kid friendly.	0.3142	0.3407	3.3593	0.3223	0.4671	0.4819
name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Café Rouge]	The Mill is a fast food pub near Café Rouge in the riverside area. It has a high customer rating and is kid friendly and has a price range of £20-25.	0.4880	0.5094	6.1451	0.4064	0.4776	1.1679
name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is a fast food pub near Café Sicilia in the riverside area. It has a high customer rating and is kid friendly and has a price range of £20-25.	0.0000	0.0793	1.8254	0.2001	0.2646	0.6367
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a cheap family friendly fast food pub near Raja Indian Cuisine in the riverside area.	0.2134	0.2785	3.9947	0.3785	0.3889	1.6617
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]	The Mill is a cheap fast food restaurant located in the city centre near Café Sicilia. It is not family-friendly and has a customer rating of 5 out of 5.	0.6930	0.7045	6.3438	0.4635	0.7881	1.6364
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Mill is a cheap family friendly fast food pub located in the city centre near Café Sicilia. It has a customer rating of 5 out of 5.	0.7591	0.7683	6.3546	0.4872	0.7297	3.1139
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Café Sicilia]	The Mill is a cheap fast food pub with a customer rating of 5 out of 5. It is not family-friendly and is located in the riverside area near Café Sicilia.	0.6763	0.6881	6.3832	0.4097	0.4838	1.9197
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is a cheap family friendly fast food pub in the riverside area near Café Sicilia. It has a customer rating of 5 out of 5.	0.4935	0.5145	6.2651	0.3917	0.7135	1.0399
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no], near[Café Sicilia]	The Mill is a cheap fast food pub located in the city centre near Café Sicilia. It has an average customer rating and is not family-friendly.	0.7497	0.7599	7.0168	0.4623	0.8037	1.6620
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Mill is a cheap fast food pub near Café Sicilia in the city centre. It has an average customer rating and is family-friendly.	0.5497	0.5722	6.3053	0.4273	0.6215	2.3586
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no], near[Café Sicilia]	The Mill is a cheap fast food pub near Café Sicilia in the riverside area. It is not family-friendly and has an average customer rating.	0.6098	0.6282	6.1173	0.4448	0.6000	3.0757
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is a cheap family friendly fast food pub near Café Sicilia in the riverside area.	0.7542	0.7708	3.0849	0.3368	0.6184	0.7843
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]	The Mill is a high priced fast food pub with a customer rating of 1 out of 5. It is located in the city centre near Café Sicilia and is not children friendly.	0.5682	0.5824	5.1978	0.5072	0.5343	2.3655
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Mill is a child friendly fast food pub with a high price range with a customer rating of 1 out of 5. It is located in the city centre near Café Sicilia.	0.5677	0.5830	5.8568	0.4774	0.5771	2.2393
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Café Sicilia]	The Mill is a high priced fast food pub with a customer rating of 1 out of 5. It is not children friendly and is located in the riverside area near Café Sicilia.	0.4856	0.5053	5.7134	0.4798	0.6100	1.1520
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is a children friendly fast food pub with a high price range with a customer rating of 1 out of 5. It is located in the riverside area near Café Sicilia.	0.5988	0.6124	6.0535	0.4450	0.5950	1.0357
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[Café Sicilia]	The Mill is a fast food pub near Café Sicilia in the city centre. It has an average customer rating and a high price range and is not children friendly.	0.5741	0.5912	6.7998	0.4255	0.6297	1.6283
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Mill is a family-friendly fast food pub near Café Sicilia in the city centre. It has an average customer rating and a high price range.	0.4288	0.4535	6.1552	0.3987	0.5539	1.5961
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[average], area[riverside], familyFriendly[no], near[Café Sicilia]	The Mill is a fast food pub near Café Sicilia in the riverside area. It is not children friendly and has an average customer rating and a high price range.	0.4328	0.4557	4.7978	0.5154	0.5893	1.1916
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is a fast food pub near Café Sicilia in the riverside area. It is children friendly and has an average customer rating and a high price range.	0.5470	0.5671	6.7673	0.4209	0.6142	1.2498
name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Café Sicilia]	The Mill is a cheap fast food pub located in the city centre near Café Sicilia. It is not family-friendly and has a low customer rating.	0.8445	0.8507	6.1719	0.4538	0.7523	2.3652
name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Mill is a family-friendly fast food pub with a price range of less than £20. It is located in the city centre near Café Sicilia. Its customer rating is low.	0.6033	0.6172	6.2250	0.4732	0.7085	2.6578
name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Café Sicilia]	The Mill is a non family-friendly fast food pub with a price range of less than £20. It is located in the riverside area near Café Sicilia and has a low customer rating.	0.5036	0.5234	6.5722	0.4153	0.6578	0.8487
name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is a family friendly fast food pub with a price range of less than £20. It is located in the riverside area near Café Sicilia and has a low customer rating.	0.6213	0.6346	6.6205	0.4434	0.6826	1.1822
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]	The Mill is a moderately priced fast food pub with a customer rating of 1 out of 5. It is located in the city centre near Café Sicilia.	0.9155	0.9186	5.9096	0.4855	0.5602	2.3101
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Mill is a kid friendly fast food pub with a moderate price range with a customer rating of 1 out of 5. It is located in the city centre near Café Sicilia.	0.6739	0.6846	5.8462	0.4805	0.7216	1.3229
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Café Sicilia]	The Mill is a moderately priced fast food pub with a customer rating of 1 out of 5. It is located in the riverside area near Café Sicilia and is not kid friendly.	0.6448	0.6567	6.5060	0.4204	0.6581	1.3578
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is a kid friendly fast food pub near Café Sicilia in the riverside area with a moderate price range and a 1 out of 5 customer rating.	0.4384	0.4644	5.6886	0.4253	0.5244	0.9757
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]	The Mill is a moderately priced fast food restaurant located in the city centre near Café Sicilia. It is not kid friendly and has a customer rating of 3 out of 5.	0.6780	0.6888	6.2232	0.4658	0.7335	1.7683
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Mill is a kid friendly fast food pub located in the city centre near Café Sicilia. It has a moderate price range and a 3 out of 5 customer rating.	0.5752	0.5897	5.2511	0.4138	0.6689	2.0213
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Café Sicilia]	The Mill is a moderately priced fast food pub near Café Sicilia in the riverside area. It is not kid friendly and has a customer rating of 3 out of 5.	0.5726	0.5890	6.3059	0.4447	0.5161	2.5307
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is a kid friendly fast food pub near Café Sicilia in the riverside area with a moderate price range and a 3 out of 5 customer rating.	0.2578	0.2809	4.0939	0.3193	0.5200	1.0712
name[The Mill], eatType[restaurant], food[English], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a child friendly english restaurant near Raja Indian Cuisine in the riverside area with a high price range.	0.7177	0.7305	6.8245	0.4410	0.7360	1.5804
name[The Mill], eatType[restaurant], food[English], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[Café Rouge]	The Mill is an english restaurant with a high price range. It is located in the riverside area near Café Rouge. It has an average customer rating and is children friendly.	0.6965	0.7071	6.8388	0.4600	0.5037	2.1954
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Mill is a cheap english restaurant located in the city centre near Raja Indian Cuisine. It is not family-friendly.	0.6635	0.6812	5.5654	0.3945	0.5971	1.3314
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a family-friendly restaurant located near Raja Indian Cuisine in the city centre.	0.4972	0.5079	0.9497	0.4128	0.7551	0.7635
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Mill is a cheap english restaurant near Raja Indian Cuisine in the riverside area. It is not family-friendly.	0.6121	0.6364	5.9834	0.4994	0.7368	2.1984
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a family friendly english restaurant near Raja Indian Cuisine in the riverside area with a price range of less than £20.	0.8363	0.8437	6.7969	0.4709	0.6508	1.2987
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Café Rouge]	The Mill is a cheap english restaurant located in the city centre near Café Rouge. It is not family-friendly and has a low customer rating.	0.7132	0.7239	6.0577	0.4124	0.7200	2.5960
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Café Rouge]	The Mill is a family-friendly restaurant providing english food in the less than £20 price range. It is located in the city centre near Café Rouge. Its customer rating is low.	0.6129	0.6256	5.5757	0.4749	0.6555	2.1000
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Café Rouge]	The Mill is a cheap english restaurant with a low customer rating. It is not family-friendly and is located near Café Rouge in the riverside area.	0.6273	0.6426	6.2455	0.3815	0.6255	1.3357
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Café Rouge]	The Mill is a family friendly english restaurant with a price range of less than £20. It is located in the riverside area near Café Rouge and has a low customer rating.	0.7784	0.7855	6.6201	0.4618	0.6788	1.5032
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Mill is a moderately priced english restaurant located in the city centre near Raja Indian Cuisine. It is not kid friendly.	0.4809	0.4997	4.8263	0.3961	0.5747	0.8751
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a family-friendly restaurant located near Raja Indian Cuisine in the city centre.	0.4596	0.4700	0.4229	0.3432	0.6514	0.4548
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Mill is a moderately priced english restaurant near Raja Indian Cuisine in the riverside area. It is not kid friendly.	0.4774	0.5102	5.2656	0.4259	0.5571	1.7294
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a moderately priced family friendly restaurant located near Raja Indian Cuisine.	0.6195	0.6468	1.8041	0.4243	0.8225	0.6529
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Café Rouge]	The Mill is a moderately priced english restaurant located in the city centre near Café Rouge. It is not kid friendly and has a customer rating of 1 out of 5.	0.7959	0.8027	6.2868	0.4079	0.6828	2.0490
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Café Rouge]	The Mill is a family-friendly english restaurant located in the city centre near Café Rouge. It has a moderate price range and a customer rating of 1 out of 5.	0.5771	0.5924	5.7261	0.3871	0.5538	1.1717
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Café Rouge]	The Mill is a moderately priced english restaurant in the riverside area near Café Rouge. It is not kid friendly and has a customer rating of 1 out of 5.	0.6768	0.6871	5.8501	0.4131	0.6180	2.8458
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Café Rouge]	The Mill is a kid friendly english restaurant with a moderate price range with a customer rating of 1 out of 5. It is located in the riverside area near Café Rouge.	0.5948	0.6041	6.7999	0.4158	0.5573	1.3386
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Café Rouge]	The Mill is a moderately priced english restaurant located in the city centre near Café Rouge. It is not kid friendly and has a customer rating of 3 out of 5.	0.5223	0.5398	5.2004	0.3541	0.5396	1.3903
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Café Rouge]	The Mill is a kid friendly english restaurant with a moderate price range with a 3 out of 5 customer rating. It is located in the city centre near Café Rouge.	0.5252	0.5436	5.6808	0.4133	0.5261	2.6001
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Café Rouge]	The Mill is a moderately priced english restaurant near Café Rouge in the riverside area. It is not kid friendly and has a customer rating of 3 out of 5.	0.6107	0.6251	6.7030	0.4353	0.6667	2.4766
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Café Rouge]	The Mill is a kid friendly english restaurant with a moderate price range with a 3 out of 5 customer rating. It is located in the riverside area near Café Rouge.	0.6769	0.6882	6.2917	0.4275	0.6894	1.9419
name[The Mill], eatType[restaurant], food[English], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a child friendly english restaurant near Raja Indian Cuisine in the riverside area with a price range of more than £30.	0.5128	0.5347	4.9086	0.4001	0.5977	1.5784
name[The Mill], eatType[restaurant], food[English], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[no], near[Café Rouge]	The Mill is a highly rated english restaurant located in the city centre near Café Rouge. It is not children friendly and has a price range of more than £30.	0.5097	0.5287	4.7840	0.3863	0.4575	1.3352
name[The Mill], eatType[restaurant], food[English], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[Café Rouge]	The Mill is a child friendly english restaurant with a high customer rating. It is located in the city centre near Café Rouge.	0.6237	0.6373	6.5417	0.3662	0.5790	1.3101
name[The Mill], eatType[restaurant], food[English], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[Café Rouge]	The Mill is a highly rated english restaurant near Café Rouge in the riverside area. It is not children friendly and has a price range of more than £30.	0.5598	0.5787	6.5839	0.3384	0.5230	1.7307
name[The Mill], eatType[restaurant], food[English], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Café Rouge]	The Mill is a child friendly english restaurant near Café Rouge in the riverside area with a high customer rating with a price range of more than £30.	0.6549	0.6684	5.8327	0.4450	0.7883	1.7587
name[The Mill], eatType[restaurant], food[Fast food], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a kid friendly fast food restaurant near Raja Indian Cuisine in the riverside area with a price range of £20-25.	0.6010	0.6200	5.7025	0.4610	0.5560	2.1409
name[The Mill], eatType[restaurant], food[Fast food], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a cheap family friendly fast food restaurant near Raja Indian Cuisine in the riverside area.	0.2134	0.2785	3.9947	0.3785	0.3889	1.6567
name[The Phoenix], eatType[pub], food[Fast food], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a cheap family friendly fast food pub near Raja Indian Cuisine in the riverside area.	0.7206	0.7384	5.3428	0.4461	0.6366	2.2097
name[The Phoenix], eatType[pub], food[Fast food], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix is a high priced fast food pub located in the city centre near Raja Indian Cuisine. It is not children friendly.	0.5369	0.5502	4.4821	0.4410	0.5395	1.0728
name[The Phoenix], eatType[pub], food[Fast food], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a child friendly fast food pub near Raja Indian Cuisine in the city centre with a high price range.	0.5912	0.6060	4.7497	0.5000	0.6310	2.7586
name[The Phoenix], eatType[pub], food[Fast food], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix is a high priced fast food pub near Raja Indian Cuisine in the riverside area. It is not children friendly.	0.3722	0.3984	5.3554	0.4460	0.6402	1.2168
name[The Phoenix], eatType[pub], food[Fast food], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a child friendly fast food pub near Raja Indian Cuisine in the riverside area with a high price range.	0.7017	0.7187	7.2468	0.4904	0.7638	1.8530
name[The Phoenix], eatType[pub], food[Fast food], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix is a cheap fast food pub near Raja Indian Cuisine in the city centre. It is not family-friendly.	0.5883	0.6034	4.5502	0.4321	0.6372	1.1937
name[The Phoenix], eatType[pub], food[Fast food], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a family-friendly fast food pub near Raja Indian Cuisine in the city centre with a price range of less than £20.	0.4848	0.5060	4.5563	0.4634	0.6724	1.5798
name[The Phoenix], eatType[pub], food[Fast food], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix is a cheap fast food pub near Raja Indian Cuisine in the riverside area. It is not family-friendly.	0.5387	0.5700	5.8351	0.4264	0.6000	1.4312
name[The Phoenix], eatType[pub], food[Fast food], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a family friendly fast food pub near Raja Indian Cuisine in the riverside area with a price range of less than £20.	0.5285	0.5513	6.7425	0.4241	0.6175	0.6912
name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix is a moderately priced fast food pub near Raja Indian Cuisine in the city centre. It is not kid friendly.	0.7071	0.7211	5.4185	0.4205	0.6318	1.3593
name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a kid friendly fast food pub near Raja Indian Cuisine in the city centre with a moderate price range.	0.6616	0.6772	5.8790	0.4904	0.5755	2.8568
name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix is a moderately priced fast food pub near Raja Indian Cuisine in the riverside area. It is not kid friendly.	0.8343	0.8425	5.4711	0.4886	0.7572	2.4803
name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a kid friendly fast food pub near Raja Indian Cuisine in the riverside area with a moderate price range.	0.4200	0.4584	6.2128	0.4516	0.6851	1.3614
name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Phoenix is a kid friendly fast food pub near Café Sicilia in the riverside area with a moderate price range and a 3 out of 5 customer rating.	0.6030	0.6200	6.5657	0.4609	0.6259	1.6638
name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a child friendly fast food pub near Raja Indian Cuisine in the riverside area with a price range of more than £30.	0.7210	0.7270	5.7694	0.4984	0.8282	2.4821
name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[no], near[Café Sicilia]	The Phoenix is a fast food restaurant located in the city centre near Café Sicilia. It has a high customer rating and is not children friendly.	0.4840	0.4998	4.3093	0.3186	0.5994	1.0054
name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Phoenix is a child friendly fast food pub with a high customer rating. It is located in the city centre near Café Sicilia and has a price range of more than £30.	0.3415	0.3727	4.9952	0.4283	0.5701	1.0385
name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[Café Sicilia]	The Phoenix is a fast food pub with a price range of more than £30. It is not children friendly and has a high customer rating. It is located in the riverside area near Café Sicilia.	0.4034	0.4244	5.2697	0.4370	0.4248	1.3242
name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Phoenix is a child friendly fast food pub with a high customer rating with a price range of more than £30 near the riverside near Café Sicilia.	0.5434	0.5640	6.3036	0.4188	0.6312	1.0445
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a kid friendly french pub in the riverside area near Raja Indian Cuisine with a price range of £20-25.	0.8958	0.9004	6.5763	0.5110	0.8842	2.6006
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]	The Phoenix is a french pub located in the city centre near Café Sicilia. It has a customer rating of 3 out of 5 and is not kid friendly.	0.8450	0.8505	6.3382	0.3937	0.7375	1.6374
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Phoenix is a family-friendly french pub located in the city centre near Café Sicilia. It has a 3 out of 5 customer rating and a price range of £20-25.	0.4108	0.4331	5.6575	0.4030	0.6331	2.0773
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Café Sicilia]	The Phoenix is a french pub near Café Sicilia in the riverside area. It has a customer rating of 3 out of 5 and has a price range of £20-25. It is not kid friendly.	0.5546	0.5679	5.6291	0.4543	0.5833	1.7323
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Phoenix is a french pub near Café Sicilia in the riverside area. It has a customer rating of 3 out of 5 and has a price range of £20-25 and is child friendly.	0.5131	0.5277	4.6831	0.4745	0.6993	1.0771
