src	sys_out	BLEU	sentBLEU	NIST	METEOR	ROUGE_L	CIDEr
name[The Cricketers], eatType[restaurant], food[English], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Café Rouge]	The Cricketers is a child friendly english restaurant in the riverside area near Café Rouge. It has a customer rating of 1 out of 5 and a high price range.	0.7184	0.7289	6.6506	0.4774	0.6800	1.5803
name[The Cricketers], eatType[restaurant], food[English], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[Café Rouge]	The Cricketers is a high priced english restaurant in the city centre near Café Rouge. It has an average customer rating and is not child friendly.	0.7202	0.7322	6.5886	0.5921	0.8658	3.1864
name[The Cricketers], eatType[restaurant], food[English], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes], near[Café Rouge]	The Cricketers is a restaurant providing english food in the high price range. It is located in the city centre. It is near Café Rouge. Its customer rating is average and it is children friendly.	0.4684	0.4860	5.2709	0.4882	0.5116	1.3200
name[The Cricketers], eatType[restaurant], food[English], priceRange[high], customer rating[average], area[riverside], familyFriendly[no], near[Café Rouge]	The Cricketers is a restaurant providing english food in the high price range. It is located in the riverside area near the Café Rouge. It has an average customer rating and is not child friendly.	0.6141	0.6268	6.3368	0.4334	0.5262	0.9417
name[The Mill], eatType[pub], food[English], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a child friendly english pub in the riverside area near Raja Indian Cuisine. It has a high price range.	0.7011	0.7158	6.3700	0.4696	0.5588	1.7787
name[The Mill], eatType[pub], food[English], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Mill is a cheap english pub located in the city centre near Raja Indian Cuisine. It is not family-friendly.	0.6635	0.6812	5.5654	0.3945	0.5971	1.3131
name[The Mill], eatType[pub], food[English], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a family-friendly english pub in the city centre near Raja Indian Cuisine. It has a price range of less than £20.	0.7758	0.7855	6.1150	0.4552	0.7196	1.4983
name[The Mill], eatType[pub], food[English], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Mill is a cheap english pub near Raja Indian Cuisine in the riverside area. It is not family-friendly.	0.6121	0.6364	5.9834	0.4994	0.7368	2.2047
name[The Mill], eatType[pub], food[English], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a family friendly pub serving english food in the less than £20 price range. It is located in the riverside area near Raja Indian Cuisine.	0.6408	0.6547	6.6127	0.4302	0.6649	1.0179
name[The Mill], eatType[pub], food[English], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Mill is a moderately priced english pub in the city centre near Raja Indian Cuisine. It is not kids friendly.	0.5045	0.5213	4.5226	0.4054	0.6263	0.8281
name[The Mill], eatType[pub], food[English], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a moderately priced english pub in the city centre near Raja Indian Cuisine. It is kid friendly.	0.5797	0.6006	2.4420	0.4535	0.6314	1.4534
name[The Mill], eatType[pub], food[English], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Mill is a moderately priced english pub in the riverside area near Raja Indian Cuisine. It is not kids friendly.	0.6811	0.6978	5.7718	0.4261	0.6072	1.6804
name[The Mill], eatType[pub], food[English], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a kids friendly pub serving english food in the moderate price range. It is located in the riverside area near Raja Indian Cuisine.	0.6728	0.6866	6.4085	0.4585	0.7124	1.5265
name[The Mill], eatType[pub], food[English], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a child friendly pub serving english food in the more than £30 price range. It is located in the riverside area near Raja Indian Cuisine.	0.3981	0.4274	5.2700	0.4456	0.4723	1.5640
name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a kids friendly pub serving fast food in the £20-25 price range. It is located in the riverside area near Raja Indian Cuisine.	0.3921	0.4220	5.1799	0.4472	0.6394	2.0384
name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Café Rouge]	The Mill is a pub providing fast food in the £20-25 price range. It is near Café Rouge in the city centre. Its customer rating is high.	0.3748	0.4038	5.3851	0.3826	0.4668	0.9436
name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[Café Rouge]	The Mill is a pub providing fast food in the £20-25 price range. It is near Café Rouge in the city centre. Its customer rating is high.	0.4605	0.4817	5.1339	0.3771	0.5140	1.9153
name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Café Rouge]	The Mill is a fast food pub in the riverside area near the Café Rouge. It has a high customer rating and a price range of £20-25.	0.2559	0.2870	3.1134	0.3219	0.5572	0.7549
name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Café Rouge]	The Mill is a pub providing fast food in the £20-25 price range. It is located in the riverside area near the Café Rouge. It has a high customer rating and is child friendly.	0.5226	0.5391	6.5983	0.4350	0.5544	0.9772
name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is a pub providing fast food in the £20-25 price range. It is located in the riverside area near the Café Sicilia. It has a high customer rating and is child friendly.	0.0000	0.0752	1.6793	0.1807	0.2543	0.4176
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a cheap, family friendly pub serving fast food in the riverside area near Raja Indian Cuisine.	0.3038	0.3522	3.9279	0.3867	0.4889	1.7436
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]	The Mill is a cheap fast food pub located in the city centre near Café Sicilia. It has a customer rating of 5 out of 5 and is not family-friendly.	0.6912	0.7033	6.3751	0.4520	0.7771	1.5968
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Mill is a cheap, family-friendly pub in the city centre near Café Sicilia. It serves fast food and has a customer rating of 5 out of 5.	0.8188	0.8256	6.8628	0.4720	0.6932	3.2849
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Café Sicilia]	The Mill is a cheap fast food pub in the riverside area near Café Sicilia. It has a customer rating of 5 out of 5 and is not family-friendly.	0.5832	0.5991	6.1507	0.3965	0.6344	1.7817
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is a cheap, family-friendly pub that serves fast food. It is located in the riverside area near Café Sicilia and has a customer rating of 5 out of 5.	0.5612	0.5771	6.6862	0.4364	0.6699	0.7209
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no], near[Café Sicilia]	The Mill is a pub providing fast food in the cheap price range. It is located in the city centre. It is near Café Sicilia. It has an average customer rating and is not family-friendly.	0.4776	0.4939	5.2836	0.4410	0.6221	0.7212
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Mill is a cheap, family-friendly pub located in the city centre near Café Sicilia. It serves fast food and has an average customer rating.	0.6043	0.6219	6.4362	0.4604	0.5877	2.4380
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no], near[Café Sicilia]	The Mill is a cheap fast food pub near Café Sicilia in the riverside area. It has an average customer rating and is not family-friendly.	0.4972	0.5236	6.0814	0.4506	0.6400	3.0420
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is a cheap, family-friendly pub that serves fast food. It is located in the riverside area near Café Sicilia. It has an average customer rating.	0.5694	0.5868	7.1799	0.3852	0.5637	1.2378
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]	The Mill is a fast food pub near Café Sicilia in the city centre. It has a customer rating of 1 out of 5 and is not child friendly.	0.6651	0.6761	5.0968	0.4566	0.6873	2.0867
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Mill is a pub providing fast food in the high price range. It is located in the city centre. It is near Café Sicilia. It has a customer rating of 1 out of 5 and is children friendly.	0.4878	0.5003	5.6157	0.4650	0.6204	1.1988
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Café Sicilia]	The Mill is a fast food pub near Café Sicilia in the riverside area. It has a high price range and a customer rating of 1 out of 5.	0.5966	0.6125	6.1918	0.4182	0.6619	1.6238
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is a fast food pub in the riverside area near Café Sicilia. It has a customer rating of 1 out of 5 and is child friendly.	0.6500	0.6641	6.8790	0.4316	0.6542	1.5560
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[Café Sicilia]	The Mill is a fast food pub near Café Sicilia in the city centre. It has an average customer rating and is not child friendly.	0.6373	0.6545	6.3057	0.3941	0.5367	1.4198
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Mill is a child-friendly fast food pub in the city centre near Café Sicilia. It has an average customer rating and a high price range.	0.3528	0.3849	5.6831	0.3688	0.6267	1.2837
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[average], area[riverside], familyFriendly[no], near[Café Sicilia]	The Mill is a fast food pub near Café Sicilia in the riverside area. It has an average customer rating and is not child friendly.	0.4135	0.4374	5.0230	0.5090	0.5943	1.9149
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is a fast food pub near Café Sicilia in the riverside area. It has an average customer rating and is child friendly.	0.5167	0.5370	7.1125	0.4016	0.6091	1.1925
name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Café Sicilia]	The Mill is a pub providing fast food in the less than £20 price range. It is located in the city centre near the Café Sicilia. It has a low customer rating and is not family-friendly.	0.5748	0.5879	5.8187	0.4490	0.5781	1.2657
name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Mill is a family-friendly pub that serves fast food in the less than £20 price range. It is located in the city centre. It has a low customer rating and is near the Café Sicilia.	0.6162	0.6275	5.4097	0.4573	0.6943	1.5127
name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Café Sicilia]	The Mill is a fast food pub with a price range of less than £20. It is not family-friendly and has a low customer rating. It is located in the riverside area near Café Sicilia.	0.5897	0.6023	6.8050	0.4295	0.5518	0.7388
name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is a family friendly pub that serves fast food in the less than £20 price range. It is located in the riverside area near the Café Sicilia and has a low customer rating.	0.6150	0.6273	6.5183	0.4101	0.6657	0.8270
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]	The Mill is a moderately priced fast food pub located in the city centre near Café Sicilia. It has a customer rating of 1 out of 5 and is not kid friendly.	0.9344	0.9365	7.1040	0.5183	0.7107	3.3979
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Mill is a pub providing fast food in the moderate price range. It is located in the city centre near the Café Sicilia. It has a customer rating of 1 out of 5 and is kid friendly.	0.5281	0.5416	5.4320	0.4816	0.7443	0.5312
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Café Sicilia]	The Mill is a moderately priced fast food pub in the riverside area near Café Sicilia. It has a customer rating of 1 out of 5 and is not kid friendly.	0.7252	0.7353	6.8409	0.4085	0.7130	1.7434
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is a kid friendly pub that serves fast food in the moderate price range. It is located in the riverside area near Café Sicilia and has a customer rating of 1 out of 5.	0.6009	0.6144	6.4436	0.4409	0.7086	0.4900
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]	The Mill is a moderately priced fast food pub in the city centre near Café Sicilia. It is not kid friendly and has a customer rating of 3 out of 5.	0.6995	0.7100	6.3574	0.4959	0.7288	1.8272
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Mill is a pub providing fast food in the moderate price range. It is located in the city centre. It is near Café Sicilia. It has a customer rating of 3 out of 5 and is kid friendly.	0.4603	0.4753	4.8273	0.4373	0.5834	0.7573
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Café Sicilia]	The Mill is a moderately priced fast food pub in the riverside area near Café Sicilia. It has a customer rating of 3 out of 5 and is not kid friendly.	0.5942	0.6093	6.2736	0.4447	0.5618	2.5492
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is a kid friendly pub that serves fast food in the moderate price range. It is located in the riverside area near Café Sicilia and has a customer rating of 3 out of 5.	0.3826	0.4026	4.2158	0.3952	0.5744	1.5376
name[The Mill], eatType[restaurant], food[English], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a child friendly english restaurant in the riverside area near Raja Indian Cuisine. It has a high price range.	0.7011	0.7158	6.3700	0.4696	0.5588	1.7673
name[The Mill], eatType[restaurant], food[English], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[Café Rouge]	The Mill is an english restaurant located in the riverside area near the Café Rouge. It is child friendly and has an average customer rating and a high price range.	0.7904	0.7976	6.7553	0.4337	0.7333	2.4815
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Mill is a cheap english restaurant in the city centre near Raja Indian Cuisine. It is not family-friendly.	0.6436	0.6635	5.1497	0.3714	0.5618	1.2264
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a family-friendly english restaurant in the city centre near Raja Indian Cuisine. It has a price range of less than £20.	0.7758	0.7855	6.1150	0.4552	0.7196	1.4869
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Mill is a cheap english restaurant in the riverside area near Raja Indian Cuisine. It is not family-friendly.	0.8882	0.8941	6.6439	0.5704	0.9474	2.6833
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a family friendly restaurant located in the city centre near the Raja Indian Cuisine.	0.6775	0.6988	4.6032	0.4442	0.7218	1.4684
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Café Rouge]	The Mill is a cheap english restaurant in the city centre near Café Rouge. It is not family-friendly and has a low customer rating.	0.7300	0.7385	6.1061	0.4258	0.7320	2.5914
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Café Rouge]	The Mill is a family-friendly english restaurant in the city centre near Café Rouge. It has a low customer rating and a price range of less than £20.	0.6257	0.6400	5.6623	0.4123	0.6126	2.7568
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Café Rouge]	The Mill is a cheap english restaurant in the riverside area near Café Rouge. It is not family-friendly and has a low customer rating.	0.6893	0.7028	6.3704	0.3890	0.6667	1.3172
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Café Rouge]	The Mill is an english restaurant with a low customer rating. It is located in the riverside area near the Café Rouge. It is family friendly and has a price range of less than £20.	0.6758	0.6857	6.7470	0.4703	0.5545	1.0549
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Mill is a moderately priced english restaurant in the city centre near Raja Indian Cuisine. It is not kids friendly.	0.5045	0.5213	4.5226	0.4054	0.6263	0.8434
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a moderately priced english restaurant in the city centre near Raja Indian Cuisine. It is kid friendly.	0.5797	0.6006	2.4420	0.4535	0.6314	1.4558
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Mill is a moderately priced english restaurant in the riverside area near Raja Indian Cuisine. It is not kids friendly.	0.6811	0.6978	5.7718	0.4261	0.6072	1.7089
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a moderately priced english restaurant in the riverside area near Raja Indian Cuisine. It is kid friendly.	0.8150	0.8252	6.5115	0.3933	0.6195	1.5286
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Café Rouge]	The Mill is a moderately priced english restaurant in the city centre near Café Rouge. It is not kid friendly and has a customer rating of 1 out of 5.	0.8155	0.8218	6.0623	0.4106	0.6913	1.8640
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Café Rouge]	The Mill is a moderately priced english restaurant in the city centre near Café Rouge. It is kid friendly and has a customer rating of 1 out of 5.	0.6898	0.7020	6.3436	0.4330	0.6032	1.4418
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Café Rouge]	The Mill is a moderately priced english restaurant in the riverside area near Café Rouge. It is not kid friendly and has a customer rating of 1 out of 5.	0.6768	0.6871	5.8501	0.4131	0.6180	2.8458
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Café Rouge]	The Mill is a moderately priced english restaurant in the riverside area near the Café Rouge. It is kid friendly and has a customer rating of 1 out of 5.	0.6610	0.6744	7.0975	0.3960	0.5921	1.2831
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Café Rouge]	The Mill is a moderately priced english restaurant in the city centre near Café Rouge. It is not kid friendly and has a customer rating of 3 out of 5.	0.5032	0.5223	4.9283	0.3486	0.5463	1.2448
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Café Rouge]	The Mill is a moderately priced english restaurant in the city centre near Café Rouge. It is kid friendly and has a customer rating of 3 out of 5.	0.5518	0.5716	5.7928	0.3959	0.5964	2.6133
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Café Rouge]	The Mill is a moderately priced english restaurant in the riverside area near Café Rouge. It is not kid friendly and has a customer rating of 3 out of 5.	0.4922	0.5139	6.6120	0.4173	0.6000	2.2671
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Café Rouge]	The Mill is a moderately priced english restaurant in the riverside area near Café Rouge. It is kid friendly and has a customer rating of 3 out of 5.	0.5513	0.5678	6.0357	0.3806	0.4875	1.5032
name[The Mill], eatType[restaurant], food[English], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a child friendly english restaurant in the riverside area near Raja Indian Cuisine. It has a price range of more than £30.	0.5828	0.6013	5.7304	0.4139	0.6622	1.7013
name[The Mill], eatType[restaurant], food[English], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[no], near[Café Rouge]	The Mill is a highly rated english restaurant in the city centre near Café Rouge. It is not child friendly and has a price range of more than £30.	0.4540	0.4770	4.4603	0.3842	0.4531	1.0620
name[The Mill], eatType[restaurant], food[English], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[Café Rouge]	The Mill is a restaurant providing english food in the more than £30 price range. It is near Café Rouge in the city centre. Its customer rating is high.	0.3691	0.3967	5.3995	0.3758	0.5465	1.8031
name[The Mill], eatType[restaurant], food[English], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[Café Rouge]	The Mill is a high priced english restaurant in the riverside area near the Café Rouge. It has a high customer rating and is not child friendly.	0.6019	0.6159	5.8171	0.3590	0.6221	1.3859
name[The Mill], eatType[restaurant], food[English], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Café Rouge]	The Mill is a child-friendly english restaurant in the riverside area near Café Rouge. It has a high customer rating and a price range of more than £30.	0.6291	0.6443	6.2153	0.4302	0.6910	1.5421
name[The Mill], eatType[restaurant], food[Fast food], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a fast food restaurant in the riverside area near Raja Indian Cuisine. It is kid friendly and has a price range of £20-25.	0.5745	0.5914	5.5568	0.4607	0.5056	2.6691
name[The Mill], eatType[restaurant], food[Fast food], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a cheap family friendly fast food restaurant in the riverside area near Raja Indian Cuisine.	0.2990	0.3503	4.2175	0.3886	0.5000	1.6851
name[The Phoenix], eatType[pub], food[Fast food], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a cheap, family friendly pub serving fast food in the riverside area near Raja Indian Cuisine.	0.6268	0.6504	5.7576	0.4608	0.7852	2.5226
name[The Phoenix], eatType[pub], food[Fast food], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix is a fast food pub in the city centre near Raja Indian Cuisine. It is not child friendly and has a high price range.	0.5070	0.5254	4.7482	0.4007	0.5033	1.3586
name[The Phoenix], eatType[pub], food[Fast food], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a child-friendly fast food pub in the city centre near Raja Indian Cuisine. It has a high price range.	0.6709	0.6829	5.2469	0.5272	0.6902	3.8389
name[The Phoenix], eatType[pub], food[Fast food], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix is a fast food pub in the riverside area near Raja Indian Cuisine. It is not child friendly and has a high price range.	0.6028	0.6191	6.2393	0.4963	0.5755	1.6524
name[The Phoenix], eatType[pub], food[Fast food], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a child friendly fast food pub in the riverside area near Raja Indian Cuisine. It has a high price range.	0.7514	0.7636	7.5190	0.4981	0.7949	1.9319
name[The Phoenix], eatType[pub], food[Fast food], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix is a fast food pub near Raja Indian Cuisine in the city centre. It is not family-friendly and has a price range of less than £20.	0.5546	0.5723	4.9461	0.4529	0.6978	1.9091
name[The Phoenix], eatType[pub], food[Fast food], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a family-friendly pub serving fast food in the less than £20 price range. It is located in the city centre near Raja Indian Cuisine.	0.5440	0.5635	5.3173	0.4474	0.5472	1.6169
name[The Phoenix], eatType[pub], food[Fast food], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix is a cheap fast food pub near Raja Indian Cuisine in the riverside area. It is not family-friendly.	0.5387	0.5700	5.8351	0.4264	0.6000	1.4312
name[The Phoenix], eatType[pub], food[Fast food], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a family friendly pub that serves fast food for less than £20. It is located in the riverside area near Raja Indian Cuisine.	0.6542	0.6681	6.4712	0.3974	0.5851	0.6686
name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix is a moderately priced fast food pub in the city centre near Raja Indian Cuisine. It is not kids friendly.	0.6080	0.6270	4.8801	0.4405	0.7415	1.2732
name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a kids-friendly pub serving fast food in the moderate price range. It is located in the city centre near Raja Indian Cuisine.	0.7617	0.7713	5.5913	0.5301	0.8396	2.2224
name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix is a moderately priced fast food pub in the riverside area near Raja Indian Cuisine. It is not kids friendly.	0.9376	0.9406	5.7033	0.4861	0.6310	2.7824
name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a kid friendly fast food pub in the moderate price range. It is located in the riverside area near Raja Indian Cuisine.	0.5672	0.5856	6.3292	0.4760	0.8022	1.1760
name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Phoenix is a kid friendly pub that serves fast food in the moderate price range. It is located in the riverside area near Café Sicilia and has a customer rating of 3 out of 5.	0.6799	0.6900	6.4808	0.4888	0.6789	1.5376
name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a child friendly pub serving fast food in the more than £30 price range. It is located in the riverside area near Raja Indian Cuisine.	0.6684	0.6809	5.6912	0.4520	0.7586	2.3652
name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[no], near[Café Sicilia]	The Phoenix is a pub providing fast food in the more than £30 price range. It is located in the city centre. It is near Café Sicilia. It has a high customer rating and is not child friendly.	0.4307	0.4479	5.2266	0.4099	0.5046	1.1946
name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Phoenix is a child-friendly fast food pub located in the city centre near Café Sicilia. It has a high customer rating and a price range of more than £30.	0.3445	0.3757	4.8758	0.4389	0.6657	1.3267
name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[Café Sicilia]	The Phoenix is a fast food pub near Café Sicilia in the riverside area. It has a high customer rating and is not child friendly.	0.6484	0.6597	5.6587	0.3724	0.6657	1.2570
name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Phoenix is a fast food pub located in the riverside area near the Café Sicilia. It has a high customer rating and is child friendly. It has a price range of more than £30.	0.4862	0.5039	6.1125	0.4522	0.6240	0.7245
