src	sys_out	BLEU	sentBLEU	NIST	METEOR	ROUGE_L	CIDEr
name[The Mill], eatType[pub], food[English], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Mill is a moderately priced english pub near Raja Indian Cuisine in riverside. It is not kid friendly.	0.4301	0.4708	4.4878	0.3663	0.5759	1.4891
name[The Mill], eatType[pub], food[English], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a moderately priced english pub near Raja Indian Cuisine in the riverside area. It is kid friendly.	0.6950	0.7139	6.4571	0.4049	0.6597	1.5167
name[The Mill], eatType[pub], food[English], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a children friendly pub near Raja Indian Cuisine in riverside that serves english food for more than £30.	0.5315	0.5578	4.6864	0.4348	0.6264	1.5072
name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a kid friendly fast food pub in riverside near Raja Indian Cuisine with a price range of £20-25.	0.6608	0.6762	5.6615	0.4737	0.6072	1.8841
name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Café Rouge]	The Mill is a pub providing fast food in the £20-25 price range. It is located in the city centre. It is near Café Rouge. Its customer rating is high.	0.3442	0.3672	5.1678	0.3883	0.4496	1.1620
name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[Café Rouge]	The Mill is a pub providing fast food in the £20-25 price range. It is located in the city centre. It is near Café Rouge. Its customer rating is high.	0.4681	0.4857	5.2499	0.3955	0.4933	1.8489
name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Café Rouge]	The Mill is a fast food pub in the riverside area near Café Rouge. It has a price range of £20-25 and a high customer rating. It is not kid friendly.	0.3110	0.3343	3.2348	0.3232	0.5409	0.3732
name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Café Rouge]	The Mill is a pub providing fast food in the £20-25 price range. It is located in the riverside area near Café Rouge. It has a high customer rating and is kid friendly.	0.5345	0.5494	6.6562	0.4450	0.5615	1.1160
name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is a pub providing fast food in the £20-25 price range. It is located in the riverside area near Café Sicilia. It has a high customer rating and is kid friendly.	0.0000	0.0772	1.7236	0.1856	0.2577	0.4905
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a cheap family friendly fast food pub in riverside near Raja Indian Cuisine.	0.3321	0.3787	3.9428	0.4048	0.4863	1.5496
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]	The Mill is a cheap fast food pub located in the city centre near Café Sicilia. It is not family-friendly and has a customer rating of 5 out of 5.	0.6985	0.7099	6.5051	0.4635	0.7881	1.6574
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Mill is a cheap, family-friendly pub that serves fast food. It is located in the city centre near the Café Sicilia and has a customer rating of 5 out of 5.	0.7213	0.7308	6.5389	0.4551	0.6885	2.6919
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Café Sicilia]	The Mill is a cheap fast food pub in the riverside area near Café Sicilia. It is not family-friendly and has a customer rating of 5 out of 5.	0.7154	0.7247	6.3264	0.4035	0.7068	1.8571
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is a cheap fast food pub in the riverside area near Café Sicilia. It is family friendly and has a customer rating of 5 out of 5.	0.5589	0.5767	6.5907	0.4029	0.6526	0.8600
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no], near[Café Sicilia]	The Mill is a cheap fast food pub near Café Sicilia in the city centre. It has an average customer rating and is not family-friendly.	0.7130	0.7255	6.7951	0.4791	0.7118	1.9310
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Mill is a cheap fast food pub located in the city centre near Café Sicilia. It has an average rating and is family-friendly.	0.5278	0.5512	6.4269	0.4471	0.6835	2.3040
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no], near[Café Sicilia]	The Mill is a cheap fast food pub in riverside near Café Sicilia. It has an average customer rating and is not family-friendly.	0.5793	0.6026	6.0529	0.4555	0.5944	3.1301
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is a cheap family friendly fast food pub near Café Sicilia in riverside.	0.6804	0.7071	1.9056	0.3535	0.6004	0.6291
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]	The Mill is a fast food pub near Café Sicilia in the city centre. It has a high price range and a customer rating of 1 out of 5. It is not child friendly.	0.6702	0.6804	6.0326	0.5234	0.7447	2.5244
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Mill is a fast food pub in the city centre near Café Sicilia. It has a high price range and a customer rating of 1 out of 5. It is children friendly.	0.6419	0.6541	6.6306	0.4958	0.5862	2.3569
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Café Sicilia]	The Mill is a high priced fast food pub near Café Sicilia in riverside. It is not child friendly and has a customer rating of 1 out of 5.	0.6078	0.6232	5.8845	0.4745	0.6627	1.6065
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is a fast food pub in riverside near Café Sicilia. It has a high price range and a customer rating of 1 out of 5. It is children friendly.	0.5567	0.5736	6.7355	0.3943	0.5636	1.2936
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[Café Sicilia]	The Mill is a fast food pub in the city centre near Café Sicilia. It has a high price range and an average customer rating.	0.5408	0.5627	5.9069	0.3751	0.5492	1.4011
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Mill is a fast food pub near Café Sicilia in the city centre. It is children friendly and has a high price range.	0.5052	0.5318	6.2142	0.3699	0.6070	1.7182
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[average], area[riverside], familyFriendly[no], near[Café Sicilia]	The Mill is a fast food pub near Café Sicilia in riverside. It is not child friendly and has a high price range.	0.3827	0.4055	5.2419	0.4201	0.6669	2.1343
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is a fast food pub near Café Sicilia in the riverside area. It is children friendly and has a high price range.	0.4163	0.4441	6.5476	0.3590	0.6489	1.0360
name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Café Sicilia]	The Mill is a cheap fast food pub located in the city centre near Café Sicilia. It has a low customer rating and is not family-friendly.	0.7294	0.7411	6.2239	0.4328	0.6269	2.1727
name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Mill is a family-friendly fast food pub located in the city centre near Café Sicilia. It has a low customer rating and a price range of less than £20.	0.7840	0.7913	6.1250	0.4800	0.7378	3.4104
name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Café Sicilia]	The Mill is a cheap fast food pub near Café Sicilia in riverside. It is not family-friendly and has a low customer rating.	0.7427	0.7552	6.5085	0.4184	0.7948	1.3780
name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is a family friendly pub that serves fast food for less than £20. It is located in the riverside area near Café Sicilia and has a low customer rating.	0.6410	0.6528	6.7265	0.4102	0.7004	1.4380
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]	The Mill is a fast food pub near Café Sicilia in the city centre. It has a moderate price range and a customer rating of 1 out of 5.	0.7839	0.7919	5.8254	0.4505	0.6311	2.3436
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Mill is a pub providing fast food in the moderate price range. It is near Café Sicilia in the city centre. Its customer rating is 1 out of 5.	0.3828	0.4069	5.0326	0.3913	0.6271	1.1008
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Café Sicilia]	The Mill is a moderately priced fast food pub near Café Sicilia in riverside. It is not kid friendly and has a customer rating of 1 out of 5.	0.6231	0.6391	6.3164	0.4149	0.5509	1.8191
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is a pub providing fast food in the moderate price range. It is located in the riverside area near Café Sicilia. It is kids friendly and has a customer rating of 1 out of 5.	0.5161	0.5305	5.7091	0.4316	0.6085	0.3591
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]	The Mill is a fast food pub near Café Sicilia in the city centre. It has a moderate price range and a customer rating of 3 out of 5.	0.6064	0.6204	6.1324	0.4395	0.7180	1.6533
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Mill is a fast food pub located in the city centre near Café Sicilia. It has a moderate price range and a customer rating of 3 out of 5.	0.5427	0.5588	5.3075	0.3997	0.6626	1.9693
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Café Sicilia]	The Mill is a fast food pub near Café Sicilia in riverside. It has a moderate price range and a customer rating of 3 out of 5.	0.5066	0.5265	4.9169	0.3427	0.5074	1.9501
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is a pub providing fast food in the moderate price range. It is located in the riverside area near Café Sicilia. It is kids friendly and has a customer rating of 3 out of 5.	0.2908	0.3135	3.7704	0.3342	0.4826	1.0444
name[The Mill], eatType[restaurant], food[English], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a high priced english restaurant in riverside near Raja Indian Cuisine. It is children friendly.	0.7182	0.7368	5.9224	0.3938	0.6011	1.1749
name[The Mill], eatType[restaurant], food[English], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[Café Rouge]	The Mill is an english restaurant near Café Rouge in the riverside area. It is children friendly and has a high price range and an average customer rating.	0.5011	0.5263	6.4285	0.4182	0.6169	2.0552
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Mill is a cheap restaurant located in city centre near Raja Indian Cuisine. It is not family-friendly.	0.5536	0.5781	4.7177	0.3651	0.5728	0.9580
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a family-friendly english restaurant near Raja Indian Cuisine in the city centre with a price range of less than £20.	0.7727	0.7832	4.6295	0.4586	0.7217	1.5489
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Mill is a low-priced restaurant that is not family friendly. It is located near Raja Indian Cuisine.	0.6349	0.6569	5.7489	0.4909	0.5810	1.0621
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The The Mill is a family friendly restaurant located near Raja Indian Cuisine.	0.8720	0.8766	2.1559	0.4006	0.8008	1.0143
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Café Rouge]	The Mill is a cheap english restaurant located in the city centre near Café Rouge. It is not family-friendly and has a low customer rating.	0.7132	0.7239	6.0577	0.4124	0.7200	2.5960
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Café Rouge]	The Mill is a family-friendly restaurant providing english food in the less than £20 price range. It is located in the city centre. It is near the Café Rouge. Its customer rating is low.	0.5112	0.5257	5.0469	0.4622	0.6301	1.4837
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Café Rouge]	The Mill is a restaurant providing english food in the less than £20 price range. It is located in the riverside. It is near the Café Rouge. Its customer rating is low. It is not family-friendly.	0.3372	0.3574	4.4850	0.4185	0.5894	0.2076
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Café Rouge]	The Mill is a family friendly english restaurant in the riverside area near the Café Rouge. It has a low customer rating and a price range of less than £20.	0.6874	0.6977	6.4958	0.4242	0.6228	1.5233
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Mill is a moderately priced english restaurant located in the city centre near the Raja Indian Cuisine. It is not kids friendly.	0.5986	0.6123	5.4767	0.4092	0.6056	1.1323
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a kid friendly english restaurant near Raja Indian Cuisine in the city centre.	0.4655	0.4795	0.6503	0.3865	0.6611	0.6856
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Mill is a moderately priced english restaurant near Raja Indian Cuisine in riverside. It is not kid friendly.	0.4301	0.4708	4.4878	0.3663	0.5759	1.5086
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a kid friendly english restaurant in riverside near Raja Indian Cuisine. It has a moderate price range.	0.6944	0.7111	6.1079	0.4131	0.6376	1.5024
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Café Rouge]	The Mill is a moderately priced english restaurant near Café Rouge in the city centre. It is not kid friendly and has a customer rating of 1 out of 5.	0.7993	0.8061	6.1264	0.3952	0.5985	1.9275
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Café Rouge]	The Mill is a moderately priced english restaurant near Café Rouge in the city centre. It is kid friendly and has a customer rating of 1 out of 5.	0.6806	0.6930	6.4347	0.4263	0.5409	1.3798
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Café Rouge]	The Mill is a moderately priced english restaurant near Café Rouge in riverside. It is not kid friendly and has a customer rating of 1 out of 5.	0.6377	0.6478	5.4573	0.3799	0.6024	2.3627
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Café Rouge]	The Mill is a mid-priced family restaurant located near Café Rouge.	0.3806	0.4110	0.2060	0.2852	0.5406	0.3653
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Café Rouge]	The Mill is a moderately priced english restaurant near Café Rouge in the city centre. It is not kid friendly and has a customer rating of 3 out of 5.	0.6014	0.6156	5.2314	0.3648	0.6373	1.3148
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Café Rouge]	The Mill is a kid friendly english restaurant near Café Rouge in the city centre. It has a moderate price range and a customer rating of 3 out of 5.	0.5077	0.5281	5.7712	0.4332	0.5314	2.7572
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Café Rouge]	The Mill is a moderately priced english restaurant near Café Rouge in riverside. It is not kid friendly and has a customer rating of 3 out of 5.	0.6469	0.6619	6.7263	0.4500	0.6854	2.7466
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Café Rouge]	The Mill is a kid friendly english restaurant with a moderate price range and a customer rating of 3 out of 5. It is located in the riverside area near the Café Rouge.	0.6084	0.6206	6.4324	0.4283	0.6913	1.8695
name[The Mill], eatType[restaurant], food[English], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a children friendly english restaurant in riverside near Raja Indian Cuisine with a price range of more than £30.	0.5907	0.6125	4.6742	0.3973	0.6551	1.4541
name[The Mill], eatType[restaurant], food[English], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[no], near[Café Rouge]	The Mill is a restaurant providing english food in the more than £30 price range. It is located in the city centre. It is near Café Rouge. Its customer rating is high.	0.2746	0.3098	4.7978	0.3658	0.5061	1.2957
name[The Mill], eatType[restaurant], food[English], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[Café Rouge]	The Mill is a restaurant providing english food in the more than £30 price range. It is located in the city centre. It is near the Café Rouge. It has a high customer rating and is children friendly.	0.4123	0.4297	4.9088	0.4279	0.5162	0.6735
name[The Mill], eatType[restaurant], food[English], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[Café Rouge]	The Mill is a restaurant providing english food in the more than £30 price range. It is located in the riverside. It is near Café Rouge. Its customer rating is high.	0.3060	0.3366	5.0534	0.3771	0.4139	1.7253
name[The Mill], eatType[restaurant], food[English], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Café Rouge]	The Mill is a restaurant providing english food in the more than £30 price range. It is located in the riverside. It is near the Café Rouge. Its customer rating is high. It is children friendly.	0.4604	0.4787	5.7667	0.4014	0.4486	0.3966
name[The Mill], eatType[restaurant], food[Fast food], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a kid friendly fast food restaurant in riverside near Raja Indian Cuisine with a price range of £20-25.	0.6608	0.6762	5.6615	0.4737	0.6072	1.8927
name[The Mill], eatType[restaurant], food[Fast food], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a cheap family friendly fast food restaurant in riverside near Raja Indian Cuisine.	0.3321	0.3787	3.9428	0.4048	0.4863	1.5426
name[The Phoenix], eatType[pub], food[Fast food], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a cheap family friendly fast food pub in riverside near Raja Indian Cuisine.	0.6494	0.6716	4.3774	0.4483	0.7266	1.8119
name[The Phoenix], eatType[pub], food[Fast food], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix is a high priced fast food pub located in the city centre near Raja Indian Cuisine. It is not child friendly.	0.5237	0.5373	4.2642	0.4388	0.5395	1.0438
name[The Phoenix], eatType[pub], food[Fast food], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a fast food pub located in the city centre near Raja Indian Cuisine. It is children friendly and has a high price range.	0.5117	0.5350	5.2916	0.4895	0.6446	2.8790
name[The Phoenix], eatType[pub], food[Fast food], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix is a high priced fast food pub near Raja Indian Cuisine in riverside. It is not child friendly.	0.3419	0.3899	4.6059	0.3994	0.6246	1.0442
name[The Phoenix], eatType[pub], food[Fast food], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a high priced fast food pub in riverside near Raja Indian Cuisine. It is children friendly.	0.8362	0.8456	7.2449	0.5639	0.8418	2.1504
name[The Phoenix], eatType[pub], food[Fast food], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix is a cheap fast food pub located in the city centre near Raja Indian Cuisine. It is not family-friendly.	0.6760	0.6876	5.1178	0.4584	0.7466	1.4551
name[The Phoenix], eatType[pub], food[Fast food], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a family-friendly pub that serves fast food for less than £20. It is located in the city centre near Raja Indian Cuisine.	0.6295	0.6464	5.6411	0.4196	0.5641	1.8764
name[The Phoenix], eatType[pub], food[Fast food], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix is a cheap fast food pub near Raja Indian Cuisine in riverside. It is not family-friendly.	0.5933	0.6187	6.0331	0.4165	0.6256	1.3269
name[The Phoenix], eatType[pub], food[Fast food], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a family friendly pub that serves fast food for less than £20. It is located in the riverside area near Raja Indian Cuisine.	0.6542	0.6681	6.4712	0.3974	0.5851	0.6686
name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix is a moderately priced fast food pub located in the city centre near Raja Indian Cuisine. It is not kids friendly.	0.6270	0.6442	5.2087	0.4782	0.7752	1.2996
name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a moderately priced fast food pub located in the city centre near Raja Indian Cuisine. It is kid friendly.	0.7888	0.7998	6.3159	0.4833	0.7489	2.6999
name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix is a moderately priced fast food pub near Raja Indian Cuisine in riverside. It is not kid friendly.	0.8282	0.8325	4.5603	0.5125	0.7843	2.1817
name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a moderately priced fast food pub in the riverside area near Raja Indian Cuisine. It is kid friendly.	0.8238	0.8323	7.3937	0.5621	0.9082	2.2077
name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Phoenix is a pub providing fast food in the moderate price range. It is located in the riverside area near Café Sicilia. It is kids friendly and has a customer rating of 3 out of 5.	0.6596	0.6693	6.2859	0.4744	0.7472	1.2775
name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a children friendly fast food pub in riverside near Raja Indian Cuisine with a price range of more than £30.	0.5605	0.5714	4.5281	0.4306	0.7050	1.9882
name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[no], near[Café Sicilia]	The Phoenix is a pub providing fast food in the more than £30 price range. It is located in the city centre. It is near Café Sicilia. Its customer rating is high.	0.3985	0.4203	5.0385	0.3477	0.4163	1.8899
name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Phoenix is a pub providing fast food in the more than £30 price range. It is located in the city centre. It is near the Café Sicilia. Its customer rating is high.	0.1807	0.2249	3.8013	0.4158	0.5175	0.8464
name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[Café Sicilia]	The Phoenix is a pub providing fast food in the more than £30 price range. It is located in the riverside area. It is near Café Sicilia. Its customer rating is high.	0.3268	0.3531	4.7446	0.3752	0.3993	1.5004
name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Phoenix is a fast food pub near Café Sicilia in riverside. It is children friendly and has a price range of more than £30.	0.4766	0.5067	6.4695	0.3928	0.5443	1.2283
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a kid friendly french pub near Raja Indian Cuisine in the riverside area with a price range of £20-25.	0.8615	0.8676	6.8660	0.5110	0.7481	2.4440
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]	The Phoenix is a french pub near Café Sicilia in the city centre. It is not kid friendly and has a customer rating of 3 out of 5.	0.7494	0.7594	6.1062	0.3718	0.5816	1.2577
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Phoenix is a french pub located in the city centre near Café Sicilia. It has a price range of £20-25 and a customer rating of 3 out of 5. It is kid friendly.	0.4778	0.4941	5.3527	0.4017	0.6868	2.4741
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Café Sicilia]	The Phoenix is a french pub near Café Sicilia in riverside. It has a customer rating of 3 out of 5 and is not kids friendly.	0.5055	0.5291	5.6494	0.3425	0.5956	1.7283
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Phoenix is a pub providing french food in the £20-25 price range. It is located in the riverside. It is near Café Sicilia. Its customer rating is 3 out of 5. It is kids friendly.	0.2083	0.2397	3.9731	0.3926	0.4027	0.4653
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a pub providing french food in the £20-25 price range. It is located in the riverside. It is near Crowne Plaza Hotel. Its customer rating is 3 out of 5. It is kids friendly.	0.5745	0.5853	5.4801	0.4114	0.5264	1.0748
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a french pub near Crowne Plaza Hotel in the city centre. It has a price range of £20-25 and is not kid friendly.	0.5963	0.6119	5.4337	0.4171	0.6305	2.0310
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a pub providing french food in the £20-25 price range. It is located in the city centre. It is near Crowne Plaza Hotel. Its customer rating is high.	0.4560	0.4737	5.6028	0.4015	0.6120	1.1892
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a french pub near Crowne Plaza Hotel in riverside. It has a high customer rating and a price range of £20-25. It is not kids friendly.	0.6162	0.6293	5.7440	0.4012	0.4981	2.1785
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a pub providing french food in the £20-25 price range. It is located in the riverside. It is near the Crowne Plaza Hotel. Its customer rating is high.	0.4448	0.4644	5.9274	0.3607	0.5886	0.7645
name[The Phoenix], eatType[pub], food[French], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a cheap family friendly french pub near Raja Indian Cuisine in riverside.	0.6299	0.6451	3.6781	0.4424	0.8064	2.0793
