src	sys_out	BLEU	sentBLEU	NIST	METEOR	ROUGE_L	CIDEr
name[The Mill], eatType[pub], food[English], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a pub providing english food in the moderate price range. It is located in the city centre near Raja Indian Cuisine and is child friendly.	0.5683	0.5842	5.2503	0.4713	0.6479	1.2581
name[The Mill], eatType[pub], food[English], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Mill is a moderately priced english pub in the riverside area near Raja Indian Cuisine. It is not kid friendly.	0.6677	0.6850	5.6897	0.4393	0.6367	1.7771
name[The Mill], eatType[pub], food[English], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is an english pub in the riverside area near Raja Indian Cuisine. It is kid friendly and moderately priced.	0.8252	0.8343	7.3394	0.3977	0.6190	1.5972
name[The Mill], eatType[pub], food[English], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a children friendly pub in the riverside area near Raja Indian Cuisine. It serves english food and has a price range of more than £30.	0.5793	0.5966	5.7640	0.4446	0.7392	1.9539
name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a kid friendly pub in the riverside area near Raja Indian Cuisine. It serves fast food and has a price range of £20-25.	0.5208	0.5405	5.4056	0.4391	0.5680	2.2708
name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Café Rouge]	The Mill is a pub providing fast food in the £20-25 price range. It is located in the city centre near Café Rouge. It has a high customer rating and is not child friendly.	0.5299	0.5445	5.6887	0.4494	0.5429	1.6237
name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[Café Rouge]	The Mill is a pub providing indian food in the £20-25 price range. It is located in the city centre. It is near Café Rouge. Its customer rating is high.	0.4581	0.4757	5.1057	0.3720	0.4604	1.6943
name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Café Rouge]	The Mill is a pub providing indian food in the £20-25 price range. It is located in the riverside. It is near Café Rouge. Its customer rating is high.	0.2646	0.2906	3.0578	0.2840	0.5374	0.4643
name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Café Rouge]	The Mill is a kid friendly fast food restaurant in the riverside area near Café Rouge with a high customer rating and a price range of £20-25.	0.5121	0.5347	6.4269	0.4287	0.4973	1.2167
name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is a kid friendly fast food restaurant in the riverside area near Café Sicilia with a high customer rating and a price range of £20-25.	0.0000	0.0864	1.7845	0.1614	0.2099	0.6866
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a cheap family friendly pub serving fast food in the riverside area near Raja Indian Cuisine.	0.3203	0.3703	4.0842	0.3867	0.4889	1.7436
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]	The Mill is a cheap fast food pub in the city centre near Café Sicilia. It is not family-friendly and has a customer rating of 5 out of 5.	0.7166	0.7276	6.5845	0.4471	0.7601	1.7543
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Mill is a cheap, family-friendly fast food restaurant in the city centre near Café Sicilia with a customer rating of 5 out of 5.	0.8609	0.8666	6.0873	0.4742	0.8021	3.1604
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Café Sicilia]	The Mill is a cheap fast food restaurant in the riverside area near Café Sicilia. It has a customer rating of 5 out of 5 and is not family-friendly.	0.5627	0.5791	5.8204	0.3798	0.6344	1.7405
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is a cheap, family friendly pub with a customer rating of 5 out of 5. It is located in the riverside area near Café Sicilia. It serves fast food.	0.5212	0.5384	6.2436	0.4161	0.5971	0.7676
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no], near[Café Sicilia]	The Mill is a cheap fast food restaurant located in the city centre near Café Sicilia. It is not family-friendly and has an average customer rating.	0.7747	0.7837	6.8084	0.4547	0.7614	1.6699
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Mill is a family-friendly fast food restaurant in the city centre near Café Sicilia. It has an average customer rating and a cheap price range.	0.6022	0.6196	6.1969	0.4416	0.6191	2.3412
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no], near[Café Sicilia]	The Mill is a cheap fast food restaurant in the riverside area near the Café Sicilia. It has an average customer rating and is not family-friendly.	0.3953	0.4257	5.2493	0.4098	0.5510	2.7280
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is a cheap, family friendly, fast food restaurant in the riverside area near Café Sicilia. It has an average customer rating.	0.5986	0.6175	7.0646	0.3563	0.5534	1.2932
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]	The Mill is a fast food pub located in the city centre near Café Sicilia. It has a customer rating of 1 out of 5 and a high price range. It is not child friendly.	0.5663	0.5755	5.7151	0.5316	0.8272	2.4905
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Mill is a pub providing fast food in the high price range. It is located in the city centre near Café Sicilia. It is kid friendly and has a customer rating of 1 out of 5.	0.5045	0.5200	5.8273	0.4548	0.5762	1.4838
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Café Sicilia]	The Mill is a non-children friendly fast food restaurant in the riverside area near Café Sicilia. It has a high price range and a customer rating of 1 out of 5.	0.4832	0.5006	5.6781	0.4752	0.6125	1.1288
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is a fast food restaurant in the riverside area near Café Sicilia. It is child friendly and has a customer rating of 1 out of 5.	0.6176	0.6333	6.7078	0.3982	0.6144	1.5667
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[Café Sicilia]	The Mill is a fast food pub located in the city centre near the Café Sicilia. It has an average customer rating and a high price range. It is not child friendly.	0.6344	0.6460	6.6033	0.4264	0.6073	1.5797
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Mill is a children friendly pub serving fast food in the city centre near Café Sicilia. It has an average customer rating and a high price range.	0.3487	0.3823	5.6397	0.3773	0.6109	1.2304
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[average], area[riverside], familyFriendly[no], near[Café Sicilia]	The Mill is a fast food restaurant in the riverside area near the Café Sicilia. It has an average customer rating and is not children friendly.	0.4821	0.5009	5.0640	0.4539	0.6872	1.5748
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is a children friendly fast food restaurant in the riverside area near Café Sicilia. It has an average customer rating and a high price range.	0.6544	0.6685	6.7192	0.4235	0.5968	1.2506
name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Café Sicilia]	The Mill is a fast food restaurant located in the city centre near Café Sicilia. It is not family-friendly and has a low customer rating.	0.8651	0.8705	5.6986	0.4397	0.7312	2.3698
name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Mill is a family-friendly fast food restaurant in the city centre near Café Sicilia with a low customer rating and a price range of less than £20.	0.5643	0.5823	5.4186	0.4365	0.6897	2.9209
name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Café Sicilia]	The Mill is a fast food restaurant in the riverside area near the Café Sicilia. It has a low customer rating and is not family-friendly.	0.5456	0.5635	6.7499	0.3870	0.7719	1.7084
name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is a cheap, family-friendly pub with a low customer rating. It is located in the riverside area near Café Sicilia.	0.5091	0.5364	5.5659	0.3823	0.5867	1.1746
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]	The Mill is a moderately priced fast food pub in the city centre near Café Sicilia. It is not kid friendly and has a customer rating of 1 out of 5.	0.9133	0.9151	6.6920	0.5674	0.8325	3.2940
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Mill is a pub providing fast food in the moderate price range. It is located in the city centre near Café Sicilia. It is kids friendly and has a customer rating of 1 out of 5.	0.5859	0.5973	5.4172	0.4843	0.7548	0.6627
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Café Sicilia]	The Mill is a moderately priced fast food restaurant in the riverside area near Café Sicilia. It is not kid friendly and has a customer rating of 1 out of 5.	0.6473	0.6608	6.7352	0.3834	0.5704	1.6531
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is a moderately priced fast food restaurant in the riverside area near Café Sicilia. It is kid friendly and has a customer rating of 1 out of 5.	0.6091	0.6228	6.5407	0.4247	0.6667	1.0665
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]	The Mill is a moderately priced fast food pub in the city centre near Café Sicilia. It is not kid friendly and has a customer rating of 3 out of 5.	0.6995	0.7100	6.3574	0.4959	0.7288	1.8272
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Mill is a pub providing fast food in the moderate price range. It is located in the city centre near Café Sicilia. It is kid friendly and has a customer rating of 3 out of 5.	0.5737	0.5855	5.4261	0.4478	0.6311	1.2138
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Café Sicilia]	The Mill is a moderately priced fast food restaurant in the riverside area near Café Sicilia. It is not kid friendly and has a customer rating of 3 out of 5.	0.5530	0.5698	5.9886	0.4267	0.4590	2.4156
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is a moderately priced fast food restaurant in the riverside area near Café Sicilia. It is kid friendly and has a customer rating of 3 out of 5.	0.2684	0.2926	3.8725	0.2919	0.4326	1.0303
name[The Mill], eatType[restaurant], food[English], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a children friendly english restaurant in the riverside area near Raja Indian Cuisine with a high price range.	0.7080	0.7212	6.1632	0.4516	0.5845	1.6064
name[The Mill], eatType[restaurant], food[English], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[Café Rouge]	The Mill is a restaurant providing english food in the high price range. It is located in the riverside area near Café Rouge. It has an average customer rating and is child friendly.	0.7409	0.7490	6.8201	0.4949	0.6174	1.9749
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Mill is a cheap restaurant located in the city centre near Raja Indian Cuisine. It is not family-friendly.	0.6892	0.7063	5.2555	0.3772	0.6086	1.1091
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a family-friendly restaurant providing english food in the less than £20 price range. It is located in the city centre near Raja Indian Cuisine.	0.4990	0.5208	5.8223	0.4293	0.6444	1.3047
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Mill is a restaurant providing english food in the low price range. It is located in the riverside area near Raja Indian Cuisine. It is not family-friendly.	0.4946	0.5115	5.3719	0.4337	0.7052	0.9477
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a family-friendly restaurant located near Raja Indian Cuisine in the city centre.	0.7577	0.7749	3.2551	0.5356	0.8928	1.0916
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Café Rouge]	The Mill is a restaurant providing english food in the low price range. It is located in the city centre near Café Rouge. It is not family-friendly and has a low customer rating.	0.6325	0.6437	5.3916	0.4743	0.7072	1.0483
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Café Rouge]	The Mill is a family-friendly english restaurant in the city centre near Café Rouge with a low customer rating and a price range of less than £20.	0.5387	0.5568	5.0426	0.4144	0.5714	2.5293
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Café Rouge]	The Mill is a restaurant providing english food in the low price range. It is located in the riverside area near Café Rouge. It is not family-friendly and has a low customer rating.	0.5491	0.5626	4.9126	0.3895	0.6060	0.5376
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Café Rouge]	The Mill is a family-friendly restaurant located next to the Café Rouge.	0.4137	0.4431	0.5715	0.3652	0.5980	0.4066
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Mill is a restaurant providing english food in the moderate price range. It is located in the city centre near Raja Indian Cuisine and is not child friendly.	0.5198	0.5379	5.9605	0.4694	0.5438	1.4512
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a moderately priced, kid friendly english restaurant in the city centre near Raja Indian Cuisine.	0.4697	0.4931	1.5694	0.4287	0.6575	0.9409
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Mill is a moderately priced english restaurant in riverside near Raja Indian Cuisine. It is not kid friendly.	0.6259	0.6481	4.7470	0.3663	0.6581	1.6075
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a restaurant providing english food in the moderate price range. It is located in the riverside area near Raja Indian Cuisine. It is kid friendly.	0.7326	0.7423	6.6994	0.4739	0.6570	1.4015
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Café Rouge]	The Mill is a restaurant providing english food in the moderate price range. It is located in the city centre near Café Rouge. It is not kids friendly and has a customer rating of 1 out of 5.	0.6955	0.7032	6.2456	0.4805	0.6293	2.3393
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Café Rouge]	The Mill is a restaurant providing english food in the moderate price range. It is located in the city centre near Café Rouge. It is kid friendly and has a customer rating of 1 out of 5.	0.5558	0.5690	5.4908	0.4142	0.5333	0.6341
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Café Rouge]	The Mill is a restaurant providing english food in the moderate price range. It is located in the riverside area near Café Rouge. It is not kid friendly and has a customer rating of 1 out of 5.	0.6857	0.6942	6.1806	0.4985	0.6173	2.4880
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Café Rouge]	The Mill is a restaurant providing english food in the moderate price range. It is located in the riverside area near Café Rouge. It is kid friendly and has a customer rating of 1 out of 5.	0.7239	0.7320	7.1675	0.4699	0.6497	1.1767
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Café Rouge]	The Mill is a restaurant providing english food in the moderate price range. It is located in the city centre near Café Rouge. It is not kid friendly and has a customer rating of 3 out of 5.	0.4640	0.4800	5.2955	0.4228	0.5244	1.7375
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Café Rouge]	The Mill is a moderately priced english restaurant in the city centre near Café Rouge. It is kid friendly and has a customer rating of 3 out of 5.	0.5518	0.5716	5.7928	0.3959	0.5964	2.6133
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Café Rouge]	The Mill is a restaurant providing english food in the moderate price range. It is located in riverside near Café Rouge.	0.3052	0.3450	4.1897	0.3533	0.4281	1.4483
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Café Rouge]	The Mill is a restaurant providing english food in the moderate price range. It is located in the riverside area near Café Rouge. It is kid friendly and has a customer rating of 3 out of 5.	0.5879	0.6002	6.0490	0.4372	0.4746	1.3392
name[The Mill], eatType[restaurant], food[English], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a children friendly restaurant providing english food in the riverside area near Raja Indian Cuisine. The price range is more than £30.	0.3720	0.4079	5.2640	0.4083	0.5887	1.5776
name[The Mill], eatType[restaurant], food[English], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[no], near[Café Rouge]	The Mill is a restaurant providing english food in the high price range. It is located in the city centre near Café Rouge. It has a high customer rating and is not children friendly.	0.5093	0.5253	5.8645	0.3815	0.5142	1.5534
name[The Mill], eatType[restaurant], food[English], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[Café Rouge]	The Mill is a children friendly english restaurant in the city centre near Café Rouge with a high customer rating and a price range of more than £30.	0.5759	0.5946	5.8982	0.4401	0.7132	2.0022
name[The Mill], eatType[restaurant], food[English], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[Café Rouge]	The Mill is a restaurant providing english food in the more than £30 price range. It is located in the riverside. It is near Café Rouge. Its customer rating is high.	0.3060	0.3366	5.0534	0.3771	0.4139	1.7253
name[The Mill], eatType[restaurant], food[English], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Café Rouge]	The Mill is a restaurant providing english food in the high price range. It is located next to Café Rouge.	0.3533	0.4004	5.0443	0.3448	0.5533	1.1978
name[The Mill], eatType[restaurant], food[Fast food], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a kid friendly fast food restaurant in the riverside area near Raja Indian Cuisine with a price range of £20-25.	0.5616	0.5830	5.4137	0.4610	0.5848	2.1877
name[The Mill], eatType[restaurant], food[Fast food], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a cheap family friendly fast food restaurant in the riverside area near Raja Indian Cuisine.	0.2990	0.3503	4.2175	0.3886	0.5000	1.6851
name[The Phoenix], eatType[pub], food[Fast food], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a cheap family friendly pub serving fast food in the riverside area near Raja Indian Cuisine.	0.6528	0.6760	5.5568	0.4608	0.7852	2.5226
name[The Phoenix], eatType[pub], food[Fast food], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix is a high priced pub in the city centre near Raja Indian Cuisine. It serves fast food and is not children friendly.	0.5076	0.5234	4.5758	0.4435	0.5223	1.4710
name[The Phoenix], eatType[pub], food[Fast food], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a children friendly fast food pub in the city centre near Raja Indian Cuisine with a high price range.	0.5299	0.5485	4.4382	0.5177	0.6471	2.7515
name[The Phoenix], eatType[pub], food[Fast food], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix is a high priced fast food pub in the riverside area near Raja Indian Cuisine. It is not child friendly.	0.3722	0.3984	5.4699	0.4460	0.5755	1.2069
name[The Phoenix], eatType[pub], food[Fast food], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a children friendly fast food pub in the riverside area near Raja Indian Cuisine with a high price range.	0.8419	0.8499	8.2222	0.4963	0.8019	2.0169
name[The Phoenix], eatType[pub], food[Fast food], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix is a fast food pub located near Raja Indian Cuisine in the city centre. It is not family-friendly and costs less than £20.	0.6200	0.6372	5.5445	0.4457	0.7308	1.7278
name[The Phoenix], eatType[pub], food[Fast food], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a family-friendly pub that serves fast food for less than £20. It is located in the city centre near Raja Indian Cuisine.	0.6295	0.6464	5.6411	0.4196	0.5641	1.8764
name[The Phoenix], eatType[pub], food[Fast food], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix is a non-family-friendly pub that serves fast food for less than £20. It is located in the riverside area near Raja Indian Cuisine.	0.6844	0.6981	6.5509	0.5321	0.6446	1.3474
name[The Phoenix], eatType[pub], food[Fast food], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a cheap, family friendly pub that serves fast food. It is located near Raja Indian Cuisine in the riverside area.	0.6561	0.6718	6.6444	0.4781	0.6595	1.0533
name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix is a pub providing fast food in the moderate price range. It is located in the city centre near Raja Indian Cuisine and is not kids friendly.	0.4674	0.4888	5.1791	0.3955	0.6478	0.9487
name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a pub providing fast food in the moderate price range. It is located in the city centre near Raja Indian Cuisine and is child friendly.	0.6629	0.6753	5.2458	0.5271	0.7984	1.9467
name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix is a pub providing fast food in the moderate price range. It is located near Raja Indian Cuisine in riverside.	0.6921	0.7071	4.8855	0.4325	0.5760	2.0263
name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a moderately priced pub in the riverside area near Raja Indian Cuisine. It is kid friendly and serves fast food.	0.7379	0.7501	7.3353	0.5125	0.7752	1.7909
name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Phoenix is a moderately priced, kid friendly pub with a customer rating of 3 out of 5. It is located in the riverside area near the Café Sicilia. It serves fast food.	0.5642	0.5794	6.1731	0.4561	0.5851	1.5847
name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a children friendly fast food restaurant in the riverside area near Raja Indian Cuisine. It has a price range of more than £30.	0.7213	0.7297	5.8104	0.4633	0.6524	2.7231
name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[no], near[Café Sicilia]	The Phoenix is a fast food restaurant in the city centre near Café Sicilia with a high customer rating and a price range of more than £30 and is not child friendly.	0.3851	0.4099	4.9222	0.3421	0.5764	2.0315
name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Phoenix is a children friendly fast food restaurant in the city centre near Café Sicilia with a high customer rating and a price range of more than £30.	0.4206	0.4493	5.0610	0.4031	0.6492	1.5224
name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[Café Sicilia]	The Phoenix is a fast food restaurant in the riverside area near the Café Sicilia. It has a high customer rating and is not children friendly.	0.6174	0.6312	5.4650	0.3476	0.6255	1.4408
name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Phoenix is a children friendly pub serving fast food in the riverside area near the Café Sicilia. It has a high customer rating and a price range of more than £30.	0.4820	0.5021	6.1187	0.4345	0.5939	0.9054
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a kid friendly french pub in the riverside area near Raja Indian Cuisine. It has a price range of £20-25.	0.8651	0.8705	7.0500	0.5095	0.8685	2.6472
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]	The Phoenix is a french pub located in the city centre near Café Sicilia. It has a customer rating of 3 out of 5 and is not child friendly.	0.8250	0.8313	6.3362	0.3893	0.7068	1.6381
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Phoenix is a kid friendly french pub located in the city centre near Café Sicilia. It has a customer rating of 3 out of 5 and a price range of £20-25.	0.5056	0.5221	5.3600	0.4080	0.6788	2.4883
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Café Sicilia]	The Phoenix is a french pub near Café Sicilia in the riverside area. It has a customer rating of 3 out of 5 and a price range of £20-25 and is not kid friendly.	0.5647	0.5788	5.9501	0.4454	0.5901	1.8896
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Phoenix is a kid friendly french pub in the riverside area near Café Sicilia. It has a customer rating of 3 out of 5 and a price range of £20-25.	0.5789	0.5922	5.0088	0.4404	0.5954	1.5375
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a french pub located in the riverside area near the Crowne Plaza Hotel. It has a customer rating of 3 out of 5, is kid friendly, and is moderately priced.	0.6934	0.7028	6.8058	0.4220	0.6404	1.6763
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a french pub with a high customer rating and a price range of £20-25. It is located in the city centre near Crowne Plaza Hotel and is not kid friendly.	0.4661	0.4836	5.0717	0.4696	0.4626	1.8540
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a pub providing french food in the £20-25 price range. It is located in the city centre. It is near Crowne Plaza Hotel and has a high customer rating.	0.4480	0.4672	5.8074	0.4140	0.6196	1.1813
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a french pub with a high customer rating and a price range of £20-25. It is located in the riverside area near Crowne Plaza Hotel and is not kid friendly.	0.7453	0.7523	6.6212	0.4435	0.6176	3.3941
