src	sys_out	BLEU	sentBLEU	NIST	METEOR	ROUGE_L	CIDEr
name[The Cricketers], eatType[restaurant], food[English], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[Café Rouge]	The Cricketers is a restaurant providing english food in the high price range. It is located in the city centre near Café Rouge. It has an average customer rating and is not child friendly.	0.4786	0.4957	5.2733	0.4824	0.6623	1.2327
name[The Cricketers], eatType[restaurant], food[English], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes], near[Café Rouge]	The Cricketers is a restaurant providing english food in the high price range. It is located in the city centre near Café Rouge. It has an average customer rating and is child friendly.	0.6846	0.6949	6.6345	0.4943	0.6171	2.2167
name[The Cricketers], eatType[restaurant], food[English], priceRange[high], customer rating[average], area[riverside], familyFriendly[no], near[Café Rouge]	The Cricketers is a restaurant providing english food in the high price range. It is located in the riverside area near Café Rouge. It has an average customer rating and is not child friendly.	0.6388	0.6507	6.4256	0.4432	0.5338	1.1855
name[The Mill], eatType[pub], food[English], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a child friendly english pub in the riverside area near Raja Indian Cuisine. It has a high price range.	0.7011	0.7158	6.3700	0.4696	0.5588	1.7787
name[The Mill], eatType[pub], food[English], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Mill is a pub providing english food in the less than £20 price range. It is located in the city centre near Raja Indian Cuisine. It is not family-friendly.	0.5623	0.5772	5.0683	0.4361	0.6469	0.6266
name[The Mill], eatType[pub], food[English], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a family-friendly pub serving english food in the less than £20 price range. It is located in the city centre near Raja Indian Cuisine.	0.5582	0.5774	6.1700	0.4545	0.6444	1.4955
name[The Mill], eatType[pub], food[English], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Mill is an english pub near Raja Indian Cuisine in the riverside area. It is not family-friendly and has a price range of less than £20.	0.4143	0.4352	5.5577	0.4219	0.6213	1.2047
name[The Mill], eatType[pub], food[English], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a family friendly pub that serves english food for less than £20 near Raja Indian Cuisine in the riverside area.	0.7073	0.7220	6.8997	0.4091	0.7229	1.3605
name[The Mill], eatType[pub], food[English], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Mill is a pub providing english food in the moderate price range. It is located in the city centre near Raja Indian Cuisine. It is not kids friendly.	0.5712	0.5879	6.0086	0.4746	0.5571	1.6838
name[The Mill], eatType[pub], food[English], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a kid-friendly pub serving english food in the moderate price range. It is located near Raja Indian Cuisine in the city centre.	0.6909	0.7039	4.5755	0.4662	0.6643	1.3466
name[The Mill], eatType[pub], food[English], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Mill is a moderately priced english pub in the riverside area near Raja Indian Cuisine. It is not kid friendly.	0.6677	0.6850	5.6897	0.4393	0.6367	1.7771
name[The Mill], eatType[pub], food[English], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a moderately priced, kid friendly english pub near Raja Indian Cuisine in the riverside area.	0.5423	0.5672	5.3479	0.3908	0.6884	1.2029
name[The Mill], eatType[pub], food[English], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a child friendly english pub near Raja Indian Cuisine in the riverside area with a price range of more than £30.	0.5128	0.5347	4.9086	0.4001	0.5977	1.5654
name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a kid friendly fast food pub in the riverside area near Raja Indian Cuisine. It has a price range of £20-25.	0.6022	0.6196	5.5942	0.4420	0.5742	2.3075
name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Café Rouge]	The Mill is a fast food pub located in the city centre near Café Rouge. It is not child friendly and has a high customer rating and a price range of £20-25.	0.6314	0.6414	6.3673	0.5012	0.5954	1.9443
name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[Café Rouge]	The Mill is a kid friendly fast food restaurant located in the city centre near Café Rouge. It has a high customer rating and a price range of £20-25.	0.7643	0.7724	6.3953	0.4790	0.6593	2.7984
name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Café Rouge]	The Mill is a fast food pub in the riverside area near Café Rouge. It has a high customer rating and a price range of £20-25 and is not kid friendly.	0.2921	0.3182	3.4448	0.3426	0.5409	0.3672
name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Café Rouge]	The Mill is a kid friendly fast food pub with a price range of £20-25 and a high customer rating. It is located in the riverside area near Café Rouge.	0.4637	0.4882	6.7260	0.4298	0.5238	1.1689
name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is a kid friendly fast food pub with a price range of £20-25 and a high customer rating. It is located in the riverside area near Café Sicilia.	0.0000	0.0817	1.8963	0.1958	0.3018	0.6787
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a cheap, family friendly fast food pub in the riverside area near Raja Indian Cuisine.	0.2981	0.3502	4.1363	0.3886	0.5000	1.6916
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]	The Mill is a cheap, highly rated, non-family-friendly italian pub in the city centre near Café Sicilia.	0.4847	0.5038	2.8555	0.2891	0.5633	0.5318
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Mill is a cheap, family-friendly fast food restaurant located in the city centre near Café Sicilia. It has a customer rating of 5 out of 5.	0.8736	0.8784	6.9950	0.4580	0.7407	3.6406
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Café Sicilia]	The Mill is a cheap fast food restaurant located near Café Sicilia. It is not family-friendly and has a customer rating of 5 out of 5.	0.6464	0.6611	5.1624	0.3790	0.7346	1.3774
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is a cheap, family friendly fast food restaurant with a 5 out of 5 customer rating. It is located in riverside near Café Sicilia.	0.6113	0.6263	7.1711	0.3949	0.6586	1.1124
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no], near[Café Sicilia]	The Mill is a cheap fast food pub with an average customer rating. It is located in the city centre near Café Sicilia and is not family-friendly.	0.6468	0.6611	6.2091	0.4509	0.7485	1.4248
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Mill is a cheap, family-friendly fast food pub located in the city centre near Café Sicilia.	0.5669	0.5921	3.8020	0.4282	0.6329	1.5481
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no], near[Café Sicilia]	The Mill is a cheap fast food restaurant near Café Sicilia in the riverside area. It has an average customer rating and is not family-friendly.	0.4739	0.5007	5.7563	0.4298	0.6000	2.9339
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is a cheap, family friendly, fast food restaurant with an average customer rating. It is located in the riverside area near Café Sicilia.	0.6678	0.6816	6.9412	0.4043	0.7844	1.4181
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]	The Mill is a fast food pub located in the city centre near Café Sicilia. It has a high price range and a customer rating of 1 out of 5 and is not child friendly.	0.6592	0.6696	5.6930	0.5446	0.8272	2.5978
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Mill is a fast food pub located in the city centre near Café Sicilia. It is child friendly and has a customer rating of 1 out of 5.	0.5051	0.5275	5.6846	0.4098	0.5964	2.1169
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Café Sicilia]	The Mill is a fast food restaurant near Café Sicilia in the riverside area. It is not child friendly and has a high price range and a customer rating of 1 out of 5.	0.5108	0.5277	5.5589	0.4472	0.5895	1.1271
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is a fast food restaurant in the riverside area near Café Sicilia. It is child friendly and has a customer rating of 1 out of 5 and a high price range.	0.6256	0.6386	6.6457	0.4319	0.5668	1.0433
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[Café Sicilia]	The Mill is a fast food pub located in the city centre near Café Sicilia. It is not child friendly and has a high price range and an average customer rating.	0.5431	0.5571	6.7318	0.4345	0.5381	1.5563
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Mill is a children friendly fast food restaurant in the city centre near Café Sicilia. It has a high price range and an average customer rating.	0.3458	0.3788	5.6711	0.3607	0.5968	1.2929
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[average], area[riverside], familyFriendly[no], near[Café Sicilia]	The Mill is a fast food restaurant near Café Sicilia in the riverside area. It is not child friendly and has a high price range and an average customer rating.	0.4548	0.4773	4.8119	0.5039	0.6454	1.2219
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is a children friendly fast food restaurant with a high price range and an average customer rating. It is located in the riverside area near Café Sicilia.	0.6696	0.6816	6.5539	0.4645	0.7345	1.2415
name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Café Sicilia]	The Mill is a fast food pub with a price range of less than £20 near Café Sicilia in the city centre. It is not family-friendly and has a low customer rating.	0.8692	0.8734	6.3845	0.5310	0.6685	2.5933
name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Mill is a family-friendly fast food restaurant located in the city centre near Café Sicilia. It has a low customer rating and a price range of less than £20.	0.7037	0.7138	5.7605	0.4515	0.7378	3.2342
name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Café Sicilia]	The Mill is a cheap fast food pub located near the Café Sicilia. It is not family-friendly and has a low customer rating.	0.8125	0.8210	6.4644	0.4066	0.8350	1.4697
name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is a family friendly pub that serves fast food. It has a low customer rating and a price range of less than £20. It is located in the riverside area near Café Sicilia.	0.6697	0.6800	6.8739	0.4291	0.5962	0.9198
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]	The Mill is a fast food pub located in the city centre near Café Sicilia. It has a moderate price range and a customer rating of 1 out of 5. It is not kid friendly.	0.7994	0.8053	6.7254	0.4977	0.6571	3.0882
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Mill is a kid friendly fast food pub in the city centre near Café Sicilia. It has a moderate price range and a customer rating of 1 out of 5.	0.6360	0.6478	5.9756	0.4667	0.8418	1.5331
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Café Sicilia]	The Mill is a fast food restaurant located in the riverside area near Café Sicilia. It is not kid friendly and has a moderate price range and a customer rating of 1 out of 5.	0.5746	0.5881	5.8222	0.3761	0.5726	0.9965
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is a fast food restaurant located in the riverside area near Café Sicilia. It is kid friendly and has a moderate price range and a customer rating of 1 out of 5.	0.6017	0.6150	6.3858	0.4245	0.6005	0.6472
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]	The Mill is a fast food pub located near Café Sicilia. It is not kid friendly and has a moderate price range and a customer rating of 3 out of 5.	0.6159	0.6297	6.2830	0.4244	0.6983	1.7255
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Mill is a kid friendly fast food restaurant in the city centre near Café Sicilia. It has a moderate price range and a customer rating of 3 out of 5.	0.5130	0.5299	5.1440	0.3745	0.6097	1.9565
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Café Sicilia]	The Mill is a fast food pub located near Café Sicilia in the riverside area. It is not kid friendly and has a moderate price range and a customer rating of 3 out of 5.	0.4870	0.5031	5.6114	0.4358	0.5005	1.8947
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is a fast food restaurant located near Café Sicilia in the riverside area. It is kid friendly and has a moderate price range and a customer rating of 3 out of 5.	0.2418	0.2704	3.7058	0.3265	0.4431	1.2621
name[The Mill], eatType[restaurant], food[English], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a children friendly english restaurant in the riverside area near Raja Indian Cuisine. It has a high price range.	0.7304	0.7434	6.2622	0.4754	0.5747	1.7590
name[The Mill], eatType[restaurant], food[English], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[Café Rouge]	The Mill is an english restaurant near Café Rouge in the riverside area. It is child friendly and has an average customer rating and a high price range.	0.7707	0.7793	6.6961	0.4615	0.6854	2.5643
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Mill is a restaurant providing english food in the less than £20 price range. It is located in the city centre near Raja Indian Cuisine.	0.6043	0.6205	5.3472	0.3864	0.6900	1.0602
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a family-friendly english restaurant in the city centre near Raja Indian Cuisine. It has a price range of less than £20.	0.7758	0.7855	6.1150	0.4552	0.7196	1.4869
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Mill is a non-family-friendly english restaurant with a price range of less than £20 near Raja Indian Cuisine in the riverside area.	0.5710	0.5930	5.2995	0.4237	0.5367	1.0265
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a family friendly restaurant that serves english food for less than £20 near Raja Indian Cuisine in the riverside area.	0.7073	0.7220	6.8997	0.4091	0.7229	1.3601
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Café Rouge]	The Mill is a restaurant providing english food in the less than £20 price range. It is located in the city centre near Café Rouge. It is not family-friendly and has a low customer rating.	0.5978	0.6094	5.1041	0.4132	0.6778	0.4685
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Café Rouge]	The Mill is a family-friendly restaurant providing english food in the less than £20 price range. It is located in the city centre near Café Rouge.	0.6852	0.6962	5.3773	0.4186	0.6742	2.0407
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Café Rouge]	The Mill is a non-family-friendly english restaurant in the riverside area near Café Rouge. It has a low customer rating and a price range of less than £20.	0.4176	0.4433	5.2308	0.3877	0.5016	0.9217
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Café Rouge]	The Mill is a family friendly restaurant that serves english food for less than £20 near Café Rouge in the riverside area and has a low customer rating.	0.7355	0.7445	6.7460	0.4394	0.6622	1.7663
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Mill is a restaurant providing english food in the moderate price range. It is located in the city centre near Raja Indian Cuisine. It is not kids friendly.	0.5712	0.5879	6.0086	0.4746	0.5571	1.7015
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a restaurant providing english food in the moderate price range. It is located in the city centre near Raja Indian Cuisine and is kids friendly.	0.5683	0.5842	5.2503	0.4659	0.6479	1.2614
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Mill is a moderately priced english restaurant near Raja Indian Cuisine in the riverside area. It is not kids friendly.	0.4917	0.5238	5.3477	0.4132	0.5173	1.6327
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a moderately priced, kid friendly english restaurant in the riverside area near Raja Indian Cuisine.	0.6139	0.6324	5.0559	0.3793	0.7081	1.1756
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Café Rouge]	The Mill is a restaurant providing english food in the moderate price range. It is located in the city centre near Café Rouge. It is not child friendly and has a customer rating of 1 out of 5.	0.6856	0.6934	6.0791	0.4761	0.6293	2.3381
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Café Rouge]	The Mill is a restaurant providing english food in the moderate price range. It is located in the city centre near Café Rouge. It has a customer rating of 1 out of 5 and is kid friendly.	0.5796	0.5919	5.3473	0.4079	0.5467	0.6328
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Café Rouge]	The Mill is a restaurant providing english food in the moderate price range. It is located in the riverside area near Café Rouge. Its customer rating is 1 out of 5.	0.5271	0.5444	5.8491	0.3988	0.4643	2.5747
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Café Rouge]	The Mill is an english restaurant in the riverside area near Café Rouge. It has a moderate price range and a customer rating of 1 out of 5. It is kid friendly.	0.6744	0.6817	7.2703	0.4311	0.5902	1.3782
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Café Rouge]	The Mill is a restaurant providing english food in the moderate price range. It is located in the city centre near Café Rouge. Its customer rating is 3 out of 5.	0.5265	0.5389	5.3181	0.4029	0.5695	1.8182
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Café Rouge]	The Mill is a restaurant providing english food in the moderate price range. It has a customer rating of 3 out of 5. It is located in the city centre near the Café Rouge and is kid friendly.	0.4309	0.4485	4.8671	0.3929	0.4808	0.9394
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Café Rouge]	The Mill is a restaurant providing english food in the moderate price range. It is located in the riverside area near Café Rouge. It is not kids friendly and has a customer rating of 3 out of 5.	0.3848	0.4075	5.6332	0.4512	0.5926	0.8989
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Café Rouge]	The Mill is an english restaurant in the riverside area near Café Rouge. It is kid friendly and has a moderate price range and a customer rating of 3 out of 5.	0.6189	0.6328	6.7781	0.4084	0.5625	1.8004
name[The Mill], eatType[restaurant], food[English], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a children friendly english restaurant in the riverside area near Raja Indian Cuisine. It has a price range of more than £30.	0.6027	0.6204	5.8257	0.4090	0.6622	1.7500
name[The Mill], eatType[restaurant], food[English], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[no], near[Café Rouge]	The Mill is a restaurant providing english food in the more than £30 price range. It is located in the city centre. It is near Café Rouge. Its customer rating is high.	0.2746	0.3098	4.7978	0.3658	0.5061	1.2957
name[The Mill], eatType[restaurant], food[English], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[Café Rouge]	The Mill is a children friendly english restaurant located in the city centre near Café Rouge. It has a high customer rating and a price range of more than £30.	0.6367	0.6491	6.3702	0.4863	0.7284	2.0573
name[The Mill], eatType[restaurant], food[English], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[Café Rouge]	The Mill is a restaurant providing english food in the more than £30 price range. It is located in the riverside. It is near Café Rouge. Its customer rating is high.	0.3060	0.3366	5.0534	0.3771	0.4139	1.7253
name[The Mill], eatType[restaurant], food[English], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Café Rouge]	The Mill is a child friendly restaurant that serves english food. It has a high customer rating and a price range of more than £30. It is located near Café Rouge in the riverside area.	0.6994	0.7088	6.5535	0.4633	0.6262	0.6216
name[The Mill], eatType[restaurant], food[Fast food], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a kid friendly fast food restaurant in riverside near Raja Indian Cuisine. It has a price range of £20-25.	0.7194	0.7324	6.0392	0.4611	0.5958	2.0957
name[The Mill], eatType[restaurant], food[Fast food], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a cheap, family friendly fast food restaurant in riverside near Raja Indian Cuisine.	0.3330	0.3811	4.0646	0.4048	0.4863	1.5426
name[The Phoenix], eatType[pub], food[Fast food], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a cheap, family friendly fast food pub in riverside near Raja Indian Cuisine.	0.6561	0.6805	4.9222	0.4483	0.7266	1.8119
name[The Phoenix], eatType[pub], food[Fast food], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix is a fast food pub located in the city centre near Raja Indian Cuisine. It is not child friendly and has a high price range.	0.5775	0.5933	5.0108	0.4245	0.5093	1.4745
name[The Phoenix], eatType[pub], food[Fast food], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a child friendly fast food pub in the city centre near Raja Indian Cuisine. It has a high price range.	0.6337	0.6497	5.5246	0.5272	0.6359	3.3291
name[The Phoenix], eatType[pub], food[Fast food], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix is a fast food pub located near Raja Indian Cuisine in the riverside area. It is not child friendly and has a high price range.	0.6020	0.6191	5.9266	0.4923	0.5853	1.6343
name[The Phoenix], eatType[pub], food[Fast food], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a child friendly fast food pub in riverside near Raja Indian Cuisine. It has a high price range.	0.6800	0.6978	7.3275	0.5483	0.8047	2.0312
name[The Phoenix], eatType[pub], food[Fast food], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix is a fast food pub located in the city centre near Raja Indian Cuisine. It is not family-friendly and has a price range of less than £20.	0.6087	0.6229	5.1710	0.4460	0.6425	1.7667
name[The Phoenix], eatType[pub], food[Fast food], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a family-friendly fast food pub in the city centre near Raja Indian Cuisine. It has a price range of less than £20.	0.5356	0.5574	5.3793	0.4681	0.5887	1.7051
name[The Phoenix], eatType[pub], food[Fast food], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix is a fast food pub near Raja Indian Cuisine in the riverside area. It is not family-friendly and has a price range of less than £20.	0.4106	0.4391	5.0917	0.4531	0.5892	1.0899
name[The Phoenix], eatType[pub], food[Fast food], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a family friendly fast food pub near Raja Indian Cuisine in the riverside area. It has a price range of less than £20.	0.5009	0.5234	6.5782	0.4226	0.6065	0.6247
name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix is a fast food pub located in the city centre near Raja Indian Cuisine. It is not child friendly and has a moderate price range.	0.4960	0.5156	5.4388	0.4232	0.6284	1.1125
name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a kid friendly fast food pub in the city centre near Raja Indian Cuisine. It has a moderate price range.	0.6929	0.7079	6.0877	0.4993	0.7017	3.0290
name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix is a fast food pub near Raja Indian Cuisine in the riverside area. It is not child friendly and has a moderate price range.	0.7696	0.7791	6.1804	0.5412	0.9052	3.4439
name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a moderately priced, kid friendly fast food pub in the riverside area near Raja Indian Cuisine.	0.5766	0.6023	6.3836	0.4893	0.7909	1.7452
name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Phoenix is a fast food restaurant located near Café Sicilia in the riverside area. It is kid friendly and has a moderate price range and a customer rating of 3 out of 5.	0.8300	0.8343	7.1202	0.4626	0.7447	1.9666
name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a children friendly fast food pub in riverside near Raja Indian Cuisine. It has a price range of more than £30.	0.6400	0.6499	5.4037	0.4481	0.7097	2.3142
name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[no], near[Café Sicilia]	The Phoenix is a fast food pub located in the city centre near Café Sicilia. It has a high customer rating and a price range of more than £30. It is not child friendly.	0.5526	0.5655	5.5783	0.4227	0.6240	2.1003
name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Phoenix is a children friendly fast food pub with a high customer rating. It is located in the city centre near Café Sicilia.	0.3920	0.4250	5.4156	0.4093	0.5169	1.4977
name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[Café Sicilia]	The Phoenix is a fast food restaurant located in the riverside area near Café Sicilia. It is not child friendly and has a high customer rating.	0.3987	0.4269	5.2544	0.3371	0.5151	1.2470
name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Phoenix is a children friendly fast food pub near the Café Sicilia. It has a high customer rating and a price range of more than £30.	0.5419	0.5625	6.5019	0.4338	0.5629	1.1621
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a kid friendly french pub in the riverside area near Raja Indian Cuisine with a price range of £20-25.	0.8958	0.9004	6.5763	0.5110	0.8842	2.6006
