MR	output
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[All Bar One]	The Cricketers is a more than £30 restaurant that serves Chinese food. Yes it is kids-friendly. It has a high customer rating and is located in the city centre area near All Bar One.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[All Bar One]	More than £30 Chinese food for adults can be found at The Cricketers restaurant, near All Bar One in the riverside area. High ratings.
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[All Bar One]	More than £30 Chinese food for all the family can be found at The Cricketers restaurant, near All Bar One, in the riverside area. High ratings.
name[The Cricketers], eatType[restaurant], food[English], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[All Bar One]	The Cricketers, located near All Bar One in the city centre area, is a not kid-friendly restaurant. The Cricketers serves £20-25 English food and has a high customer rating.
name[The Cricketers], eatType[restaurant], food[English], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[All Bar One]	For a child-friendly, high-rated restaurant serving English, try The Cricketers, in the city centre area, near All Bar One.
name[The Cricketers], eatType[restaurant], food[English], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[All Bar One]	The Cricketers is a £20-25 restaurant that serves English food. It is not children-friendly and has a high customer rating. It is located in the riverside area near All Bar One.
name[The Cricketers], eatType[restaurant], food[English], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[All Bar One]	The Cricketers is a £20-25 restaurant that serves English food. Yes it is kids-friendly. It has a high customer rating and is located in the riverside area near All Bar One.
name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Café Rouge]	The Cricketers is by Café Rouge, in the city centre area. With a 5 out of 5 rating and an adult-only environment, you can get English food at this restaurant.
name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Café Rouge]	The Cricketers is a cheap restaurant that serves English food. Yes it is kids-friendly. Its customer rating is 5 out of 5. It is located in the city centre area near Café Rouge.
name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Café Rouge]	The Cricketers is a cheap restaurant that serves English food. It is not children-friendly and has a rating of 5 out of 5. It is located in the riverside area near Café Rouge.
name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Café Rouge]	There is a 5 out of 5 stars cheap family-friendly restaurant The Cricketers near Café Rouge in the riverside area. It offers English food.
name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no], near[Café Rouge]	Cheap English food for adults can be found at The Cricketers restaurant, near Café Rouge in the city centre area. Average ratings.
name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[yes], near[Café Rouge]	Cheap English food for all the family can be found at The Cricketers restaurant, near Café Rouge, in the city centre area. Average ratings.
name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no], near[Café Rouge]	The Cricketers, located near Café Rouge in the riverside area, is a not kid-friendly restaurant. The Cricketers serves cheap English food and has an average customer rating.
name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[Café Rouge]	For a child-friendly, average-rated restaurant serving English, try The Cricketers, in the riverside area, near Café Rouge.
name[The Cricketers], eatType[restaurant], food[English], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Café Rouge]	The Cricketers, located near Café Rouge in the city centre area, is a not kid-friendly restaurant. The Cricketers serves high English food and has a customer rating of 1 out of 5.
name[The Cricketers], eatType[restaurant], food[English], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Café Rouge]	The Cricketers, located near Café Rouge in the city centre area, is a kid-friendly restaurant. The Cricketers serves high English food and has a customer rating of 1 out of 5.
name[The Cricketers], eatType[restaurant], food[English], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Café Rouge]	The Cricketers is by Café Rouge, in the riverside area. With a 1 out of 5 rating and an adult-only environment, you can get English food at this restaurant.
name[The Cricketers], eatType[restaurant], food[English], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Café Rouge]	The Cricketers is a high restaurant that serves English food. Yes it is kids-friendly. Its customer rating is 1 out of 5. It is located in the riverside area near Café Rouge.
name[The Cricketers], eatType[restaurant], food[English], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[Café Rouge]	The Cricketers is a high restaurant that serves English food. It is not children-friendly and has an average customer rating. It is located in the city centre area near Café Rouge.
name[The Cricketers], eatType[restaurant], food[English], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes], near[Café Rouge]	The Cricketers is a high restaurant that serves English food. Yes it is kids-friendly. It has an average customer rating and is located in the city centre area near Café Rouge.
name[The Cricketers], eatType[restaurant], food[English], priceRange[high], customer rating[average], area[riverside], familyFriendly[no], near[Café Rouge]	High English food for adults can be found at The Cricketers restaurant, near Café Rouge in the riverside area. Average ratings.
name[The Mill], eatType[pub], food[English], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill pub is a family-friendly place that provides English food. It is high and close to Raja Indian Cuisine.
name[The Mill], eatType[pub], food[English], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	In the city centre area, near Raja Indian Cuisine, is The Mill pub, which has less than £20 English and is not family-friendly.
name[The Mill], eatType[pub], food[English], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	In the city centre area, near Raja Indian Cuisine, is The Mill pub, which has less than £20 English and is family-friendly.
name[The Mill], eatType[pub], food[English], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Mill pub is located near Raja Indian Cuisine, in the riverside area. It is less than £20 and not family-friendly.
name[The Mill], eatType[pub], food[English], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	Family-friendly and less than £20, The Mill pub is located near Raja Indian Cuisine, in the riverside area.
name[The Mill], eatType[pub], food[English], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	In the city centre area, near Raja Indian Cuisine, is The Mill pub, which has moderate English and is not family-friendly.
name[The Mill], eatType[pub], food[English], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill pub is a family-friendly place that provides English food. It is moderate and close to Raja Indian Cuisine.
name[The Mill], eatType[pub], food[English], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Mill pub is located near Raja Indian Cuisine, in the riverside area. It is moderate and not family-friendly.
name[The Mill], eatType[pub], food[English], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	In the riverside area, near Raja Indian Cuisine, is The Mill pub, which has moderate English and is family-friendly.
name[The Mill], eatType[pub], food[English], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	Family-friendly and more than £30, The Mill pub is located near Raja Indian Cuisine, in the riverside area.
name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill pub is a family-friendly place that provides fast food. It is £20-25 and close to Raja Indian Cuisine.
name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Café Rouge]	The Mill, located near Café Rouge in the city centre area, is a not kid-friendly pub. The Mill serves £20-25 fast food and has a high customer rating.
name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[Café Rouge]	£20-25 fast food for all the family can be found at The Mill pub, near Café Rouge, in the city centre area. High ratings.
name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Café Rouge]	The Mill is a £20-25 pub that serves fast food. It is not children-friendly and has a high customer rating. It is located in the riverside area near Café Rouge.
name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Café Rouge]	For a child-friendly, high-rated pub serving Fast food, try The Mill, in the riverside area, near Café Rouge.
name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is a £20-25 pub that serves fast food. Yes it is kids-friendly. It has a high customer rating and is located in the riverside area near Café Sicilia.
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	In the riverside area, near Raja Indian Cuisine, is The Mill pub, which has cheap Fast food and is family-friendly.
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]	The Mill is a cheap pub that serves fast food. It is not children-friendly and has a rating of 5 out of 5. It is located in the city centre area near Café Sicilia.
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Café Sicilia]	There is a 5 out of 5 stars cheap family-friendly pub The Mill near Café Sicilia in the city centre area. It offers fast food.
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Café Sicilia]	The Mill, located near Café Sicilia in the riverside area, is a not kid-friendly pub. The Mill serves cheap fast food and has a customer rating of 5 out of 5.
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill, located near Café Sicilia in the riverside area, is a kid-friendly pub. The Mill serves cheap fast food and has a customer rating of 5 out of 5.
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no], near[Café Sicilia]	Cheap fast food for adults can be found at The Mill pub, near Café Sicilia in the city centre area. Average ratings.
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[yes], near[Café Sicilia]	Cheap fast food for all the family can be found at The Mill pub, near Café Sicilia, in the city centre area. Average ratings.
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no], near[Café Sicilia]	The Mill, located near Café Sicilia in the riverside area, is a not kid-friendly pub. The Mill serves cheap fast food and has an average customer rating.
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[Café Sicilia]	For a child-friendly, average-rated pub serving Fast food, try The Mill, in the riverside area, near Café Sicilia.
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]	The Mill is by Café Sicilia, in the city centre area. With a 1 out of 5 rating and an adult-only environment, you can get fast food at this pub.
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Mill is a high pub that serves fast food. Yes it is kids-friendly. Its customer rating is 1 out of 5. It is located in the city centre area near Café Sicilia.
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Café Sicilia]	The Mill is a high pub that serves fast food. It is not children-friendly and has a rating of 1 out of 5. It is located in the riverside area near Café Sicilia.
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]	There is a 1 out of 5 stars high family-friendly pub The Mill near Café Sicilia in the riverside area. It offers fast food.
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[Café Sicilia]	The Mill is a high pub that serves fast food. It is not children-friendly and has an average customer rating. It is located in the city centre area near Café Sicilia.
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Mill is a high pub that serves fast food. Yes it is kids-friendly. It has an average customer rating and is located in the city centre area near Café Sicilia.
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[average], area[riverside], familyFriendly[no], near[Café Sicilia]	High fast food for adults can be found at The Mill pub, near Café Sicilia in the riverside area. Average ratings.
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[Café Sicilia]	High fast food for all the family can be found at The Mill pub, near Café Sicilia, in the riverside area. Average ratings.
name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Café Sicilia]	The Mill, located near Café Sicilia in the city centre area, is a not kid-friendly pub. The Mill serves less than £20 fast food and has a low customer rating.
name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Café Sicilia]	For a child-friendly, low-rated pub serving Fast food, try The Mill, in the city centre area, near Café Sicilia.
name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Café Sicilia]	The Mill is a less than £20 pub that serves fast food. It is not children-friendly and has a low customer rating. It is located in the riverside area near Café Sicilia.
name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is a less than £20 pub that serves fast food. Yes it is kids-friendly. It has a low customer rating and is located in the riverside area near Café Sicilia.
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]	The Mill, located near Café Sicilia in the city centre area, is a not kid-friendly pub. The Mill serves moderate fast food and has a customer rating of 1 out of 5.
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Mill, located near Café Sicilia in the city centre area, is a kid-friendly pub. The Mill serves moderate fast food and has a customer rating of 1 out of 5.
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Café Sicilia]	The Mill is by Café Sicilia, in the riverside area. With a 1 out of 5 rating and an adult-only environment, you can get fast food at this pub.
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is a moderate pub that serves fast food. Yes it is kids-friendly. Its customer rating is 1 out of 5. It is located in the riverside area near Café Sicilia.
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]	The Mill is a moderate pub that serves fast food. It is not children-friendly and has a rating of 3 out of 5. It is located in the city centre area near Café Sicilia.
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Café Sicilia]	There is a 3 out of 5 stars moderate family-friendly pub The Mill near Café Sicilia in the city centre area. It offers fast food.
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Café Sicilia]	The Mill, located near Café Sicilia in the riverside area, is a not kid-friendly pub. The Mill serves moderate fast food and has a customer rating of 3 out of 5.
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill, located near Café Sicilia in the riverside area, is a kid-friendly pub. The Mill serves moderate fast food and has a customer rating of 3 out of 5.
name[The Mill], eatType[restaurant], food[English], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	Family-friendly and high, The Mill restaurant is located near Raja Indian Cuisine, in the riverside area.
name[The Mill], eatType[restaurant], food[English], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[Café Rouge]	High English food for all the family can be found at The Mill restaurant, near Café Rouge, in the riverside area. Average ratings.
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	In the city centre area, near Raja Indian Cuisine, is The Mill restaurant, which has less than £20 English and is not family-friendly.
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill restaurant is a family-friendly place that provides English food. It is less than £20 and close to Raja Indian Cuisine.
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Mill restaurant is located near Raja Indian Cuisine, in the riverside area. It is less than £20 and not family-friendly.
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	In the riverside area, near Raja Indian Cuisine, is The Mill restaurant, which has less than £20 English and is family-friendly.
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Café Rouge]	Less than £20 English food for adults can be found at The Mill restaurant, near Café Rouge in the city centre area. Low ratings.
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Café Rouge]	For a child-friendly, low-rated restaurant serving English, try The Mill, in the city centre area, near Café Rouge.
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Café Rouge]	The Mill, located near Café Rouge in the riverside area, is a not kid-friendly restaurant. The Mill serves less than £20 English food and has a low customer rating.
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Café Rouge]	The Mill is a less than £20 restaurant that serves English food. Yes it is kids-friendly. It has a low customer rating and is located in the riverside area near Café Rouge.
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	In the city centre area, near Raja Indian Cuisine, is The Mill restaurant, which has moderate English and is not family-friendly.
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	Family-friendly and moderate, The Mill restaurant is located near Raja Indian Cuisine, in the city centre area.
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Mill restaurant is located near Raja Indian Cuisine, in the riverside area. It is moderate and not family-friendly.
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill restaurant is a family-friendly place that provides English food. It is moderate and close to Raja Indian Cuisine.
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Café Rouge]	The Mill is by Café Rouge, in the city centre area. With a 1 out of 5 rating and an adult-only environment, you can get English food at this restaurant.
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Café Rouge]	The Mill is a moderate restaurant that serves English food. Yes it is kids-friendly. Its customer rating is 1 out of 5. It is located in the city centre area near Café Rouge.
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Café Rouge]	The Mill is a moderate restaurant that serves English food. It is not children-friendly and has a rating of 1 out of 5. It is located in the riverside area near Café Rouge.
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Café Rouge]	There is a 1 out of 5 stars moderate family-friendly restaurant The Mill near Café Rouge in the riverside area. It offers English food.
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Café Rouge]	The Mill, located near Café Rouge in the city centre area, is a not kid-friendly restaurant. The Mill serves moderate English food and has a customer rating of 3 out of 5.
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Café Rouge]	The Mill, located near Café Rouge in the city centre area, is a kid-friendly restaurant. The Mill serves moderate English food and has a customer rating of 3 out of 5.
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Café Rouge]	The Mill is by Café Rouge, in the riverside area. With a 3 out of 5 rating and an adult-only environment, you can get English food at this restaurant.
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Café Rouge]	The Mill is a moderate restaurant that serves English food. Yes it is kids-friendly. Its customer rating is 3 out of 5. It is located in the riverside area near Café Rouge.
name[The Mill], eatType[restaurant], food[English], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	In the riverside area, near Raja Indian Cuisine, is The Mill restaurant, which has more than £30 English and is family-friendly.
name[The Mill], eatType[restaurant], food[English], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[no], near[Café Rouge]	The Mill is a more than £30 restaurant that serves English food. It is not children-friendly and has a high customer rating. It is located in the city centre area near Café Rouge.
name[The Mill], eatType[restaurant], food[English], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[Café Rouge]	More than £30 English food for all the family can be found at The Mill restaurant, near Café Rouge, in the city centre area. High ratings.
name[The Mill], eatType[restaurant], food[English], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[Café Rouge]	More than £30 English food for adults can be found at The Mill restaurant, near Café Rouge in the riverside area. High ratings.
name[The Mill], eatType[restaurant], food[English], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Café Rouge]	For a child-friendly, high-rated restaurant serving English, try The Mill, in the riverside area, near Café Rouge.
name[The Mill], eatType[restaurant], food[Fast food], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	Family-friendly and £20-25, The Mill restaurant is located near Raja Indian Cuisine, in the riverside area.
name[The Mill], eatType[restaurant], food[Fast food], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill restaurant is a family-friendly place that provides fast food. It is cheap and close to Raja Indian Cuisine.
name[The Phoenix], eatType[pub], food[Fast food], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	In the riverside area, near Raja Indian Cuisine, is The Phoenix pub, which has cheap Fast food and is family-friendly.
name[The Phoenix], eatType[pub], food[Fast food], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	In the city centre area, near Raja Indian Cuisine, is The Phoenix pub, which has high Fast food and is not family-friendly.
name[The Phoenix], eatType[pub], food[Fast food], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	Family-friendly and high, The Phoenix pub is located near Raja Indian Cuisine, in the city centre area.
name[The Phoenix], eatType[pub], food[Fast food], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix pub is located near Raja Indian Cuisine, in the riverside area. It is high and not family-friendly.
name[The Phoenix], eatType[pub], food[Fast food], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix pub is a family-friendly place that provides fast food. It is high and close to Raja Indian Cuisine.
name[The Phoenix], eatType[pub], food[Fast food], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	In the city centre area, near Raja Indian Cuisine, is The Phoenix pub, which has less than £20 Fast food and is not family-friendly.
name[The Phoenix], eatType[pub], food[Fast food], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	In the city centre area, near Raja Indian Cuisine, is The Phoenix pub, which has less than £20 Fast food and is family-friendly.
name[The Phoenix], eatType[pub], food[Fast food], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix pub is located near Raja Indian Cuisine, in the riverside area. It is less than £20 and not family-friendly.
name[The Phoenix], eatType[pub], food[Fast food], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	Family-friendly and less than £20, The Phoenix pub is located near Raja Indian Cuisine, in the riverside area.
name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	In the city centre area, near Raja Indian Cuisine, is The Phoenix pub, which has moderate Fast food and is not family-friendly.
name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix pub is a family-friendly place that provides fast food. It is moderate and close to Raja Indian Cuisine.
name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix pub is located near Raja Indian Cuisine, in the riverside area. It is moderate and not family-friendly.
name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	In the riverside area, near Raja Indian Cuisine, is The Phoenix pub, which has moderate Fast food and is family-friendly.
name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]	There is a 3 out of 5 stars moderate family-friendly pub The Phoenix near Café Sicilia in the riverside area. It offers fast food.
name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	Family-friendly and more than £30, The Phoenix pub is located near Raja Indian Cuisine, in the riverside area.
name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[no], near[Café Sicilia]	The Phoenix, located near Café Sicilia in the city centre area, is a not kid-friendly pub. The Phoenix serves more than £30 fast food and has a high customer rating.
name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Phoenix is a more than £30 pub that serves fast food. Yes it is kids-friendly. It has a high customer rating and is located in the city centre area near Café Sicilia.
name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[Café Sicilia]	The Phoenix is a more than £30 pub that serves fast food. It is not children-friendly and has a high customer rating. It is located in the riverside area near Café Sicilia.
name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Café Sicilia]	More than £30 fast food for all the family can be found at The Phoenix pub, near Café Sicilia, in the riverside area. High ratings.
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix pub is a family-friendly place that provides French food. It is £20-25 and close to Raja Indian Cuisine.
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]	The Phoenix is a £20-25 pub that serves French food. It is not children-friendly and has a rating of 3 out of 5. It is located in the city centre area near Café Sicilia.
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Phoenix, located near Café Sicilia in the city centre area, is a kid-friendly pub. The Phoenix serves £20-25 French food and has a customer rating of 3 out of 5.
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Café Sicilia]	The Phoenix, located near Café Sicilia in the riverside area, is a not kid-friendly pub. The Phoenix serves £20-25 French food and has a customer rating of 3 out of 5.
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Phoenix is a £20-25 pub that serves French food. Yes it is kids-friendly. Its customer rating is 3 out of 5. It is located in the riverside area near Café Sicilia.
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]	There is a 3 out of 5 stars £20-25 family-friendly pub The Phoenix near Crowne Plaza Hotel in the riverside area. It offers French food.
