name[Blue Spice], eatType[coffee shop], area[city centre]	Blue Spice is a coffee shop located in the city centre.
name[The Cricketers], eatType[restaurant], food[English], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[All Bar One]	The Cricketers is an English restaurant in the city centre near All Bar One it has a price range of more than £30 and has a high customer rating is kid friendly.
name[The Cricketers], eatType[restaurant], food[English], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[All Bar One]	The Cricketers is an English restaurant in the riverside near All Bar One it has a price range of 20-25 and has a high customer rating it is not kid friendly.
name[The Cricketers], eatType[restaurant], food[English], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[All Bar One]	The Cricketers is an English restaurant in the riverside near All Bar One it has a price range of 20-25 and has a high customer rating is kid friendly.
name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Café Rouge]	The Cricketers is a cheap English restaurant located near Café Rouge in the city centre it is not family friendly and has a customer rating of 5 out of 5.
name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Café Rouge]	The Cricketers is a cheap family friendly English restaurant in the city centre near Café Rouge it has a customer rating of 5 out of 5.
name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Café Rouge]	The Cricketers is a cheap English restaurant in riverside near Café Rouge it has a customer rating of 5 out of 5 is not family friendly.
name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Café Rouge]	The Cricketers is a cheap family friendly English restaurant in riverside near Café Rouge and has a customer rating of 5 out of 5.
name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no], near[Café Rouge]	The Cricketers is a cheap English restaurant located near Café Rouge in the city centre it has an average customer rating and is not family friendly.
name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[yes], near[Café Rouge]	The Cricketers is a cheap family friendly English restaurant in the city centre near Café Rouge it has an average customer rating.
name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no], near[Café Rouge]	The Cricketers is a cheap English restaurant in riverside near Café Rouge it has an average customer rating and is not family friendly.
name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[Café Rouge]	The Cricketers is a cheap family friendly English restaurant in riverside near Café Rouge and has an average customer rating.
name[The Cricketers], eatType[restaurant], food[English], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Café Rouge]	The Cricketers is an English restaurant in the city centre near Café Rouge it has a high price range, a 1 out of 5 and is not children friendly.
name[The Cricketers], eatType[restaurant], food[English], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Café Rouge]	The Cricketers is an English restaurant in the city centre near Café Rouge it has a high price range, is children friendly and has a customer rating of 1 out of 5.
name[The Cricketers], eatType[restaurant], food[English], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Café Rouge]	The Cricketers is an English restaurant in the riverside near Café Rouge it has a high price range and a 1 out of 5 is not children friendly.
name[The Cricketers], eatType[restaurant], food[English], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Café Rouge]	The Cricketers is an English restaurant in the riverside near Café Rouge it has a high price range and a 1 out of 5 is children friendly.
name[The Cricketers], eatType[restaurant], food[English], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[Café Rouge]	The Cricketers is an English restaurant in the city centre near Café Rouge it has a high price range, has an average customer rating and is not children friendly.
name[The Cricketers], eatType[restaurant], food[English], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes], near[Café Rouge]	The Cricketers is an English restaurant with a high price range it is near Café Rouge in the city centre it is children friendly and has an average customer rating.
name[The Cricketers], eatType[restaurant], food[English], priceRange[high], customer rating[average], area[riverside], familyFriendly[no], near[Café Rouge]	The Cricketers is an English restaurant in riverside near Café Rouge it has a high price range and has an average customer rating it is not children friendly.
name[The Mill], eatType[pub], food[English], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a high priced English pub located in riverside near Raja Indian Cuisine it is kid friendly.
name[The Mill], eatType[pub], food[English], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Mill is a low priced English pub located in the city centre near Raja Indian Cuisine it is not family friendly.
name[The Mill], eatType[pub], food[English], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a low priced English pub near Raja Indian Cuisine in the city centre it is family friendly.
name[The Mill], eatType[pub], food[English], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Mill is a low priced English pub located in riverside near Raja Indian Cuisine it is not family friendly.
name[The Mill], eatType[pub], food[English], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a low priced English pub near Raja Indian Cuisine in riverside is family friendly.
name[The Mill], eatType[pub], food[English], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Mill is a moderately priced English pub near Raja Indian Cuisine in the city centre it is not kid friendly.
name[The Mill], eatType[pub], food[English], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a moderately priced pub near Raja Indian Cuisine in the city centre it is a family friendly English food.
name[The Mill], eatType[pub], food[English], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Mill is a moderately priced pub near Raja Indian Cuisine in riverside it is not family friendly English food.
name[The Mill], eatType[pub], food[English], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a moderately priced pub near Raja Indian Cuisine in riverside it is family friendly English food.
name[The Mill], eatType[pub], food[English], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a low priced children friendly pub located in the riverside near Raja Indian Cuisine serves English food.
name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a low priced pub near Raja Indian Cuisine in riverside is family friendly Fast food.
name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Café Rouge]	The Mill is a Fast food pub in the city centre near Café Rouge it has a price range of 20-25 and has a high customer rating it is not kid friendly.
name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[Café Rouge]	The Mill is a low priced pub serving Fast food in the city centre near Café Rouge it has a high customer rating it is kid friendly.
name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Café Rouge]	The Mill is a Fast food pub in the riverside near Café Rouge it has a price range of 20-25 and has a high customer rating it is not kid friendly.
name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Café Rouge]	The Mill is a low priced pub that serves Fast food in riverside near Café Rouge and has a high customer rating it is kid friendly.
name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is a low priced pub that serves Fast food in riverside near Café Sicilia and has a high customer rating it is kid friendly.
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a cheap family friendly Fast food pub located in the riverside near Raja Indian Cuisine.
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]	The Mill is a cheap family friendly Fast food pub located in the city centre near Café Sicilia it has a customer rating of 5 out of 5.
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Mill is a cheap family friendly Fast food pub located in the city centre near Café Sicilia with a customer rating of 5 out of 5.
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Café Sicilia]	The Mill is a cheap Fast food pub located in riverside near Café Sicilia it has a customer rating of 5 out of 5 and is not family friendly.
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is a cheap family friendly Fast food pub located in the riverside near Café Sicilia and has a customer rating of 5 out of 5.
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no], near[Café Sicilia]	The Mill is a cheap Fast food pub located in the city centre with an average customer rating it is not family friendly and is near Café Sicilia.
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Mill is a cheap family friendly Fast food pub located in the city centre near Café Sicilia with an average customer rating.
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no], near[Café Sicilia]	The Mill is a cheap Fast food pub located in riverside near Café Sicilia it has an average customer rating it is not family friendly.
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is a cheap family friendly Fast food pub located in riverside near Café Sicilia and has an average customer rating.
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]	The Mill is a Fast food pub in the city centre near Café Sicilia it has a high price range and a 1 out of 5 it is not children friendly.
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Mill is a high priced Fast food pub located in the city centre near Café Sicilia it has a customer rating of 1 out of 5 and is kid friendly.
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Café Sicilia]	The Mill is a Fast food pub in the riverside near Café Sicilia it has a high price range and a 1 out of 5 it is not children friendly.
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is a high priced Fast food pub located in the riverside near Café Sicilia has a customer rating of 1 out of 5 it is kid friendly.
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[Café Sicilia]	The Mill is a Fast food pub in the city centre near Café Sicilia it has a high price range and has an average customer rating it is not children friendly.
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Mill is a high priced Fast food pub located in the city centre near Café Sicilia with an average customer rating it is children friendly.
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[average], area[riverside], familyFriendly[no], near[Café Sicilia]	The Mill is a Fast food pub in riverside near Café Sicilia it has a high price range and has an average customer rating it is not children friendly.
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is a high priced Fast food pub located in riverside near Café Sicilia has an average customer rating it is children friendly and.
name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Café Sicilia]	The Mill is a Fast food pub in the city centre near Café Sicilia it has a price range less than £20 and has a low customer rating it is not family friendly.
name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Mill is a low priced Fast food pub located in the city centre near Café Sicilia it has a low customer rating it is family friendly.
name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Café Sicilia]	The Mill is a Fast food pub in the riverside near Café Sicilia it has a price range of less than £20 and has a low customer rating it is not family friendly.
name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is a low priced Fast food pub located in the riverside near Café Sicilia it has a low customer rating it is family friendly.
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]	The Mill is a moderately priced Fast food pub located in the city centre near Café Sicilia it has a customer rating of 1 out of 5 and is not kid friendly.
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Mill is a moderately priced Fast food pub located in the city centre near Café Sicilia with a customer rating of 1 out of 5 it is kid friendly.
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Café Sicilia]	The Mill is a moderately priced Fast food pub located in the riverside near Café Sicilia it has a customer rating of 1 out of 5 and is not kid friendly.
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is a moderately priced Fast food pub located in the riverside near Café Sicilia with a customer rating of 1 out of 5 it is kid friendly.
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]	The Mill is a moderately priced Fast food pub located in the city centre near Café Sicilia it has a customer rating of 3 out of 5 and is not kid friendly.
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Mill is a moderately priced Fast food pub located in the city centre near Café Sicilia with a customer rating of 3 out of 5 and is kid friendly.
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Café Sicilia]	The Mill is a moderately priced Fast food pub located in the riverside near Café Sicilia it has a customer rating of 3 out of 5 and is not kid friendly.
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is a moderately priced pub serving Fast food in riverside near Café Sicilia with a customer rating of 3 out of 5 and is kid friendly.
name[The Mill], eatType[restaurant], food[English], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a high priced English restaurant near Raja Indian Cuisine in riverside is children friendly.
name[The Mill], eatType[restaurant], food[English], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[Café Rouge]	The Mill is an English restaurant in the riverside near Café Rouge it has a high price range, has an average customer rating and is children friendly.
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Mill is an English restaurant with a price range of less than £20 is located near Raja Indian Cuisine in the city centre it is not family friendly.
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a low priced English restaurant near Raja Indian Cuisine in the city centre it is family friendly.
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Mill is an English restaurant with a price range of less than £20 is located near Raja Indian Cuisine in riverside it is not family friendly.
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a low priced English restaurant near Raja Indian Cuisine in riverside is family friendly.
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Café Rouge]	The Mill is an English restaurant with a price range of less than £20 located near Café Rouge in the city centre it is not family friendly but has a low customer rating.
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Café Rouge]	The Mill is a chinese restaurant with a price range of less than £20 it is family friendly but has a low customer rating is located in the city centre near Café Rouge.
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Café Rouge]	The Mill is an English restaurant in the riverside near Café Rouge it has a price range of less than £20 and has a low customer rating it is not family friendly.
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Café Rouge]	The Mill is an English restaurant with a price range of less than £20 is located near Café Rouge in riverside it is family friendly and has a low customer rating.
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Mill is a moderately priced English restaurant near Raja Indian Cuisine in the city centre it is not kid friendly.
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a moderately priced English restaurant near Raja Indian Cuisine in the city centre it is kid friendly.
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Mill is a moderately priced English restaurant near Raja Indian Cuisine in riverside it is not kid friendly.
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a moderately priced English restaurant near Raja Indian Cuisine in riverside is kid friendly.
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Café Rouge]	The Mill is an English restaurant with a moderate price range it is located in the city centre near Café Rouge it has a customer rating of 1 out of 5 and is not kid friendly.
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Café Rouge]	The Mill is a moderately priced English restaurant near Café Rouge in the city centre it is kid friendly and has a customer rating of 1 out of 5.
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Café Rouge]	The Mill is an English restaurant in the riverside near Café Rouge it has a moderate price range it is not kid friendly and has a customer rating of 1 out of 5.
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Café Rouge]	The Mill is a moderately priced English restaurant near Café Rouge in riverside it is kid friendly and has a customer rating of 1 out of 5.
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Café Rouge]	The Mill is a moderately priced English restaurant near Café Rouge in the city centre it is not kid friendly and has a customer rating of 3 out of 5.
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Café Rouge]	The Mill is a moderately priced English restaurant near Café Rouge in the city centre it is kid friendly and has a customer rating of 3 out of 5.
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Café Rouge]	The Mill is a moderately priced English restaurant near Café Rouge in riverside is not kid friendly and has a customer rating of 3 out of 5.
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Café Rouge]	The Mill is a moderately priced English restaurant near Café Rouge in riverside is kid friendly and has a customer rating of 3 out of 5.
name[The Mill], eatType[restaurant], food[English], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a low priced kid friendly English restaurant in riverside near Raja Indian Cuisine.
name[The Mill], eatType[restaurant], food[English], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[no], near[Café Rouge]	The Mill is an English restaurant in the city centre near Café Rouge it has a price range of more than £30 and a high customer rating it is not children friendly.
name[The Mill], eatType[restaurant], food[English], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[Café Rouge]	The Mill is an English restaurant in the city centre near Café Rouge it has a price range of more than £30 and has a high customer rating it is children friendly.
name[The Mill], eatType[restaurant], food[English], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[Café Rouge]	The Mill is an English restaurant in the riverside near Café Rouge it has a price range of more than £30 and has a high customer rating it is not children friendly.
name[The Mill], eatType[restaurant], food[English], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Café Rouge]	The Mill is an English restaurant in the riverside near Café Rouge it has a price range of more than £30 and has a high customer rating it is children friendly.
name[The Mill], eatType[restaurant], food[Fast food], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a low priced Fast food restaurant in riverside near Raja Indian Cuisine is kid friendly.
name[The Mill], eatType[restaurant], food[Fast food], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a cheap family friendly Fast food restaurant in riverside near Raja Indian Cuisine.
name[The Phoenix], eatType[pub], food[Fast food], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a cheap family friendly Fast food pub located in the riverside near Raja Indian Cuisine.
name[The Phoenix], eatType[pub], food[Fast food], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix is a high priced Fast food pub located in the city centre near Raja Indian Cuisine it is not children friendly.
name[The Phoenix], eatType[pub], food[Fast food], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a high priced Fast food pub located in the city centre near Raja Indian Cuisine it is kid friendly.
name[The Phoenix], eatType[pub], food[Fast food], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix is a high priced Fast food pub located in riverside near Raja Indian Cuisine it is not kid friendly.
name[The Phoenix], eatType[pub], food[Fast food], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a high priced Fast food pub located in riverside near Raja Indian Cuisine it is kid friendly.
name[The Phoenix], eatType[pub], food[Fast food], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix is a low priced Fast food pub located in the city centre near Raja Indian Cuisine it is not family friendly.
name[The Phoenix], eatType[pub], food[Fast food], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a low priced Fast food pub located in the city centre near Raja Indian Cuisine it is family friendly.
name[The Phoenix], eatType[pub], food[Fast food], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix is a low priced Fast food pub located in riverside near Raja Indian Cuisine it is not family friendly.
name[The Phoenix], eatType[pub], food[Fast food], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a low priced Fast food pub located in riverside near Raja Indian Cuisine it is family friendly.
name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix is a moderately priced Fast food pub located in the city centre near Raja Indian Cuisine it is not kid friendly.
name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a moderately priced Fast food pub located in the city centre near Raja Indian Cuisine it is kid friendly.
name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Phoenix is a moderately priced Fast food pub located in riverside near Raja Indian Cuisine it is not kid friendly.
name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a moderately priced Fast food pub located in riverside near Raja Indian Cuisine it is kid friendly.
name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Phoenix is a moderately priced pub serving Fast food in riverside near Café Sicilia with a customer rating of 3 out of 5 and is kid friendly.
name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a low priced children friendly pub serving Fast food in riverside near Raja Indian Cuisine.
name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[no], near[Café Sicilia]	The Phoenix is a Fast food pub in the city centre near Café Sicilia it has a price range of more than £30 and has a high customer rating it is not children friendly.
name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Phoenix is a low priced child friendly pub serving Fast food in the city centre near Café Sicilia with a high customer rating.
name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[Café Sicilia]	The Phoenix is a Fast food pub in the riverside near Café Sicilia it has a price range of more than £30 and has a high customer rating it is not children friendly.
name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Phoenix is a low priced children friendly pub serving Fast food in the riverside area with a high customer rating near Café Sicilia.
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a low priced pub near Raja Indian Cuisine in riverside is family friendly food.
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]	The Phoenix is a French pub in the city centre near Café Sicilia it has a price range of 3 out of 5 and is not kid friendly.
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Phoenix is a low priced pub near Café Sicilia in the city centre it is kid friendly has a 3 out of 5 serves French food.
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Café Sicilia]	The Phoenix is a French pub in the riverside near Café Sicilia it has a price range of 3 out of 5 and is not kid friendly.
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Phoenix is a low priced pub near Café Sicilia in riverside is kid friendly has a 3 out of 5 serves French food.
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a low priced pub near Crowne Plaza Hotel in riverside is kid friendly has a 3 out of 5 serves French food.
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a French pub in the city centre near Crowne Plaza Hotel it has a price range of 20-25 and has a high customer rating it is not kid friendly.
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a low priced pub serving French food in the city centre near Crowne Plaza Hotel it has a high customer rating it is kid friendly.
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a French pub in the riverside near Crowne Plaza Hotel it has a price range of 20-25 and has a high customer rating it is not kid friendly.
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a low priced pub near Crowne Plaza Hotel in riverside it has a high customer rating rated French food and is kid friendly.
name[The Phoenix], eatType[pub], food[French], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Phoenix is a cheap family friendly French pub in riverside near Raja Indian Cuisine.
name[The Phoenix], eatType[pub], food[French], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]	The Phoenix is a cheap French pub located in the city centre near Crowne Plaza Hotel it has a customer rating of 5 out of 5 and is not family friendly.
name[The Phoenix], eatType[pub], food[French], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]	The Phoenix is a cheap family friendly French pub located in the city centre near Crowne Plaza Hotel with a customer rating of 5 out of 5.
