_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,check1,check2,check3,check4,check5,quality1,quality2,quality3,quality4,quality5,check1_gold,check2_gold,check3_gold,check4_gold,check5_gold,dupl_ref1,dupl_ref2,dupl_ref3,dupl_ref4,dupl_ref5,mr,mr_id,quality1_gold,quality2_gold,quality3_gold,quality4_gold,quality5_gold,ref1,ref2,ref3,ref4,ref5,sys1,sys2,sys3,sys4,sys5
1468391985,12/2/2017 15:59:35,3104646856,12/2/2017 15:54:37,False,clixsense,0.76,38913334,NZL,,,101.98.211.252,ok,missing,missing,missing,missing,100,90,90,90,90,,,,,,4.0,,,1.0,,"name[Cocum], eatType[pub], customer rating[high], near[Café Sicilia]",40,,,,,,Cocum is a pub near Café Sicilia with a high customer rating.,Come to Cocum pub near Café Sicilia.  It has a high customer rating.,Cocum has a high customer rating and is located near Café Sicilia. ,Cocum is a pub near café sicilia with a high customer rating.,The pub Cocum can be found near Café Sicilia. It has a high customer rating.,slug,zhaw1,dangnt,chen,forge1
1468391985,12/2/2017 16:00:42,3104650353,12/2/2017 15:56:47,False,clixsense,0.7432,42820715,GBR,N5,Eye,81.135.20.176,ok,ok,missing,ok,ok,100,100,60,100,100,,,,,,4.0,,,1.0,,"name[Cocum], eatType[pub], customer rating[high], near[Café Sicilia]",40,,,,,,Cocum is a pub near Café Sicilia with a high customer rating.,Come to Cocum pub near Café Sicilia.  It has a high customer rating.,Cocum has a high customer rating and is located near Café Sicilia. ,Cocum is a pub near café sicilia with a high customer rating.,The pub Cocum can be found near Café Sicilia. It has a high customer rating.,slug,zhaw1,dangnt,chen,forge1
1468391986,12/2/2017 11:23:12,3104029557,12/2/2017 11:22:38,False,neodev,0.7861,44099333,USA,NY,New York,192.241.213.164,ok,ok,added,ok,missing,4,2,2,3,1,,,,,,,4.0,,2.0,,"name[Cocum], eatType[pub], customer rating[low], near[Café Sicilia]",41,,,,,,Cocum is a low rated pub near Café Sicilia.,Cocum is a pub near Café Sicilia with a low customer rating.,There is a pub called Cocum near Café Sicilia that has a low customer rating .,Cocum is a pub near café sicilia with a low customer rating.,Cocum pub near Café Sicilia with a low customer rating.,tgen,gong,adapt,chen,sheff1
1468391986,12/2/2017 11:36:35,3104055449,12/2/2017 11:35:51,False,neodev,0.7487,43951485,USA,NY,New York,165.227.6.136,missing,added,missing,missing,ok,21,21,21,21,21,,,,,,,4.0,,2.0,,"name[Cocum], eatType[pub], customer rating[low], near[Café Sicilia]",41,,,,,,Cocum is a low rated pub near Café Sicilia.,Cocum is a pub near Café Sicilia with a low customer rating.,There is a pub called Cocum near Café Sicilia that has a low customer rating .,Cocum is a pub near café sicilia with a low customer rating.,Cocum pub near Café Sicilia with a low customer rating.,tgen,gong,adapt,chen,sheff1
1468391986,12/2/2017 12:01:04,3104102307,12/2/2017 12:00:24,False,neodev,0.7125,43875110,USA,NY,New York,165.227.6.136,added,ok,added,added,added,21,21,21,21,21,,,,,,,4.0,,2.0,,"name[Cocum], eatType[pub], customer rating[low], near[Café Sicilia]",41,,,,,,Cocum is a low rated pub near Café Sicilia.,Cocum is a pub near Café Sicilia with a low customer rating.,There is a pub called Cocum near Café Sicilia that has a low customer rating .,Cocum is a pub near café sicilia with a low customer rating.,Cocum pub near Café Sicilia with a low customer rating.,tgen,gong,adapt,chen,sheff1
1468391987,12/1/2017 21:23:19,3102523958,12/1/2017 21:12:05,False,neodev,0.7695,41127744,USA,NY,New York,38.132.119.68,ok,added,missing,missing,missing,100,95,80,85,85,,,,,,,,,,,"name[Cocum], eatType[pub], customer rating[low], near[Express by Holiday Inn]",42,,,,,,If you are looking for a pub near Express by Holiday Inn then you can get Cocum. It has a low customer rating.,"If you're nearby Express by Holiday Inn, you can give the pub Cocum a try, although it currently gets low ratings from other customers - a low.",Cocum is a low rated pub near Express by Holiday Inn.,The Cocum is a pub near Express by Holiday Inn with a low customer rating.,Cocum pub has a low customer rating and is located near Express by Holiday Inn.,zhaw2,tr2,tgen,zhaw1,forge3
1468391987,12/1/2017 21:26:10,3102530429,12/1/2017 21:24:16,False,instagc,0.8367,15193250,USA,SC,Chesnee,204.116.1.23,ok,ok,ok,ok,ok,100,100,100,100,100,,,,,,,,,,,"name[Cocum], eatType[pub], customer rating[low], near[Express by Holiday Inn]",42,,,,,,If you are looking for a pub near Express by Holiday Inn then you can get Cocum. It has a low customer rating.,"If you're nearby Express by Holiday Inn, you can give the pub Cocum a try, although it currently gets low ratings from other customers - a low.",Cocum is a low rated pub near Express by Holiday Inn.,The Cocum is a pub near Express by Holiday Inn with a low customer rating.,Cocum pub has a low customer rating and is located near Express by Holiday Inn.,zhaw2,tr2,tgen,zhaw1,forge3
1468391987,12/1/2017 21:48:41,3102581339,12/1/2017 21:28:05,False,prodege,0.8964,38202325,USA,ME,Limestone,98.13.82.121,ok,ok,ok,ok,ok,100,100,100,100,100,,,,,,,,,,,"name[Cocum], eatType[pub], customer rating[low], near[Express by Holiday Inn]",42,,,,,,If you are looking for a pub near Express by Holiday Inn then you can get Cocum. It has a low customer rating.,"If you're nearby Express by Holiday Inn, you can give the pub Cocum a try, although it currently gets low ratings from other customers - a low.",Cocum is a low rated pub near Express by Holiday Inn.,The Cocum is a pub near Express by Holiday Inn with a low customer rating.,Cocum pub has a low customer rating and is located near Express by Holiday Inn.,zhaw2,tr2,tgen,zhaw1,forge3
1468391988,11/29/2017 22:05:20,3096486145,11/29/2017 22:04:24,False,neodev,0.7772,43959305,USA,GA,Atlanta,104.129.18.28,ok,ok,missing,added,added,100,99,80,55,50,,,,,,,,,,,"name[Cocum], eatType[pub], near[The Rice Boat]",43,,,,,,Cocum is a pub near the rice boat.,Cocum pub near The Rice Boat.,cocum is a pub that is located near the rice boat.,"Near The Rice Boat, there is a pub called Cocum.",A pub called Cocum is near The Rice Boat .,chen,sheff1,tr1,slug-alt,zhang
1468391988,11/29/2017 22:52:39,3096621382,11/29/2017 22:52:00,False,instagc,0.8871,20328071,USA,MO,Portageville,107.138.52.246,ok,missing,ok,ok,ok,100,100,100,100,100,,,,,,,,,,,"name[Cocum], eatType[pub], near[The Rice Boat]",43,,,,,,Cocum is a pub near the rice boat.,Cocum pub near The Rice Boat.,cocum is a pub that is located near the rice boat.,"Near The Rice Boat, there is a pub called Cocum.",A pub called Cocum is near The Rice Boat .,chen,sheff1,tr1,slug-alt,zhang
1468391988,11/29/2017 23:11:57,3096662543,11/29/2017 23:10:48,False,instagc,0.8615,29289135,CAN,QC,Brossard,174.91.244.72,ok,ok,ok,ok,ok,100,70,100,98,98,,,,,,,,,,,"name[Cocum], eatType[pub], near[The Rice Boat]",43,,,,,,Cocum is a pub near the rice boat.,Cocum pub near The Rice Boat.,cocum is a pub that is located near the rice boat.,"Near The Rice Boat, there is a pub called Cocum.",A pub called Cocum is near The Rice Boat .,chen,sheff1,tr1,slug-alt,zhang
1468391989,12/1/2017 22:30:43,3102675265,12/1/2017 22:29:37,False,elite,0.9815,43906268,USA,VA,Manassas,207.244.64.33,ok,ok,ok,missing,ok,100,100,100,70,100,,,,,,,,,,,"name[Cocum], eatType[pub], near[The Sorrento]",44,,,,,,Cocum is a pub near The Sorrento.,The pub called Cocum is located near The Sorrento.,"For a pub near The Sorrento , go to Cocum .",Cocum is near The Sorrento. ,The pub Cocum can be found near The Sorrento.,gong,harv,adapt,dangnt,forge1
1468391989,12/1/2017 22:41:49,3102698376,12/1/2017 22:41:06,False,instagc,0.8367,15193250,USA,SC,Chesnee,204.116.1.23,ok,ok,ok,ok,ok,100,100,100,100,100,,,,,,,,,,,"name[Cocum], eatType[pub], near[The Sorrento]",44,,,,,,Cocum is a pub near The Sorrento.,The pub called Cocum is located near The Sorrento.,"For a pub near The Sorrento , go to Cocum .",Cocum is near The Sorrento. ,The pub Cocum can be found near The Sorrento.,gong,harv,adapt,dangnt,forge1
1468391989,12/2/2017 00:02:51,3102832040,12/1/2017 23:40:56,False,prodege,0.8964,38202325,USA,ME,Limestone,98.13.82.121,ok,ok,ok,missing,ok,100,100,100,90,100,,,,,,,,,,,"name[Cocum], eatType[pub], near[The Sorrento]",44,,,,,,Cocum is a pub near The Sorrento.,The pub called Cocum is located near The Sorrento.,"For a pub near The Sorrento , go to Cocum .",Cocum is near The Sorrento. ,The pub Cocum can be found near The Sorrento.,gong,harv,adapt,dangnt,forge1
1468391990,11/30/2017 07:45:31,3097686990,11/30/2017 07:43:38,False,tremorgames,0.8903,36826029,CAN,ON,Ottawa,64.229.175.67,ok,ok,missing,"added
missing",added,97,100,85,82,85,,,,,,,,,,,"name[Cotto], eatType[coffee shop], near[The Bakers]",45,,,,,,Cotto is a coffee shop and is located near The Bakers,Cotto is a coffee shop located near The Bakers.,Cotto is a place near The Bakers.,Cotto is a pub near The Bakers.,Cotto is a coffee shop with a low price range. It is located near The Bakers.,slug-alt,tr2,gong,sheff2,tgen
1468391990,11/30/2017 10:47:41,3097926394,11/30/2017 10:46:41,False,clixsense,0.948,6377879,USA,IA,Council Bluffs,24.252.52.128,ok,ok,missing,added,added,100,100,95,95,95,,,,,,,,,,,"name[Cotto], eatType[coffee shop], near[The Bakers]",45,,,,,,Cotto is a coffee shop and is located near The Bakers,Cotto is a coffee shop located near The Bakers.,Cotto is a place near The Bakers.,Cotto is a pub near The Bakers.,Cotto is a coffee shop with a low price range. It is located near The Bakers.,slug-alt,tr2,gong,sheff2,tgen
1468391990,11/30/2017 12:49:59,3098152038,11/30/2017 12:47:30,False,elite,0.9148,43907748,USA,DE,,108.59.0.13,ok,ok,missing,missing,added,100,100,70,70,90,,,,,,,,,,,"name[Cotto], eatType[coffee shop], near[The Bakers]",45,,,,,,Cotto is a coffee shop and is located near The Bakers,Cotto is a coffee shop located near The Bakers.,Cotto is a place near The Bakers.,Cotto is a pub near The Bakers.,Cotto is a coffee shop with a low price range. It is located near The Bakers.,slug-alt,tr2,gong,sheff2,tgen
1468391991,11/30/2017 07:42:25,3097682919,11/30/2017 07:41:30,False,tremorgames,0.8903,36826029,CAN,ON,Ottawa,64.229.175.67,ok,ok,ok,missing,ok,100,95,96,80,94,,,,,,,,,,,"name[Cotto], eatType[pub], near[The Bakers]",46,,,,,,Cotto is a pub near The Bakers.,"Near The Bakers, there is a pub called Cotto.",Cotto is a pub found near The Bakers.,Cotto is near The Bakers. ,Close to The Bakers is Cotto pub.,harv,slug-alt,forge3,dangnt,zhaw1
1468391991,11/30/2017 10:44:53,3097922567,11/30/2017 10:44:03,False,clixsense,0.948,6377879,USA,IA,Council Bluffs,24.252.52.128,ok,ok,ok,missing,ok,100,100,100,95,100,,,,,,,,,,,"name[Cotto], eatType[pub], near[The Bakers]",46,,,,,,Cotto is a pub near The Bakers.,"Near The Bakers, there is a pub called Cotto.",Cotto is a pub found near The Bakers.,Cotto is near The Bakers. ,Close to The Bakers is Cotto pub.,harv,slug-alt,forge3,dangnt,zhaw1
1468391991,11/30/2017 12:47:24,3098146735,11/30/2017 12:46:42,False,elite,0.9148,43907748,USA,DE,,108.59.0.13,ok,ok,ok,missing,ok,100,100,100,70,100,,,,,,,,,,,"name[Cotto], eatType[pub], near[The Bakers]",46,,,,,,Cotto is a pub near The Bakers.,"Near The Bakers, there is a pub called Cotto.",Cotto is a pub found near The Bakers.,Cotto is near The Bakers. ,Close to The Bakers is Cotto pub.,harv,slug-alt,forge3,dangnt,zhaw1
1468391992,11/29/2017 23:58:03,3096758889,11/29/2017 23:57:28,False,instagc,0.8871,20328071,USA,MO,Portageville,107.138.52.246,ok,ok,ok,ok,ok,100,100,100,100,100,,,,,,,3.0,2.0,,,"name[Giraffe], eatType[coffee shop], near[The Bakers]",47,,,,,,"Situated near The Bakers, Giraffe is a coffee shop with a price range of £20-25.",Giraffe is a coffee shop near the bakers.,Giraffe is a coffee shop near The Bakers.,Giraffe is a children friendly coffee shop located near The Bakers.,Giraffe is a coffee shop that serves coffee and is located near The Bakers .,zhaw1,chen,slug,nle,adapt
1468391992,11/30/2017 04:44:17,3097413982,11/30/2017 04:43:35,False,elite,0.8551,31883685,GBR,I2,Manchester,2.98.58.114,added,ok,ok,added,added,85,100,100,85,85,,,,,,,3.0,2.0,,,"name[Giraffe], eatType[coffee shop], near[The Bakers]",47,,,,,,"Situated near The Bakers, Giraffe is a coffee shop with a price range of £20-25.",Giraffe is a coffee shop near the bakers.,Giraffe is a coffee shop near The Bakers.,Giraffe is a children friendly coffee shop located near The Bakers.,Giraffe is a coffee shop that serves coffee and is located near The Bakers .,zhaw1,chen,slug,nle,adapt
1468391992,11/30/2017 06:24:53,3097555496,11/30/2017 06:21:43,False,prodege,0.8111,6309240,USA,CA,San Diego,70.95.128.178,added,ok,ok,added,ok,90,80,100,80,70,,,,,,,3.0,2.0,,,"name[Giraffe], eatType[coffee shop], near[The Bakers]",47,,,,,,"Situated near The Bakers, Giraffe is a coffee shop with a price range of £20-25.",Giraffe is a coffee shop near the bakers.,Giraffe is a coffee shop near The Bakers.,Giraffe is a children friendly coffee shop located near The Bakers.,Giraffe is a coffee shop that serves coffee and is located near The Bakers .,zhaw1,chen,slug,nle,adapt
1468391993,12/1/2017 04:01:47,3100597162,12/1/2017 04:01:00,False,neodev,0.7098,43856242,USA,FL,Miami,168.194.108.77,missing,ok,ok,ok,ok,48,73,35,82,91,,,,,,,,,,,"name[Giraffe], eatType[coffee shop], near[The Rice Boat]",48,,,,,,Giraffe is a coffee shop near The Rice Boat in the city centre.,Giraffe is a coffee shop near The Rice Boat.,The coffee shop Giraffe can be found near The Rice Boat.,Giraffe is a coffee shop located a few steps of The Rice Boat.,There is a coffee shop called Giraffe. It is near The Rice Boat.,nle,sheff1,forge1,forge3,tr2
1468391993,12/1/2017 15:53:58,3101781268,12/1/2017 15:52:14,False,clixsense,0.85,28521374,USA,TX,Granbury,173.185.135.11,added,ok,ok,added,ok,90,100,85,90,95,,,,,,,,,,,"name[Giraffe], eatType[coffee shop], near[The Rice Boat]",48,,,,,,Giraffe is a coffee shop near The Rice Boat in the city centre.,Giraffe is a coffee shop near The Rice Boat.,The coffee shop Giraffe can be found near The Rice Boat.,Giraffe is a coffee shop located a few steps of The Rice Boat.,There is a coffee shop called Giraffe. It is near The Rice Boat.,nle,sheff1,forge1,forge3,tr2
1468391993,12/1/2017 19:59:39,3102318728,12/1/2017 19:58:36,False,neodev,0.7772,43959305,USA,TX,Dallas,209.58.148.21,missing,ok,missing,ok,ok,95,99,84,87,97,,,,,,,,,,,"name[Giraffe], eatType[coffee shop], near[The Rice Boat]",48,,,,,,Giraffe is a coffee shop near The Rice Boat in the city centre.,Giraffe is a coffee shop near The Rice Boat.,The coffee shop Giraffe can be found near The Rice Boat.,Giraffe is a coffee shop located a few steps of The Rice Boat.,There is a coffee shop called Giraffe. It is near The Rice Boat.,nle,sheff1,forge1,forge3,tr2
1468391994,11/30/2017 07:47:53,3097689866,11/30/2017 07:46:48,False,tremorgames,0.8903,36826029,CAN,ON,Ottawa,64.229.175.67,ok,missing,missing,ok,ok,95,85,83,100,100,,,,,,,,,5.0,4.0,"name[Giraffe], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",49,,,,,,Giraffe is a family friendly pub serving English food it is located near Rainbow Vegetarian Café in riverside.,Giraffe is a family friendly English pub located near Rainbow Vegetarian Café.,Giraffe is a family friendly pub located in riverside near Rainbow Vegetarian Café,Giraffe is a family friendly pub serving English food in the riverside area near Rainbow Vegetarian Café.,Giraffe is a family friendly pub serving English food in the riverside area near Rainbow Vegetarian Café. ,sheff1,nle,slug-alt,slug,dangnt
1468391994,11/30/2017 10:50:39,3097930893,11/30/2017 10:48:44,False,clixsense,0.948,6377879,USA,IA,Council Bluffs,24.252.52.128,ok,missing,missing,ok,ok,100,95,95,100,100,,,,,,,,,5.0,4.0,"name[Giraffe], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",49,,,,,,Giraffe is a family friendly pub serving English food it is located near Rainbow Vegetarian Café in riverside.,Giraffe is a family friendly English pub located near Rainbow Vegetarian Café.,Giraffe is a family friendly pub located in riverside near Rainbow Vegetarian Café,Giraffe is a family friendly pub serving English food in the riverside area near Rainbow Vegetarian Café.,Giraffe is a family friendly pub serving English food in the riverside area near Rainbow Vegetarian Café. ,sheff1,nle,slug-alt,slug,dangnt
1468391994,11/30/2017 12:52:17,3098157953,11/30/2017 12:50:53,False,elite,0.9148,43907748,USA,DE,,108.59.0.13,ok,missing,ok,ok,ok,100,70,100,100,100,,,,,,,,,5.0,4.0,"name[Giraffe], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",49,,,,,,Giraffe is a family friendly pub serving English food it is located near Rainbow Vegetarian Café in riverside.,Giraffe is a family friendly English pub located near Rainbow Vegetarian Café.,Giraffe is a family friendly pub located in riverside near Rainbow Vegetarian Café,Giraffe is a family friendly pub serving English food in the riverside area near Rainbow Vegetarian Café.,Giraffe is a family friendly pub serving English food in the riverside area near Rainbow Vegetarian Café. ,sheff1,nle,slug-alt,slug,dangnt
1468391995,12/2/2017 11:20:18,3104024523,12/2/2017 11:19:44,False,neodev,0.7861,44099333,USA,NY,New York,192.241.213.164,added,missing,missing,ok,missing,3,1,2,3,2,,,,,,,,,,,"name[Giraffe], eatType[pub], food[Fast food], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]",50,,,,,,Giraffe is a pub located near Rainbow Vegetarian Café. It is not family-friendly and serves Fast food.,Giraffe is a fast food pub near Rainbow Vegetarian Café in the city centre . It is not family-friendly .,Giraffe is a Fast food pub located in the city centre near Rainbow Vegetarian Café it is not family-friendly.,"In the city centre near Rainbow Vegetarian Café, there is a Fast food pub called Giraffe. It is not family-friendly.",Giraffe is a pub serving Fast food in the city centre near Rainbow Vegetarian Café. It is not family-friendly ,sheff2,zhang,sheff1,slug-alt,dangnt
1468391995,12/2/2017 11:32:14,3104046784,12/2/2017 11:30:38,False,neodev,0.7487,43951485,USA,NY,New York,165.227.6.136,added,added,added,missing,added,21,21,21,21,21,,,,,,,,,,,"name[Giraffe], eatType[pub], food[Fast food], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]",50,,,,,,Giraffe is a pub located near Rainbow Vegetarian Café. It is not family-friendly and serves Fast food.,Giraffe is a fast food pub near Rainbow Vegetarian Café in the city centre . It is not family-friendly .,Giraffe is a Fast food pub located in the city centre near Rainbow Vegetarian Café it is not family-friendly.,"In the city centre near Rainbow Vegetarian Café, there is a Fast food pub called Giraffe. It is not family-friendly.",Giraffe is a pub serving Fast food in the city centre near Rainbow Vegetarian Café. It is not family-friendly ,sheff2,zhang,sheff1,slug-alt,dangnt
1468391995,12/2/2017 11:57:28,3104095392,12/2/2017 11:56:43,False,neodev,0.7125,43875110,USA,NY,New York,165.227.6.136,ok,added,added,missing,added,21,21,21,21,21,,,,,,,,,,,"name[Giraffe], eatType[pub], food[Fast food], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]",50,,,,,,Giraffe is a pub located near Rainbow Vegetarian Café. It is not family-friendly and serves Fast food.,Giraffe is a fast food pub near Rainbow Vegetarian Café in the city centre . It is not family-friendly .,Giraffe is a Fast food pub located in the city centre near Rainbow Vegetarian Café it is not family-friendly.,"In the city centre near Rainbow Vegetarian Café, there is a Fast food pub called Giraffe. It is not family-friendly.",Giraffe is a pub serving Fast food in the city centre near Rainbow Vegetarian Café. It is not family-friendly ,sheff2,zhang,sheff1,slug-alt,dangnt
1468391996,11/29/2017 23:47:16,3096734421,11/29/2017 23:46:35,False,instagc,0.8871,20328071,USA,MO,Portageville,107.138.52.246,ok,ok,ok,ok,ok,100,100,100,100,100,,,,,,3.0,,1.0,,,"name[Giraffe], eatType[pub], food[Fast food], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]",51,,,,,,Giraffe is a family friendly pub serving Fast food in the city centre near Rainbow Vegetarian Café.,Giraffe is a family-friendly fast food pub near Rainbow Vegetarian Café in the city centre .,Giraffe is a family friendly pub serving Fast food in the city centre near Rainbow Vegetarian Café. ,Giraffe is a family-friendly fast food pub located in the city centre near Rainbow Vegetarian Café.,Giraffe is a family-friendly pub in the city centre near Rainbow Vegetarian Café.,sheff1,zhang,dangnt,tgen,slug
1468391996,11/30/2017 01:52:17,3097075243,11/30/2017 01:49:58,False,neodev,0.8395,40877558,USA,VA,Manassas,207.244.111.135,ok,ok,ok,ok,missing,100,100,100,100,50,,,,,,3.0,,1.0,,,"name[Giraffe], eatType[pub], food[Fast food], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]",51,,,,,,Giraffe is a family friendly pub serving Fast food in the city centre near Rainbow Vegetarian Café.,Giraffe is a family-friendly fast food pub near Rainbow Vegetarian Café in the city centre .,Giraffe is a family friendly pub serving Fast food in the city centre near Rainbow Vegetarian Café. ,Giraffe is a family-friendly fast food pub located in the city centre near Rainbow Vegetarian Café.,Giraffe is a family-friendly pub in the city centre near Rainbow Vegetarian Café.,sheff1,zhang,dangnt,tgen,slug
1468391996,11/30/2017 02:01:10,3097103979,11/30/2017 01:59:51,False,clixsense,0.8133,13121046,CAN,QC,Trois-rivières,24.122.109.208,ok,missing,missing,ok,ok,95,90,90,100,95,,,,,,3.0,,1.0,,,"name[Giraffe], eatType[pub], food[Fast food], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]",51,,,,,,Giraffe is a family friendly pub serving Fast food in the city centre near Rainbow Vegetarian Café.,Giraffe is a family-friendly fast food pub near Rainbow Vegetarian Café in the city centre .,Giraffe is a family friendly pub serving Fast food in the city centre near Rainbow Vegetarian Café. ,Giraffe is a family-friendly fast food pub located in the city centre near Rainbow Vegetarian Café.,Giraffe is a family-friendly pub in the city centre near Rainbow Vegetarian Café.,sheff1,zhang,dangnt,tgen,slug
1468391997,12/1/2017 20:11:57,3102347741,12/1/2017 20:10:52,False,neodev,0.7772,43959305,USA,TX,Dallas,209.58.148.16,ok,ok,ok,ok,ok,97,95,99,96,94,,,,,,,,,,,"name[Giraffe], eatType[pub], food[Fast food], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]",52,,,,,,Near the Rainbow Vegetarian Café in the riverside area is a Fast food pub called Giraffe. It is not family-friendly.,The pub Giraffe is in the riverside area. It offers fast food. Giraffe which can be found near Rainbow Vegetarian Café does not welcome kids.,Giraffe is a pub serving Fast food in the riverside area near Rainbow Vegetarian Café. It is not family-friendly ,Giraffe is a Fast food pub in the riverside area near Rainbow Vegetarian Café. It is not family-friendly.,Giraffe is a pub near Rainbow Vegetarian Café that serves Fast food and is not family-friendly.,slug-alt,forge1,dangnt,slug,sheff2
1468391997,12/1/2017 21:01:05,3102469983,12/1/2017 21:00:00,False,neodev,0.7695,41127744,USA,NY,New York,38.132.119.68,ok,added,ok,ok,ok,100,100,100,100,100,,,,,,,,,,,"name[Giraffe], eatType[pub], food[Fast food], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]",52,,,,,,Near the Rainbow Vegetarian Café in the riverside area is a Fast food pub called Giraffe. It is not family-friendly.,The pub Giraffe is in the riverside area. It offers fast food. Giraffe which can be found near Rainbow Vegetarian Café does not welcome kids.,Giraffe is a pub serving Fast food in the riverside area near Rainbow Vegetarian Café. It is not family-friendly ,Giraffe is a Fast food pub in the riverside area near Rainbow Vegetarian Café. It is not family-friendly.,Giraffe is a pub near Rainbow Vegetarian Café that serves Fast food and is not family-friendly.,slug-alt,forge1,dangnt,slug,sheff2
1468391997,12/1/2017 21:10:33,3102492803,12/1/2017 21:08:39,False,elite,0.8551,31883685,GBR,I2,Manchester,2.98.58.114,ok,ok,ok,ok,missing,100,95,100,100,85,,,,,,,,,,,"name[Giraffe], eatType[pub], food[Fast food], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]",52,,,,,,Near the Rainbow Vegetarian Café in the riverside area is a Fast food pub called Giraffe. It is not family-friendly.,The pub Giraffe is in the riverside area. It offers fast food. Giraffe which can be found near Rainbow Vegetarian Café does not welcome kids.,Giraffe is a pub serving Fast food in the riverside area near Rainbow Vegetarian Café. It is not family-friendly ,Giraffe is a Fast food pub in the riverside area near Rainbow Vegetarian Café. It is not family-friendly.,Giraffe is a pub near Rainbow Vegetarian Café that serves Fast food and is not family-friendly.,slug-alt,forge1,dangnt,slug,sheff2
1468391998,11/29/2017 22:12:11,3096505072,11/29/2017 22:11:04,False,neodev,0.7772,43959305,USA,GA,Atlanta,104.129.18.28,ok,added,missing,missing,missing,100,55,75,80,65,,,,,,,,,,,"name[Giraffe], eatType[pub], food[Fast food], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",53,,,,,,Giraffe is a family friendly pub serving Fast food in the riverside area near Rainbow Vegetarian Café. ,Giraffe is a family friendly fast food pub near the Rainbow Vegetarian Café .,Giraffe is a family friendly fast food pub in the riverside area near Rainbow Vegetarian Café.,Giraffe is a Fast food pub near Rainbow Vegetarian Café in the riverside area. It is family-friendly.,giraffe is a family friendly fast food pub near rainbow vegetarian café in the riverside area.,dangnt,zhang,tnt1,forge3,tr1
1468391998,11/29/2017 22:56:10,3096628915,11/29/2017 22:55:27,False,instagc,0.8871,20328071,USA,MO,Portageville,107.138.52.246,ok,ok,ok,ok,ok,100,100,100,100,100,,,,,,,,,,,"name[Giraffe], eatType[pub], food[Fast food], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",53,,,,,,Giraffe is a family friendly pub serving Fast food in the riverside area near Rainbow Vegetarian Café. ,Giraffe is a family friendly fast food pub near the Rainbow Vegetarian Café .,Giraffe is a family friendly fast food pub in the riverside area near Rainbow Vegetarian Café.,Giraffe is a Fast food pub near Rainbow Vegetarian Café in the riverside area. It is family-friendly.,giraffe is a family friendly fast food pub near rainbow vegetarian café in the riverside area.,dangnt,zhang,tnt1,forge3,tr1
1468391998,11/29/2017 23:29:01,3096695976,11/29/2017 23:27:49,False,instagc,0.8615,29289135,CAN,QC,Brossard,174.91.244.72,ok,missing,ok,ok,ok,100,70,100,100,100,,,,,,,,,,,"name[Giraffe], eatType[pub], food[Fast food], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",53,,,,,,Giraffe is a family friendly pub serving Fast food in the riverside area near Rainbow Vegetarian Café. ,Giraffe is a family friendly fast food pub near the Rainbow Vegetarian Café .,Giraffe is a family friendly fast food pub in the riverside area near Rainbow Vegetarian Café.,Giraffe is a Fast food pub near Rainbow Vegetarian Café in the riverside area. It is family-friendly.,giraffe is a family friendly fast food pub near rainbow vegetarian café in the riverside area.,dangnt,zhang,tnt1,forge3,tr1
1468391999,11/28/2017 14:05:13,3091705104,11/28/2017 14:02:15,False,prodege,0.8964,38202325,USA,ME,Limestone,98.13.82.121,ok,ok,ok,ok,ok,100,100,100,100,100,,,,,,,,,,,"name[Giraffe], eatType[pub], food[Fast food], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",54,,,,,,If you are looking for a family friendly pub that serves Fast food in the riverside area near Raja Indian Cuisine is Giraffe.,"Situated in the riverside area near Raja Indian Cuisine , Giraffe is a kid friendly fast food venue .",giraffe is a family friendly fast food pub near raja indian cuisine in the riverside area.,Giraffe is a family friendly pub serving Fast food in the riverside area near Raja Indian Cuisine. ,"Giraffe is a family friendly, Fast food pub, near Raja Indian Cuisine, in the riverside area.",zhaw2,adapt,tr1,dangnt,slug-alt
