MR	ref
name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[All Bar One]	The Cricketers is a restaurant providing Chinese food in the more than £30 price range. It is located in the riverside and is near All Bar One. Its customer rating is high.
name[The Cricketers], eatType[restaurant], food[English], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[All Bar One]	The Wrestlers is an English restaurant located in the city centre near All Bar One. It is not kid friendly and has a price range of £20-25.
name[The Cricketers], eatType[restaurant], food[English], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[All Bar One]	The Wrestlers is a kid friendly English restaurant with a high customer rating. It is located in the city centre near All Bar One and has a price range of £20-25.
name[The Cricketers], eatType[restaurant], food[English], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[All Bar One]	The Cricketers is an English restaurant located in the riverside area near All Bar One. It is not kid friendly and has a price range of £20-25.
name[The Cricketers], eatType[restaurant], food[English], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[All Bar One]	The Cricketers is a family friendly restaurant located near All Bar One.
name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Café Rouge]	The Wrestlers is a cheap English restaurant located in the city centre near Café Rouge. It has a customer rating of 5 out of 5 and is not family-friendly.
name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Café Rouge]	The Wrestlers is a family-friendly English restaurant with a cheap price range. It is located in the city centre near Café Rouge and has a customer rating of 5 out of 5.
name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Café Rouge]	The English restaurant, The Wrestlers, is located in the riverside area near Café Rouge. It has a cheap price range and a customer rating of 5 out of 5. It is not family-friendly.
name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Café Rouge]	The Wrestlers is a family friendly English restaurant with a low price range. It is located in the riverside area near Café Rouge and has a customer rating of 5 out of 5.
name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no], near[Café Rouge]	The Wrestlers is a cheap English restaurant located in the city centre near Café Rouge. It has an average customer rating and is not family-friendly.
name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[yes], near[Café Rouge]	The family-friendly restaurant, The Wrestlers, is located in the city centre near Café Rouge. It serves cheap English food and has an average customer rating.
name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no], near[Café Rouge]	The Plough is a cheap English restaurant located in riverside near Café Rouge. It has an average customer rating and is not family-friendly.
name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[Café Rouge]	The family friendly restaurant, The Wrestlers, is located near Café Rouge in the riverside area. It serves cheap English food and has an average customer rating.
name[The Cricketers], eatType[restaurant], food[English], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Café Rouge]	The English restaurant, The Wrestlers, is located in the city centre near Café Rouge. It has a high price range and a customer rating of 1 out of 5. It is not children friendly.
name[The Cricketers], eatType[restaurant], food[English], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Café Rouge]	The child friendly English restaurant, The Wrestlers, is located near Café Rouge in the city centre. It has a high price range and a customer rating of 1 out of 5.
name[The Cricketers], eatType[restaurant], food[English], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Café Rouge]	The English restaurant, The Wrestlers, is located in the riverside area near Café Rouge. It has a high price range and a customer rating of 1 out of 5. It is not children friendly.
name[The Cricketers], eatType[restaurant], food[English], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Café Rouge]	The Cricketers is a family friendly restaurant located near Café Rouge.
name[The Cricketers], eatType[restaurant], food[English], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[Café Rouge]	The English restaurant, The Wrestlers, is located in the city centre near Café Rouge. It has a high price range and an average customer rating. It is not child friendly.
name[The Cricketers], eatType[restaurant], food[English], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes], near[Café Rouge]	The child friendly English restaurant, The Wrestlers, is located in the city centre near Café Rouge. It has a high price range and an average customer rating.
name[The Cricketers], eatType[restaurant], food[English], priceRange[high], customer rating[average], area[riverside], familyFriendly[no], near[Café Rouge]	The Plough is an English restaurant near Café Rouge in the riverside area. It has a high price range and an average customer rating. It is not children friendly.
name[The Mill], eatType[pub], food[English], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a high priced English pub in the riverside area near Raja Indian Cuisine. It is child friendly.
name[The Mill], eatType[pub], food[English], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Mill is an English pub located in the city centre near Raja Indian Cuisine. It is not family-friendly and has a price range of less than £20.
name[The Mill], eatType[pub], food[English], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a family-friendly pub that serves English food for less than £20. It is located in the city centre near Raja Indian Cuisine.
name[The Mill], eatType[pub], food[English], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Mill is an English pub near Raja Indian Cuisine in the riverside area. It is not family-friendly and has a price range of less than £20.
name[The Mill], eatType[pub], food[English], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a family friendly pub near Raja Indian Cuisine in the riverside area. It serves English food for less than £20.
name[The Mill], eatType[pub], food[English], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Mill is a moderately priced English pub located in the city centre near Raja Indian Cuisine. It is not kid friendly.
name[The Mill], eatType[pub], food[English], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a moderately priced English pub in the city centre near Raja Indian Cuisine.
name[The Mill], eatType[pub], food[English], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Mill is a moderately priced English pub in riverside near Raja Indian Cuisine. It is not kid friendly.
name[The Mill], eatType[pub], food[English], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a moderately priced English pub in the riverside area near Raja Indian Cuisine.
name[The Mill], eatType[pub], food[English], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a children friendly pub that serves English food. It is located near Raja Indian Cuisine in the riverside area. The price range is more than £30.
name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a kid friendly fast food pub in the riverside area near Raja Indian Cuisine.
name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Café Rouge]	The Mill is a fast food pub located in the city centre near Café Rouge. It is not kid friendly and has a price range of £20-25.
name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[Café Rouge]	The Mill is a kid friendly fast food pub in the city centre near Café Rouge with a high customer rating and a price range of £20-25.
name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Café Rouge]	The Mill is a fast food pub in the riverside area near Café Rouge. It is not kid friendly and has a price range of £20-25.
name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Café Rouge]	The Mill is a fast food pub in the riverside area near Café Rouge. It has a high customer rating and is kid friendly. The price range is £20-25.
name[The Mill], eatType[pub], food[Fast food], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is a kid friendly fast food pub with a high customer rating and a price range of £20-25. It is located near Café Sicilia in the riverside area.
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a cheap, family friendly pub in the riverside area near Raja Indian Cuisine.
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]	The Mill is a cheap fast food pub located in the city centre near Café Sicilia. It is not family-friendly and has a customer rating of 5 out of 5.
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Mill is a cheap, family-friendly fast food pub in the city centre near Café Sicilia with a customer rating of 5 out of 5.
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Café Sicilia]	The Mill is a cheap fast food pub in the riverside area near Café Sicilia. It has a customer rating of 5 out of 5 but is not family-friendly.
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is a cheap, family friendly pub located near Café Sicilia.
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[no], near[Café Sicilia]	The Mill is a cheap fast food pub in the city centre near Café Sicilia. It is not family-friendly and has an average customer rating.
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[average], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Mill is a cheap, family-friendly fast food pub in the city centre near Café Sicilia with an average customer rating.
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[no], near[Café Sicilia]	The Mill is a cheap fast food pub in the riverside area near Café Sicilia. It is not family-friendly and has an average customer rating.
name[The Mill], eatType[pub], food[Fast food], priceRange[cheap], customer rating[average], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is a cheap, family friendly pub located near Café Sicilia.
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]	The Mill is a fast food pub in the city centre near Café Sicilia. It has a high price range and a customer rating of 1 out of 5. It is not children friendly.
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Mill is a children friendly fast food pub in the city centre near Café Sicilia. It has a high price range and a customer rating of 1 out of 5.
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Café Sicilia]	The Mill is a fast food pub in the riverside area near Café Sicilia. It has a high price range and a customer rating of 1 out of 5. It is not children friendly.
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is a family friendly pub located near Café Sicilia.
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[Café Sicilia]	The Mill is a fast food pub in the city centre near Café Sicilia. It has a high price range and an average customer rating. It is not children friendly.
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[average], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Mill is a children friendly fast food pub in the city centre near Café Sicilia with a high price range and an average customer rating.
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[average], area[riverside], familyFriendly[no], near[Café Sicilia]	The Mill is a fast food pub in the riverside area near Café Sicilia. It has a high price range and an average customer rating. It is not children friendly.
name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is a family friendly pub located near Café Sicilia.
name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Café Sicilia]	The Mill is a fast food pub near Café Sicilia in the city centre. It is not family-friendly and has a low customer rating.
name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Mill is a family-friendly pub that serves fast food for less than £20. It is located in the city centre near Café Sicilia and has a low customer rating.
name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Café Sicilia]	The Mill is a fast food pub near Café Sicilia in the riverside area. It is not family-friendly and has a low customer rating.
name[The Mill], eatType[pub], food[Fast food], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is a family friendly pub located near Café Sicilia.
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]	The Mill is a moderately priced fast food pub in the city centre near Café Sicilia. It is not kid friendly and has a customer rating of 1 out of 5.
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Mill is a moderately priced fast food pub in the city centre near Café Sicilia. It is kid friendly and has a customer rating of 1 out of 5.
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Café Sicilia]	The Mill is a moderately priced fast food pub in the riverside area near Café Sicilia. It is not kid friendly and has a customer rating of 1 out of 5.
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is a moderately priced, kid friendly pub serving fast food. It is located near Café Sicilia in the riverside area and has a customer rating of 1 out of 5.
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]	The Mill is a moderately priced fast food pub in the city centre near Café Sicilia. It is not kid friendly and has a customer rating of 3 out of 5.
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Café Sicilia]	The Mill is a moderately priced fast food pub in the city centre near Café Sicilia. It is kid friendly and has a customer rating of 3 out of 5.
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Café Sicilia]	The Mill is a moderately priced fast food pub in the riverside area near Café Sicilia. It is not kid friendly and has a customer rating of 3 out of 5.
name[The Mill], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]	The Mill is a fast food pub with a moderate price range. It is kid friendly and has a customer rating of 3 out of 5 and is located in the riverside area near Café Sicilia.
name[The Mill], eatType[restaurant], food[English], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a children friendly English restaurant with a high price range. It is located in the riverside area near Raja Indian Cuisine.
name[The Mill], eatType[restaurant], food[English], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[Café Rouge]	The Mill is a family friendly restaurant located near Café Rouge.
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Mill is a non family-friendly English restaurant with a price range less than £20. It is located in the city centre near Raja Indian Cuisine.
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a family-friendly English restaurant with a price range less than £20. It is located in the city centre near Raja Indian Cuisine.
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Mill is a low priced English restaurant located in the riverside area near Raja Indian Cuisine. It is not family-friendly.
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a family friendly English restaurant with a price range less than £20. It is located in the riverside area near Raja Indian Cuisine.
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[no], near[Café Rouge]	The Mill is an English restaurant located in the city centre near Café Rouge. It is not family-friendly and has a low customer rating.
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], customer rating[low], area[city centre], familyFriendly[yes], near[Café Rouge]	The Mill is a family-friendly English restaurant with a price range less than £20. It is located in the city centre near Café Rouge and has a low customer rating.
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[no], near[Café Rouge]	The Mill is an English restaurant located near Café Rouge in the riverside area. It is not family-friendly and has a low customer rating.
name[The Mill], eatType[restaurant], food[English], priceRange[less than £20], customer rating[low], area[riverside], familyFriendly[yes], near[Café Rouge]	The Mill is a family friendly English restaurant with a low customer rating. It is located near Café Rouge in the riverside area.
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Mill is a moderately priced English restaurant located in the city centre near Raja Indian Cuisine. It is not kid friendly.
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a moderately priced English restaurant in the city centre near Raja Indian Cuisine.
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Mill is a moderately priced English restaurant in riverside near Raja Indian Cuisine. It is not kid friendly.
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a moderately priced English restaurant located near Raja Indian Cuisine.
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[no], near[Café Rouge]	The Mill is a moderately priced English restaurant located in the city centre near Café Rouge. It is not kid friendly and has a customer rating of 1 out of 5.
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[1 out of 5], area[city centre], familyFriendly[yes], near[Café Rouge]	The Mill is a moderately priced English restaurant in the city centre near Café Rouge. It is kid friendly and has a customer rating of 1 out of 5.
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[no], near[Café Rouge]	The Mill is a moderately priced English restaurant in the riverside area near Café Rouge. It is not kid friendly and has a customer rating of 1 out of 5.
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[Café Rouge]	The Mill is a kid friendly English restaurant with a moderate price range and a customer rating of 1 out of 5. It is located in the riverside area near Café Rouge.
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Café Rouge]	The Mill is a moderately priced English restaurant located in the city centre near Café Rouge. It is not kid friendly and has a customer rating of 3 out of 5.
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Café Rouge]	The Mill is a moderately priced, kid friendly English restaurant with a customer rating of 3 out of 5. It is located in the city centre near Café Rouge.
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Café Rouge]	The Mill is a moderately priced English restaurant with a customer rating of 3 out of 5. It is located in the riverside area near Café Rouge and is not kid friendly.
name[The Mill], eatType[restaurant], food[English], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Café Rouge]	The Mill is a kid friendly English restaurant with a moderate price range. It is located in the riverside area near Café Rouge and has a customer rating of 3 out of 5.
name[The Mill], eatType[restaurant], food[English], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a children friendly English restaurant with a price range of more than £30. It is located in the riverside area near Raja Indian Cuisine.
name[The Mill], eatType[restaurant], food[English], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[no], near[Café Rouge]	The Mill is an English restaurant located in the city centre near Café Rouge. It is not children friendly and has a high customer rating. The price range is more than £30.
name[The Mill], eatType[restaurant], food[English], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[Café Rouge]	The Mill is a children friendly English restaurant located in the city centre near Café Rouge. It has a high customer rating and a price range of more than £30.
name[The Mill], eatType[restaurant], food[English], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[Café Rouge]	The Mill is an English restaurant near Café Rouge in the riverside area. It is not children friendly and has a high customer rating. The price range is more than £30.
name[The Mill], eatType[restaurant], food[English], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Café Rouge]	The Mill is a children friendly English restaurant with a high customer rating and a price range of more than £30. It is located in the riverside area near Café Rouge.
name[The Mill], eatType[restaurant], food[Fast food], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a kid friendly fast food restaurant in the riverside area near Raja Indian Cuisine.
name[The Mill], eatType[restaurant], food[Fast food], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Mill is a cheap, family friendly fast food restaurant in the riverside area near Raja Indian Cuisine.
name[The Phoenix], eatType[pub], food[Fast food], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a cheap, family friendly pub in the riverside area near Raja Indian Cuisine.
name[The Phoenix], eatType[pub], food[Fast food], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Wrestlers is a fast food pub in the city centre near Raja Indian Cuisine. It is not children friendly and has a high price range.
name[The Phoenix], eatType[pub], food[Fast food], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a children friendly fast food pub in the city centre near Raja Indian Cuisine.
name[The Phoenix], eatType[pub], food[Fast food], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Wrestlers is a high priced fast food pub in the riverside area near Raja Indian Cuisine. It is not children friendly.
name[The Phoenix], eatType[pub], food[Fast food], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a high priced, family friendly pub located near Raja Indian Cuisine.
name[The Phoenix], eatType[pub], food[Fast food], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Wrestlers is a fast food pub located in the city centre near Raja Indian Cuisine. It is not family-friendly and has a price range of less than £20.
name[The Phoenix], eatType[pub], food[Fast food], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a family-friendly pub that serves fast food for less than £20. It is located in the city centre near Raja Indian Cuisine.
name[The Phoenix], eatType[pub], food[Fast food], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Wrestlers is a cheap pub located near Raja Indian Cuisine.
name[The Phoenix], eatType[pub], food[Fast food], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a family friendly pub located near Raja Indian Cuisine.
name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]	The Wrestlers is a moderately priced fast food pub in the city centre near Raja Indian Cuisine. It is not kid friendly.
name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a moderately priced fast food pub in the city centre near Raja Indian Cuisine.
name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]	The Wrestlers is a moderately priced fast food pub in the riverside area near Raja Indian Cuisine. It is not kid friendly.
name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a moderately priced, kid friendly pub in the riverside area near Raja Indian Cuisine.
name[The Phoenix], eatType[pub], food[Fast food], priceRange[moderate], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]	The moderately priced, fast food pub, The Phoenix, is located in the riverside area near Café Sicilia. It is kid friendly and has a customer rating of 3 out of 5.
name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a fast food pub in the riverside area near Raja Indian Cuisine. It is children friendly and has a price range of more than £30.
name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[no], near[Café Sicilia]	The fast food pub, The Phoenix, is located in the city centre near Café Sicilia. It has a high customer rating and is not child friendly. The price range is more than £30.
name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[city centre], familyFriendly[yes], near[Café Sicilia]	The fast food pub, The Phoenix, is located in the city centre near Café Sicilia. It is child friendly and has a high customer rating. The price range is more than £30.
name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[no], near[Café Sicilia]	The fast food pub, The Phoenix, is located in the riverside area near Café Sicilia. It has a high customer rating and is not children friendly. The price range is more than £30.
name[The Phoenix], eatType[pub], food[Fast food], priceRange[more than £30], customer rating[high], area[riverside], familyFriendly[yes], near[Café Sicilia]	The fast food pub, The Phoenix, is located in the riverside area near Café Sicilia. It is child friendly and has a high customer rating. The price range is more than £30.
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a kid friendly French pub in the riverside area near Raja Indian Cuisine with a price range of £20-25.
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[3 out of 5], area[city centre], familyFriendly[no], near[Café Sicilia]	The French pub, The Phoenix, is located in the city centre near Café Sicilia. It has a customer rating of 3 out of 5 and is not kid friendly. The price range is £20-25.
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[3 out of 5], area[city centre], familyFriendly[yes], near[Café Sicilia]	The French pub, The Phoenix, is located in the city centre near Café Sicilia. It is kid friendly, has a price range of £20-25 and a customer rating of 3 out of 5.
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[3 out of 5], area[riverside], familyFriendly[no], near[Café Sicilia]	The French food serving pub, The Phoenix, is located in the riverside area near Café Sicilia. It has a customer rating of 3 out of 5 and is not kid friendly. The price range is £20-25.
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Café Sicilia]	The moderately priced French pub, The Phoenix, is located in the riverside area near Café Sicilia. It is kid friendly and has a customer rating of 3 out of 5.
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[3 out of 5], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]	The French pub, The Phoenix, is located in the riverside area near the Crowne Plaza Hotel. It is kid friendly, has a customer rating of 3 out of 5 and a price range of £20-25.
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]	The highly rated French pub, The Phoenix, is located in the city centre near the Crowne Plaza Hotel. It is not kid friendly and has a price range of £20-25.
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[yes], near[Crowne Plaza Hotel]	The highly rated French pub, The Phoenix, is located in the city centre near Crowne Plaza Hotel. It is kid friendly and has a price range of £20-25.
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[no], near[Crowne Plaza Hotel]	The highly rated French pub, The Phoenix, is located in the riverside area near the Crowne Plaza Hotel. It is not kid friendly and has a price range of £20-25.
name[The Phoenix], eatType[pub], food[French], priceRange[£20-25], customer rating[high], area[riverside], familyFriendly[yes], near[Crowne Plaza Hotel]	The highly rated, kid friendly pub, The Phoenix, is located near the Crowne Plaza Hotel.
name[The Phoenix], eatType[pub], food[French], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]	The Wrestlers is a cheap, family friendly pub in the riverside area near Raja Indian Cuisine.
name[The Phoenix], eatType[pub], food[French], priceRange[cheap], customer rating[5 out of 5], area[city centre], familyFriendly[no], near[Crowne Plaza Hotel]	The highly rated French pub The Phoenix is located in the city centre near Crowne Plaza Hotel. It is not family-friendly and cheap.
